Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G1	1	G1 | (G10 & G6)	2.5577	0.279775	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G1	2	G1 & ~G10 & ~G6	2.5577	0.279775	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G1	3	G1 & (~G10 | ~G6)	2.5577	0.279775	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G2	1	G5 & G6 & G9	2.2083	0.629249	18	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	0.9	20	2	3
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G3	1	~G10 | ~G4 | ~G7	2.5869	0.30061	19	3	0	1	5	1	0.75	0.857142857142857	0.888888888888889	0.95	20	1	3
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G3	2	G7 | ~G10 | ~G4	2.5869	0.30061	19	3	0	1	5	1	0.75	0.857142857142857	0.888888888888889	0.95	20	1	3
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G4	1	G4 | G8 | G9	2.6886	0.19886	19	0	2	4	3	0	0	0	0.333333333333333	0.95	20	1	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G5	1	G5 | ~G8	2.7427	0.144804	19	0	1	1	7	0	0	0	0.777777777777778	0.95	20	1	1
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G6	1	G10 | (G1 & G9)	2.8191	0.118391	20	0	3	1	5	0	0	0	0.555555555555556	1	20	0	3
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G7	1	G6 | G7 | G8	2.4275	0.359997	17	0	2	1	6	0	0	0	0.666666666666667	0.85	20	3	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G8	1	G1 & (G3 | G4)	2.6187	0.218828	18	0	3	0	6	0	0	0	0.666666666666667	0.9	20	2	3
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G9	1	G2 & G5 & G9	2.648	0.239483	19	0	2	0	7	0	0	0	0.777777777777778	0.95	20	1	2
10	size10_1	rules_SSD_size10_1_3	SSD	3	rules_by_gene.tsv	G10	1	G4 & G6 & G8	2.5686	0.318946	19	0	3	1	5	0	0	0	0.555555555555556	0.95	20	1	3
