rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
2	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
3	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
4	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
5	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
6	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
7	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
8	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
9	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
10	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
11	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
12	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
13	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
14	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
15	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
16	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
17	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
18	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
19	G25 & G33 & G65	17	3	0.0	G25, G33, G65	3	1	0.8483204732290826
20	G25 & G33 & G65 & G67	17	4	0.5	G25, G33, G65, G67	4	1	0.3317851120650984
21	G18 & G25 & G33	16	3	0.0	G18, G25, G33	3	1	0.9667921070300478
22	G25 & G33	16	2	0.0	G25, G33	2	1	1.0867161380692623
23	G25 & G33	16	2	0.0	G25, G33	2	1	1.0867161380692623
24	G25 & G33	16	2	0.0	G25, G33	2	1	1.0867161380692623
25	G25 & G33	16	2	0.0	G25, G33	2	1	1.0867161380692623
26	G25 & G33	16	2	0.0	G25, G33	2	1	1.0867161380692623
27	G33 & G98	15	2	0.0	G33, G98	2	1	1.1856400748280334
28	G25 & G65 & G76	14	3	0.0	G25, G65, G76	3	1	0.8176525229327192
29	G25 & G65	14	2	0.0	G25, G65	2	1	1.0896947978812506
30	G19 & G33	14	2	0.0	G19, G33	2	1	1.2079587629574076
31	G11 & G26	14	2	0.0	G11, G26	2	1	1.2273294524680955
32	G3 & G33	14	2	0.0	G3, G33	2	1	1.2284892658196853
33	G10 & G33	14	2	0.0	G10, G33	2	1	1.2422626328120714
34	G33 & G65	14	2	0.0	G33, G65	2	1	1.2527209675146382
35	G33 & G65	14	2	0.0	G33, G65	2	1	1.2527209675146382
36	G33 & G65	14	2	0.0	G33, G65	2	1	1.2527209675146382
37	G11 & G65	14	2	0.0	G11, G65	2	1	1.2950593054986421
38	G11 & G35	14	2	0.0	G11, G35	2	1	1.328129690350301
39	G11 & G25 & G33 & G35	14	4	0.5	G11, G25, G33, G35	4	1	0.49223109119973474
40	G33 & G71	13	2	0.0	G33, G71	2	1	1.2551954870087476
41	G18 & G25 & G41 & G75	13	4	0.5	G18, G25, G41, G75	4	1	0.42717270329332024
42	G30	13	1	0.5	G30	1	1	1.0586982245585774
43	G33	13	1	0.5	G33	1	1	1.1992307502227004
44	G25	11	1	0.5	G25	1	1	0.7108365406187745
45	G25	11	1	0.5	G25	1	1	0.7108365406187745
46	G65	11	1	0.5	G65	1	1	1.1298079484167851
47	G65	11	1	0.5	G65	1	1	1.1298079484167851
48	G65	11	1	0.5	G65	1	1	1.1298079484167851
49	G65	11	1	0.5	G65	1	1	1.1298079484167851
50	G31	8	1	0.5	G31	1	1	1.1397542808823669
