Dataset	Replicate	Method	File	Total_Genes	Unique_Patterns	Distinct_Patterns	Max_Frequency	Unique_Ratio
NA	NA	SSD	bin_SSD_marin_control.tsv	92	2	14	46	0.022
NA	NA	SSD	bin_SSD_marin_drought.tsv	92	3	11	51	0.033
NA	NA	WCSS	bin_WCSS_marin_control.tsv	92	2	14	45	0.022
NA	NA	WCSS	bin_WCSS_marin_drought.tsv	92	3	12	49	0.033
