rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition
1	PP2C5 | ~ABF3	3	2	0.0	ABF3, PP2C5	2	44
2	~ABF3 | (ABF4 & PP2C5)	3	3	0.0	ABF3, ABF4, PP2C5	3	44
3	~ZAT6 & (PP2C5 | ~MYB44)	3	3	0.0	MYB44, PP2C5, ZAT6	3	44
4	ABF4 | ~ABF3	3	2	0.0	ABF3, ABF4	2	44
5	~ABF3 | ~MYB44	3	2	0.0	ABF3, MYB44	2	44
6	~ABF3 | (ABF4 & PP2C5)	3	3	0.0	ABF3, ABF4, PP2C5	3	44
7	ABF4 | ~ABF3	3	2	0.0	ABF3, ABF4	2	44
8	~ABF3 | (ABF4 & PP2C5)	3	3	0.0	ABF3, ABF4, PP2C5	3	44
9	~ABF3 | ~MYB44	3	2	0.0	ABF3, MYB44	2	44
10	ABF4 | ~ABF3	3	2	0.0	ABF3, ABF4	2	44
11	~ABF3 | ~MYB44	3	2	0.0	ABF3, MYB44	2	44
12	~MYB44 | (ABF3 & PP2C5)	3	3	0.0	ABF3, MYB44, PP2C5	3	44
13	~ABF3 | (ABF4 & ~MYB44)	3	3	0.0	ABF3, ABF4, MYB44	3	44
14	ABF4 | ~ABF3	3	2	0.0	ABF3, ABF4	2	44
15	~MYB44	3	1	0.5	MYB44	1	44
16	~MYB44	3	1	0.5	MYB44	1	44
17	~MYB44	3	1	0.5	MYB44	1	44
18	~ABF3	3	1	0.5	ABF3	1	44
19	~ABF3	3	1	0.5	ABF3	1	44
20	~DREB2A | ~MYB44	2	2	0.0	DREB2A, MYB44	2	44
21	ABF3 | HB5 | PP2C5	2	3	0.0	ABF3, HB5, PP2C5	3	44
22	ABF4 | PP2C5	2	2	0.0	ABF4, PP2C5	2	44
23	ABCG31 | ~ABF4	2	2	0.0	ABCG31, ABF4	2	44
24	PP2C5	2	1	0.5	PP2C5	1	44
25	~FBH3	2	1	0.5	FBH3	1	44
26	~ABCG31 & ~PP2C5 & (~ABF3 | ~HB7)	2	4	0.5	ABCG31, ABF3, HB7, PP2C5	4	44
27	~ABF4	2	1	0.5	ABF4	1	44
28	~HB6	2	1	0.5	HB6	1	44
29	ABF4 | ~PP2C5	1	2	0.0	ABF4, PP2C5	2	44
30	MYB44 & ~HB5	1	2	0.0	HB5, MYB44	2	44
31	ZAT6 & (ABF3 | ABF4)	1	3	0.0	ABF3, ABF4, ZAT6	3	44
32	ABF3 | PP2C5	1	2	0.0	ABF3, PP2C5	2	44
33	~ABF4 & (ABF3 | PP2C5)	1	3	0.0	ABF3, ABF4, PP2C5	3	44
34	PP2C5 | (ABF3 & MYB44)	1	3	0.0	ABF3, MYB44, PP2C5	3	44
35	MYB44 | (HB5 & HB6)	1	3	0.0	HB5, HB6, MYB44	3	44
36	~HB5	1	1	0.5	HB5	1	44
37	ABF4	1	1	0.5	ABF4	1	44
38	False	1	1	0.5	False	1	44
39	~HB7	1	1	0.5	HB7	1	44
40	ABF3 & ~ABF4	0	2	0.0	ABF3, ABF4	2	44
41	HB6 & (ABF3 | MYB44)	0	3	0.0	ABF3, HB6, MYB44	3	44
42	ABF3 | ABF4	0	2	0.0	ABF3, ABF4	2	44
43	ABF3 | FBH3 | MYB44	0	3	0.0	ABF3, FBH3, MYB44	3	44
44	ABF3	0	1	0.5	ABF3	1	44
45	MYB44	0	1	0.5	MYB44	1	44
46	ABF3	0	1	0.5	ABF3	1	44
47	MYB44	0	1	0.5	MYB44	1	44
48	ABF3 | FBH3	0	2	0.0	ABF3, FBH3	2	44
49	ABF3	0	1	0.5	ABF3	1	44
50	MYB44	0	1	0.5	MYB44	1	44
