rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition
1	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
2	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
3	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
4	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
5	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
6	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
7	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
8	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
9	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
10	ZAT6 | ~MYB44	3	2	0.0	MYB44, ZAT6	2	26
11	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
12	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
13	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
14	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
15	~MYB44 & ~ZAT6	3	2	0.0	MYB44, ZAT6	2	26
16	~MYB44	3	1	0.5	MYB44	1	26
17	~MYB44	3	1	0.5	MYB44	1	26
18	~MYB44	3	1	0.5	MYB44	1	26
19	~MYB44	3	1	0.5	MYB44	1	26
20	~MYB44	3	1	0.5	MYB44	1	26
21	~MYB44	3	1	0.5	MYB44	1	26
22	~MYB44	3	1	0.5	MYB44	1	26
23	~MYB44	3	1	0.5	MYB44	1	26
24	~MYB44	3	1	0.5	MYB44	1	26
25	MYB44 | ~ABF4	2	2	0.0	ABF4, MYB44	2	26
26	MYB44 | ~ZAT6	2	2	0.0	MYB44, ZAT6	2	26
27	~ABA4 & ~MYB44 & ~ZAT6	2	3	0.0	ABA4, MYB44, ZAT6	3	26
28	ABA4 & ~MYB44	2	2	0.0	ABA4, MYB44	2	26
29	HB5	2	1	0.5	HB5	1	26
30	~ZAT6	2	1	0.5	ZAT6	1	26
31	True	2	1	0.5	True	1	26
32	~ZAT6	2	1	0.5	ZAT6	1	26
33	MYB44 & ~ABF3 & ~ZAT6	1	3	0.0	ABF3, MYB44, ZAT6	3	26
34	MYB44 & ZAT6	1	2	0.0	MYB44, ZAT6	2	26
35	ABA4 | MYB44	1	2	0.0	ABA4, MYB44	2	26
36	ZAT6	1	1	0.5	ZAT6	1	26
37	ZAT6	1	1	0.5	ZAT6	1	26
38	HB6	1	1	0.5	HB6	1	26
39	MYB44 | ZAT6	0	2	0.0	MYB44, ZAT6	2	26
40	MYB44 | ZAT6	0	2	0.0	MYB44, ZAT6	2	26
41	MYB44 | ZAT6	0	2	0.0	MYB44, ZAT6	2	26
42	MYB44	0	1	0.5	MYB44	1	26
43	MYB44	0	1	0.5	MYB44	1	26
44	MYB44	0	1	0.5	MYB44	1	26
45	MYB44	0	1	0.5	MYB44	1	26
46	MYB44	0	1	0.5	MYB44	1	26
47	MYB44	0	1	0.5	MYB44	1	26
48	ABF3	0	1	0.5	ABF3	1	26
49	MYB44	0	1	0.5	MYB44	1	26
50	MYB44	0	1	0.5	MYB44	1	26
