rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition
1	HB5 & (HB6 | MYB44)	3	3	0.0	HB5, HB6, MYB44	3	30
2	ABA4 | (CYP707A3 & FBH3)	3	3	0.0	ABA4, CYP707A3, FBH3	3	30
3	ABA4 | ABF3	3	2	0.0	ABA4, ABF3	2	30
4	HB5 & (HB6 | MYB44)	3	3	0.0	HB5, HB6, MYB44	3	30
5	ABA4 | (CYP707A3 & FBH3)	3	3	0.0	ABA4, CYP707A3, FBH3	3	30
6	ABA4	3	1	0.5	ABA4	1	30
7	HB5 & (HB6 | MYB44)	3	3	0.0	HB5, HB6, MYB44	3	30
8	HB6 | MYB44	3	2	0.0	HB6, MYB44	2	30
9	HB5 & (HB6 | MYB44)	3	3	0.0	HB5, HB6, MYB44	3	30
10	HB5 & (HB6 | MYB44)	3	3	0.0	HB5, HB6, MYB44	3	30
11	HB6 | MYB44	3	2	0.0	HB6, MYB44	2	30
12	HB6 | MYB44	3	2	0.0	HB6, MYB44	2	30
13	ABA4 & HB7	3	2	0.0	ABA4, HB7	2	30
14	HB6 | MYB44	3	2	0.0	HB6, MYB44	2	30
15	ABA4 | (HB6 & HB7)	3	3	0.0	ABA4, HB6, HB7	3	30
16	ABA4 & (CYP707A3 | HB7)	3	3	0.0	ABA4, CYP707A3, HB7	3	30
17	HB6	3	1	0.5	HB6	1	30
18	HB6	3	1	0.5	HB6	1	30
19	HB6 | MYB44	3	2	0.0	HB6, MYB44	2	30
20	ABA4 | ABF3	3	2	0.0	ABA4, ABF3	2	30
21	HB6	3	1	0.5	HB6	1	30
22	ABA4 | ABF3	3	2	0.0	ABA4, ABF3	2	30
23	HB6	3	1	0.5	HB6	1	30
24	ABA4	3	1	0.5	ABA4	1	30
25	ABA4	3	1	0.5	ABA4	1	30
26	ABA4 | (CYP707A3 & FBH3)	3	3	0.0	ABA4, CYP707A3, FBH3	3	30
27	ABA4 | FBH3	3	2	0.0	ABA4, FBH3	2	30
28	ABA4	3	1	0.5	ABA4	1	30
29	ABA4 & (ABF3 | CYP707A3)	2	3	0.0	ABA4, ABF3, CYP707A3	3	30
30	ABA4 & MYB44	2	2	0.0	ABA4, MYB44	2	30
31	MYB44	2	1	0.5	MYB44	1	30
32	HB6 & MYB44	2	2	0.0	HB6, MYB44	2	30
33	HB5 | MYB44	2	2	0.0	HB5, MYB44	2	30
34	HB5 & (CYP707A3 | HB7)	2	3	0.0	CYP707A3, HB5, HB7	3	30
35	HB6 & MYB44	2	2	0.0	HB6, MYB44	2	30
36	FBH3 | MYB44	2	2	0.0	FBH3, MYB44	2	30
37	HB5 | (HB6 & MYB44)	2	3	0.0	HB5, HB6, MYB44	3	30
38	ABA4 & (MYB44 | PP2C5 | ZAT6)	2	4	0.5	ABA4, MYB44, PP2C5, ZAT6	4	30
39	HB7	2	1	0.5	HB7	1	30
40	~ZAT6	2	1	0.5	ZAT6	1	30
41	MYB44	2	1	0.5	MYB44	1	30
42	ABCG31 & ABF3 & CYP707A3	1	3	0.0	ABCG31, ABF3, CYP707A3	3	30
43	ABA4 & FBH3	1	2	0.0	ABA4, FBH3	2	30
44	CYP707A3	1	1	0.5	CYP707A3	1	30
45	~HB5	1	1	0.5	HB5	1	30
46	(ABCG31 & ~ABF3) | (ABCG31 & ~FBH3) | (~ABF3 & ~CYP707A3) | (~CYP707A3 & ~FBH3)	1	4	0.5	ABCG31, ABF3, CYP707A3, FBH3	4	30
47	ABA4 & ABCG31 & CYP707A3 & HB7	1	4	0.5	ABA4, ABCG31, CYP707A3, HB7	4	30
48	(ABF4 | CYP707A3) & (ABF4 | HB7) & (CYP707A3 | FBH3) & (FBH3 | HB7)	1	4	0.5	ABF4, CYP707A3, FBH3, HB7	4	30
49	ABCG31 | FBH3	0	2	0.0	ABCG31, FBH3	2	30
50	PP2C5	0	1	0.5	PP2C5	1	30
