generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.32	4.76	1	18	0.370	0.0	1.0	1.3673	0.1903	2.2775
1	12.80	3.91	2	18	0.300	0.0	1.0	1.2765	0.1903	2.2775
2	13.58	4.26	1	18	0.220	0.0	0.5	1.2477	0.3506	2.2775
3	14.50	4.14	2	18	0.270	0.0	1.0	1.0185	0.1825	2.2775
4	12.96	5.46	1	18	0.210	0.0	0.5	1.0838	0.2125	2.2775
5	14.54	3.92	2	18	0.090	0.0	0.5	1.0172	0.2204	2.2775
6	13.86	4.63	1	18	0.090	0.0	0.5	1.0106	0.2191	2.2775
7	14.26	3.77	2	18	0.140	0.0	1.0	0.9468	0.0886	2.1274
8	14.94	3.79	1	18	0.080	0.0	0.5	0.9382	0.2678	2.2744
9	14.42	3.70	6	18	0.160	0.0	1.0	1.1366	0.1119	2.2746
10	14.66	3.30	7	18	0.120	0.0	0.5	1.1633	0.2204	2.2775
11	15.02	3.55	6	18	0.100	0.0	0.5	1.0844	0.2204	2.2775
12	14.44	3.66	4	18	0.090	0.0	0.5	1.1441	0.3002	2.2775
13	14.36	4.35	1	18	0.180	0.0	0.5	1.0651	0.3440	2.2769
14	14.82	3.45	7	18	0.150	0.0	1.0	0.9592	0.0895	2.2746
15	15.34	3.87	2	19	0.130	0.0	0.5	0.9654	0.2252	2.2746
16	15.26	3.14	7	19	0.150	0.0	1.0	0.9621	0.2252	2.2775
17	14.26	4.77	1	19	0.230	0.0	1.5	0.9241	0.0481	2.2744
18	15.54	3.69	6	19	0.280	0.0	1.0	0.9644	0.0481	2.2775
19	14.78	3.80	4	19	0.170	0.0	1.0	0.9558	0.0697	2.2769
20	15.16	3.91	2	19	0.240	0.0	1.0	0.9592	0.0609	2.2746
21	14.94	3.74	7	19	0.260	0.0	1.5	1.0100	0.0264	2.2746
22	15.82	3.28	7	19	0.240	0.0	0.5	0.8648	0.2204	2.2746
23	14.80	4.04	6	19	0.260	0.0	1.0	0.7693	0.0553	2.2744
24	14.88	3.41	9	19	0.240	0.0	0.5	0.9339	0.1711	2.2746
25	14.60	3.65	7	19	0.280	0.0	1.0	0.9158	0.0873	2.2746
26	15.14	3.94	2	19	0.310	0.0	1.0	0.9086	0.1401	2.2746
27	14.14	4.48	1	19	0.370	0.0	1.0	0.7169	0.0481	2.2775
28	14.86	3.90	7	19	0.230	0.0	0.5	0.7073	0.2204	2.2746
29	15.04	4.01	2	19	0.290	0.0	1.0	0.8772	0.0481	2.2746
30	15.26	4.12	1	19	0.270	0.0	1.0	0.8267	0.2204	2.2775
31	13.64	5.25	1	19	0.220	0.0	1.0	0.7964	0.0481	2.2775
32	14.46	5.03	1	19	0.120	0.0	0.5	0.7852	0.2204	2.2746
33	14.36	4.92	1	19	0.150	0.0	0.5	1.0383	0.2204	2.2775
34	14.80	4.94	1	19	0.160	0.0	0.5	0.9098	0.0946	2.2775
35	14.54	4.69	1	19	0.190	0.0	0.5	0.8630	0.2204	2.2746
36	14.98	4.36	2	19	0.160	0.0	0.5	0.8312	0.2204	2.2718
37	14.56	4.71	2	20	0.230	0.0	1.0	0.8048	0.1409	2.0925
38	14.32	4.63	2	20	0.160	0.0	0.5	0.8457	0.2204	2.2775
39	15.02	4.29	2	20	0.220	0.0	1.0	0.8194	0.0688	2.2746
40	15.64	3.98	2	20	0.230	0.0	1.0	0.7247	0.1409	2.2775
41	15.18	4.79	1	20	0.250	0.0	1.5	0.8086	0.0441	2.2746
42	15.58	4.51	1	20	0.210	0.0	1.5	0.6917	0.0441	2.2775
43	13.82	5.40	1	20	0.220	0.0	0.5	0.8780	0.2204	2.2775
44	13.08	6.33	1	20	0.270	0.0	1.0	0.7748	0.0472	2.2746
45	13.44	5.60	1	20	0.220	0.0	1.0	0.7528	0.1050	2.2775
46	11.56	6.27	1	20	0.290	0.0	1.5	0.8575	0.0776	2.2769
47	12.48	5.64	2	20	0.240	0.0	1.5	0.7900	0.1150	2.2775
48	13.42	5.55	1	20	0.250	0.0	1.5	0.7023	0.1150	2.2769
49	13.64	5.62	2	20	0.210	0.0	0.5	0.8293	0.2204	2.2769
50	13.44	5.63	1	20	0.270	0.0	1.5	0.8835	0.0441	2.2769
