generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.36	5.31	2	18	0.330	0.0	0.5	0.7124	0.0768	2.2388
1	13.52	4.36	2	18	0.340	0.0	1.0	0.6330	0.0614	1.9550
2	13.54	4.94	4	18	0.270	0.0	0.5	0.5079	0.0614	2.2022
3	13.42	4.72	2	18	0.210	0.0	1.0	0.5235	0.0535	1.9550
4	12.16	5.65	1	19	0.200	0.0	0.5	0.5553	0.0614	2.2388
5	14.14	4.28	5	19	0.180	0.0	0.5	0.4818	0.0780	1.7279
6	13.76	4.95	2	19	0.130	0.0	0.5	0.5385	0.1115	2.2022
7	16.00	3.75	4	19	0.090	0.0	0.5	0.4766	0.0920	2.2388
8	16.12	3.64	6	19	0.100	0.0	1.0	0.3357	0.0928	1.6659
9	15.60	4.74	2	19	0.150	0.0	1.0	0.3965	0.0942	1.7537
10	16.08	4.38	2	19	0.100	0.0	0.5	0.5549	0.1989	2.2022
11	16.16	4.50	2	19	0.140	0.0	0.5	0.4431	0.1179	1.7279
12	16.02	4.52	1	19	0.100	0.0	0.5	0.4488	0.1179	1.6659
13	16.18	3.71	8	19	0.150	0.0	0.5	0.4637	0.1934	1.7537
14	16.54	3.96	5	19	0.100	0.0	1.0	0.4146	0.1179	2.2388
15	16.52	4.05	2	19	0.150	0.0	0.5	0.4132	0.1317	1.7537
16	17.34	2.79	9	19	0.130	0.0	1.0	0.3503	0.0849	1.9550
17	16.26	3.80	8	19	0.140	0.0	1.0	0.4670	0.0849	2.2022
18	16.48	4.17	2	19	0.100	0.0	0.5	0.4287	0.1278	1.7851
19	17.20	3.35	4	19	0.160	0.0	0.5	0.4227	0.1278	1.7851
20	17.10	3.53	2	19	0.070	0.0	0.5	0.4164	0.1479	2.2022
21	17.78	2.66	9	19	0.070	0.0	0.5	0.3717	0.1983	1.7851
22	16.80	3.78	2	19	0.120	0.0	1.0	0.3525	0.1179	1.3758
23	16.46	3.92	7	19	0.120	0.0	1.0	0.4951	0.1034	2.2388
24	16.86	3.67	4	19	0.150	0.0	0.5	0.3892	0.1179	0.7917
25	17.46	3.05	8	19	0.100	0.0	0.5	0.3635	0.1629	2.1927
26	16.70	4.19	2	19	0.080	0.0	0.5	0.3993	0.1179	2.1927
27	17.34	3.01	8	19	0.120	0.0	1.0	0.4252	0.1989	1.6659
28	16.58	3.87	2	19	0.080	0.0	1.0	0.4765	0.1060	2.1927
29	17.58	2.78	6	19	0.140	0.0	1.0	0.3664	0.0649	1.6659
30	16.82	4.09	4	19	0.120	0.0	0.5	0.4190	0.1576	1.7279
31	17.18	3.54	2	19	0.130	0.0	0.5	0.4066	0.1014	1.7833
32	16.08	4.58	2	19	0.130	0.0	0.5	0.3974	0.1179	1.3758
33	15.86	4.19	4	19	0.090	0.0	0.5	0.4883	0.1113	2.1927
34	16.06	4.20	2	19	0.130	0.0	0.5	0.4733	0.0838	1.7833
35	17.12	3.13	9	19	0.120	0.0	0.5	0.4118	0.0785	1.7851
36	17.04	3.64	4	19	0.080	0.0	0.5	0.3410	0.1278	1.3758
37	16.78	3.84	2	19	0.090	0.0	0.5	0.3687	0.0833	2.1927
38	17.44	2.77	9	19	0.140	0.0	0.5	0.3636	0.1388	1.3758
39	17.14	3.66	2	19	0.140	0.0	1.0	0.3576	0.0774	1.3758
40	16.56	4.01	3	19	0.160	0.0	0.5	0.3880	0.0932	1.7279
41	16.46	4.11	2	19	0.140	0.0	1.0	0.4780	0.1278	1.9550
42	16.90	3.37	8	19	0.150	0.0	1.5	0.3992	0.0249	1.7851
43	16.26	4.51	2	19	0.090	0.0	0.5	0.4548	0.1628	2.1927
44	16.22	4.10	2	19	0.140	0.0	0.5	0.4927	0.1888	2.2022
45	16.88	3.46	4	19	0.070	0.0	1.0	0.3481	0.0897	1.3758
46	16.66	3.24	8	19	0.130	0.0	0.5	0.4771	0.0649	1.9550
47	16.70	3.23	8	19	0.100	0.0	0.5	0.4455	0.1576	2.2022
48	16.10	4.25	1	19	0.120	0.0	1.0	0.4458	0.1179	1.7851
49	15.86	3.96	6	19	0.180	0.0	1.0	0.5225	0.0763	1.7833
50	15.70	4.87	1	19	0.090	0.0	0.5	0.5102	0.1989	1.9550
