generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.52	5.00	2	19	0.410	0.0	1.0	0.7572	0.0763	1.9550
1	12.64	5.04	1	19	0.330	0.0	1.0	0.5323	0.0597	1.7851
2	12.78	5.75	2	19	0.290	0.0	1.0	0.4831	0.0774	1.9550
3	14.32	5.30	2	19	0.220	0.0	0.5	0.5226	0.0774	1.7851
4	14.94	4.89	2	19	0.140	0.0	0.5	0.4522	0.1179	2.2388
5	15.12	4.87	2	19	0.150	0.0	0.5	0.5180	0.0774	1.7279
6	15.68	4.62	2	19	0.150	0.0	0.5	0.3682	0.0817	1.3758
7	16.48	4.19	4	19	0.120	0.0	0.5	0.3417	0.1014	1.3758
8	15.86	4.53	2	19	0.120	0.0	1.5	0.4266	0.0640	2.2022
9	15.20	4.70	2	19	0.100	0.0	1.0	0.3360	0.1032	1.9550
10	14.50	5.46	2	19	0.160	0.0	0.5	0.4037	0.0780	2.1927
11	15.00	4.85	2	19	0.150	0.0	0.5	0.3724	0.0907	1.7851
12	14.18	5.59	2	19	0.150	0.0	1.0	0.3630	0.0707	2.1927
13	13.52	6.22	2	19	0.160	0.0	0.5	0.3210	0.1014	0.5906
14	14.30	4.75	2	19	0.170	0.0	0.5	0.4758	0.1014	1.9550
15	15.46	4.88	2	19	0.150	0.0	0.5	0.4121	0.1179	2.1927
16	14.84	5.26	2	19	0.150	0.0	1.0	0.4034	0.0622	1.7279
17	14.82	5.52	2	19	0.150	0.0	0.5	0.4242	0.1184	1.9550
18	13.96	5.62	1	19	0.140	0.0	0.5	0.3844	0.0910	1.7279
19	14.58	5.13	2	19	0.160	0.0	1.0	0.3503	0.0707	1.7279
20	15.30	4.81	4	19	0.180	0.0	1.0	0.3054	0.0515	0.5906
21	15.14	4.78	4	19	0.060	0.0	0.5	0.3482	0.1179	0.8987
22	15.02	5.23	2	19	0.080	0.0	0.5	0.3163	0.1014	0.9515
23	13.34	5.40	2	19	0.140	0.0	1.0	0.3734	0.0745	1.7537
24	15.06	4.95	2	19	0.110	0.0	0.5	0.3418	0.1014	0.5677
25	14.88	5.70	2	19	0.140	0.0	1.0	0.3300	0.0382	1.3758
26	14.92	4.96	4	19	0.120	0.0	1.0	0.3096	0.0841	0.5900
27	14.02	5.32	4	19	0.090	0.0	0.5	0.3660	0.0774	2.2022
28	15.02	4.24	4	19	0.120	0.0	0.5	0.3538	0.0774	1.7279
29	14.78	4.86	4	19	0.180	0.0	0.5	0.3780	0.0550	2.1927
30	14.78	4.94	2	19	0.130	0.0	0.5	0.3841	0.0829	1.7851
31	14.86	5.13	2	19	0.170	0.0	0.5	0.3483	0.1179	1.9550
32	14.32	5.06	4	19	0.100	0.0	0.5	0.3528	0.1014	1.9550
33	15.24	4.94	4	19	0.140	0.0	0.5	0.4028	0.0910	1.7279
34	14.64	4.59	7	19	0.140	0.0	0.5	0.4209	0.0829	2.1927
35	13.86	5.85	2	19	0.140	0.0	0.5	0.4289	0.0774	1.7279
36	14.30	5.35	2	19	0.150	0.0	0.5	0.4519	0.1014	1.7279
37	14.22	5.83	2	19	0.150	0.0	0.5	0.4525	0.1179	1.7537
38	14.72	5.53	2	19	0.170	0.0	0.5	0.4785	0.0774	1.9550
39	14.92	4.71	2	19	0.160	0.0	0.5	0.5330	0.0774	1.9550
40	15.54	4.61	2	19	0.180	0.0	0.5	0.5631	0.0774	2.2388
41	13.78	6.41	2	19	0.140	0.0	0.5	0.4235	0.0774	2.2022
42	13.92	4.89	4	19	0.160	0.0	0.5	0.5912	0.1014	1.9550
43	14.28	5.60	2	19	0.130	0.0	0.5	0.4249	0.1179	1.7279
44	15.34	5.18	2	19	0.130	0.0	0.5	0.4839	0.1179	2.1927
45	15.80	4.69	2	19	0.190	0.0	0.5	0.4547	0.0774	1.7537
46	14.40	5.58	2	19	0.160	0.0	0.5	0.4957	0.0841	2.1927
47	14.78	5.58	2	19	0.230	0.0	0.5	0.5640	0.1179	2.2388
48	15.24	5.16	2	19	0.160	0.0	0.5	0.4971	0.1179	1.9550
49	14.16	5.77	2	19	0.120	0.0	0.5	0.4592	0.1007	1.7833
50	14.40	4.93	2	19	0.070	0.0	0.5	0.3984	0.1179	1.7537
