generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.40	4.78	2	18	0.360	0.0	0.5	0.7902	0.2055	1.9550
1	14.58	3.96	4	19	0.310	0.0	0.5	0.6249	0.2010	2.2022
2	13.44	4.99	1	19	0.290	0.0	0.5	0.6172	0.1161	1.9550
3	13.74	5.23	2	19	0.270	0.0	1.0	0.5393	0.1173	1.7851
4	13.08	5.50	2	19	0.210	0.0	1.0	0.5116	0.1142	1.9550
5	14.44	4.47	4	19	0.150	0.0	0.5	0.5989	0.2504	1.7851
6	14.38	5.49	2	19	0.160	0.0	0.5	0.5322	0.2004	2.2388
7	16.22	4.46	1	19	0.150	0.0	0.5	0.4750	0.1757	2.1927
8	16.02	4.72	2	19	0.170	0.0	0.5	0.4651	0.1757	1.7279
9	16.92	3.62	2	19	0.210	0.0	1.0	0.4867	0.0723	2.2022
10	16.84	3.96	2	19	0.150	0.0	0.5	0.4258	0.1014	1.7279
11	15.86	4.71	2	19	0.150	0.0	1.0	0.4269	0.2358	1.9550
12	16.54	3.44	8	19	0.120	0.0	0.5	0.4589	0.1263	1.7851
13	16.52	3.68	7	19	0.140	0.0	1.0	0.4551	0.1806	1.7851
14	16.70	4.60	2	19	0.130	0.0	1.0	0.4405	0.1220	1.9550
15	17.80	2.49	10	19	0.070	0.0	0.5	0.3707	0.0614	1.9550
16	16.44	4.07	2	19	0.100	0.0	1.0	0.4349	0.1989	2.2022
17	17.08	3.75	4	19	0.140	0.0	1.0	0.3190	0.0618	1.3758
18	16.28	4.00	6	19	0.150	0.0	1.0	0.4172	0.0618	1.7851
19	16.94	3.29	8	19	0.110	0.0	1.0	0.3439	0.1431	1.3758
20	16.38	3.70	4	19	0.140	0.0	1.0	0.3366	0.0816	1.3758
21	16.30	3.71	8	19	0.170	0.0	1.0	0.3848	0.0816	1.9550
22	17.64	3.17	2	19	0.090	0.0	1.0	0.2799	0.0763	0.8987
23	16.84	3.61	4	19	0.120	0.0	1.0	0.3987	0.0816	2.2022
24	17.00	3.28	9	19	0.180	0.0	1.0	0.3609	0.0618	2.2432
25	16.70	3.65	4	19	0.160	0.0	1.0	0.3670	0.0816	2.1927
26	16.64	3.79	4	19	0.150	0.0	1.0	0.3676	0.0763	1.9550
27	16.68	3.79	7	19	0.140	0.0	1.0	0.3777	0.0618	1.7833
28	16.88	3.90	2	19	0.150	0.0	1.0	0.3527	0.0618	2.2022
29	17.06	3.54	7	19	0.180	0.0	1.5	0.3428	0.0256	1.7279
30	17.86	2.85	8	19	0.060	0.0	1.0	0.2872	0.1113	1.3758
31	16.92	4.11	1	19	0.150	0.0	1.5	0.3186	0.0605	1.3758
32	16.40	4.26	2	19	0.200	0.0	1.5	0.3186	0.0605	2.2022
33	16.68	3.23	9	19	0.110	0.0	1.0	0.3894	0.0816	2.2022
34	17.56	3.14	2	19	0.080	0.0	1.0	0.3048	0.0763	2.2022
35	17.32	3.48	1	19	0.120	0.0	1.0	0.2824	0.1948	1.3758
36	16.22	4.07	2	19	0.120	0.0	0.5	0.4568	0.0618	2.2022
37	17.46	2.93	8	19	0.120	0.0	1.0	0.3615	0.0816	2.2432
38	17.02	3.70	4	19	0.070	0.0	0.5	0.3914	0.1989	2.2022
39	16.96	3.21	8	19	0.130	0.0	1.5	0.4008	0.0486	2.2022
40	15.44	4.93	4	19	0.180	0.0	1.0	0.4272	0.0691	2.2022
41	17.54	2.87	9	19	0.110	0.0	1.0	0.3007	0.1203	1.3758
42	16.96	3.17	8	19	0.070	0.0	0.5	0.4036	0.0763	2.2022
43	17.28	3.07	9	19	0.150	0.0	1.0	0.4011	0.0816	2.2432
44	16.60	3.43	8	19	0.100	0.0	1.0	0.3757	0.0816	2.2432
45	16.56	3.93	2	19	0.110	0.0	1.0	0.4438	0.0816	2.2022
46	16.66	4.51	1	19	0.160	0.0	0.5	0.3619	0.1016	1.9550
47	17.50	2.97	9	19	0.090	0.0	1.0	0.4041	0.0816	1.6659
48	16.96	3.36	8	19	0.070	0.0	0.5	0.3702	0.1450	1.3758
49	15.94	4.26	5	19	0.120	0.0	1.0	0.3345	0.0763	1.9550
50	17.50	3.13	7	19	0.070	0.0	1.0	0.2925	0.0763	2.1927
