generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.30	5.28	2	18	0.340	0.0	1.0	1.4200	0.5457	2.0421
1	11.78	6.00	2	18	0.280	0.0	0.5	1.5168	0.5457	2.2694
2	13.96	4.95	2	18	0.240	0.0	0.5	1.4709	0.5457	2.2694
3	15.22	4.67	2	18	0.120	0.0	0.5	1.2868	0.4783	2.2694
4	14.82	4.11	2	19	0.140	0.0	1.0	1.3389	0.3656	2.1259
5	13.16	5.91	2	19	0.200	0.0	1.0	1.3577	0.5457	2.2694
6	15.70	4.27	2	19	0.110	0.0	0.5	1.2972	0.5457	2.2694
7	15.40	4.69	2	19	0.170	0.0	1.0	1.1730	0.2061	2.2694
8	14.02	6.40	2	19	0.190	0.0	0.5	1.2821	0.5457	2.2694
9	13.00	6.64	1	19	0.200	0.0	0.5	1.2808	0.0624	2.2694
10	13.54	5.98	1	19	0.180	0.0	0.5	1.3802	0.5457	2.2694
11	13.84	5.46	2	19	0.190	0.0	0.5	1.4089	0.5457	2.2694
12	12.10	6.18	2	19	0.190	0.0	0.5	1.4435	0.6338	2.2694
13	13.32	6.05	2	19	0.220	0.0	1.0	1.3829	0.2656	2.2694
14	12.88	6.08	1	19	0.140	0.0	0.5	1.4083	0.6338	2.2694
15	13.96	5.94	1	19	0.230	0.0	1.0	1.3847	0.2480	2.2694
16	14.94	4.86	2	19	0.160	0.0	0.5	1.3179	0.6338	2.2694
17	12.76	5.89	2	19	0.150	0.0	1.0	1.1449	0.6338	1.8930
18	14.50	5.32	2	19	0.200	0.0	0.5	1.2739	0.6338	2.1454
19	14.22	5.27	2	19	0.140	0.0	0.5	1.2534	0.5036	2.2694
20	14.62	5.82	2	19	0.200	0.0	1.0	1.3084	0.5231	2.2694
21	14.22	5.84	2	19	0.120	0.0	0.5	1.2356	0.6338	2.2694
22	13.24	6.34	2	19	0.200	0.0	0.5	1.2065	0.2061	2.2694
23	14.56	5.06	2	19	0.160	0.0	0.5	1.1814	0.6338	2.2694
24	13.82	5.92	1	19	0.140	0.0	0.5	1.1807	0.5214	2.2694
25	14.38	5.62	2	19	0.150	0.0	0.5	1.1937	0.6096	2.2694
26	15.22	4.78	2	19	0.150	0.0	0.5	1.2191	0.6338	2.2277
27	14.30	6.00	2	19	0.160	0.0	0.5	1.2279	0.5214	2.2694
28	15.62	4.37	2	19	0.140	0.0	1.0	1.2026	0.6124	2.2694
29	13.40	5.82	1	19	0.200	0.0	0.5	1.2644	0.6338	2.2694
30	15.54	4.96	1	19	0.150	0.0	0.5	1.2069	0.6338	2.2694
31	16.04	4.25	2	19	0.120	0.0	0.5	1.2336	0.6338	2.2694
32	13.54	6.70	1	19	0.180	0.0	0.5	1.2423	0.5424	2.2694
33	14.96	4.64	2	19	0.180	0.0	0.5	1.2178	0.5671	2.2694
34	14.36	5.61	2	19	0.110	0.0	0.5	1.2802	0.6338	2.2694
35	13.68	5.21	2	19	0.150	0.0	0.5	1.1180	0.6173	2.1454
36	13.40	5.62	2	19	0.120	0.0	1.0	1.0998	0.6173	2.2694
37	14.14	5.90	2	19	0.180	0.0	1.0	1.2368	0.5424	2.2694
38	14.84	5.19	2	19	0.100	0.0	0.5	1.2203	0.6338	2.2694
39	15.02	5.39	2	19	0.150	0.0	0.5	1.1831	0.6096	2.2694
40	15.40	4.90	2	19	0.130	0.0	0.5	1.1604	0.6338	2.2694
41	14.30	5.74	2	19	0.150	0.0	0.5	1.2404	0.6338	2.2694
42	13.94	6.37	2	19	0.120	0.0	0.5	1.1644	0.6338	2.2694
43	14.10	6.03	2	19	0.150	0.0	0.5	1.2604	0.6338	2.2694
44	14.32	5.67	2	19	0.120	0.0	0.5	1.1636	0.6338	2.2694
45	14.46	5.70	2	19	0.100	0.0	1.0	1.0949	0.6338	2.2694
46	13.76	6.22	2	19	0.150	0.0	0.5	1.1975	0.5214	2.2694
47	15.88	4.03	2	19	0.130	0.0	1.0	1.1216	0.6338	2.2277
48	14.04	6.00	2	19	0.180	0.0	0.5	1.2541	0.6338	2.2694
49	15.00	5.50	2	19	0.130	0.0	0.5	1.1839	0.6338	2.2694
50	15.04	5.29	2	19	0.090	0.0	0.5	1.0562	0.6338	2.2694
