generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.46	3.75	2	18	0.380	0.0	1.0	1.4635	0.1210	2.8129
1	13.70	4.14	2	18	0.370	0.0	1.0	1.3085	0.1210	2.8129
2	14.58	4.33	5	18	0.370	0.0	0.5	0.9789	0.3617	2.6724
3	14.82	3.98	5	18	0.340	0.0	1.0	0.9599	0.2132	2.9266
4	14.96	4.40	2	18	0.390	0.0	1.0	0.8930	0.1782	2.6724
5	15.00	3.98	5	18	0.270	0.0	1.0	0.8540	0.1444	2.5493
6	15.62	3.74	2	18	0.170	0.0	0.5	0.8035	0.2851	2.3164
7	15.16	3.72	6	18	0.200	0.0	0.5	0.8114	0.0743	2.5493
8	14.46	4.56	2	18	0.160	0.0	1.0	0.8043	0.1042	2.8129
9	13.36	4.53	2	18	0.190	0.0	1.5	0.7122	0.2851	2.6724
10	14.04	4.18	6	18	0.150	0.0	0.5	0.8623	0.1444	2.6724
11	14.36	4.23	2	18	0.190	0.0	1.0	0.8477	0.2851	2.8129
12	14.58	3.74	6	18	0.120	0.0	0.5	0.7286	0.2766	2.5203
13	14.88	4.17	2	18	0.160	0.0	1.0	0.7608	0.1444	2.8129
14	15.10	4.23	2	18	0.110	0.0	0.5	0.6598	0.2401	2.9266
15	15.70	3.56	8	18	0.210	0.0	0.5	0.8893	0.1444	2.8129
16	14.06	4.23	3	18	0.110	0.0	0.5	0.9265	0.2429	2.8129
17	14.96	3.89	6	18	0.120	0.0	0.5	0.6904	0.2428	2.6724
18	14.88	4.20	2	18	0.170	0.0	0.5	0.6271	0.1552	2.2710
19	16.04	3.12	9	18	0.210	0.0	1.0	0.7074	0.1210	2.8129
20	16.56	3.42	2	18	0.150	0.0	0.5	0.6094	0.2851	2.1087
21	15.82	3.79	2	18	0.210	0.0	1.5	0.6334	0.0932	2.8129
22	15.74	3.86	6	18	0.210	0.0	1.0	0.6695	0.1371	1.7965
23	15.04	4.26	2	18	0.160	0.0	1.0	0.7943	0.1371	2.8129
24	15.68	4.02	2	18	0.180	0.0	1.0	0.7398	0.1371	2.8129
25	15.34	3.48	6	18	0.250	0.0	1.5	0.6680	0.0961	2.6724
26	16.74	2.57	9	18	0.250	0.0	1.0	0.7074	0.1371	2.8129
27	16.28	2.96	9	18	0.220	0.0	0.5	0.6877	0.2851	2.8129
28	16.20	3.20	6	18	0.200	0.0	1.0	0.5828	0.1985	2.0470
29	15.06	3.76	9	18	0.230	0.0	1.5	0.6967	0.0961	2.6724
30	14.86	4.27	2	18	0.160	0.0	1.5	0.5857	0.0739	1.7767
31	16.24	3.44	2	18	0.230	0.0	1.0	0.6292	0.1800	2.8129
32	15.72	4.11	2	18	0.200	0.0	1.5	0.6598	0.0655	2.0496
33	15.86	3.97	2	18	0.190	0.0	1.0	0.5649	0.1371	0.9010
34	15.64	3.94	2	18	0.170	0.0	1.0	0.5829	0.1371	1.7965
35	15.80	3.67	2	18	0.170	0.0	1.0	0.6354	0.1371	2.5024
36	15.44	3.69	2	18	0.180	0.0	1.0	0.5951	0.1371	2.6724
37	15.18	4.08	2	18	0.190	0.0	1.5	0.5900	0.0932	2.0496
38	15.18	4.20	2	18	0.150	0.0	0.5	0.7775	0.2271	2.6724
39	15.80	3.57	2	18	0.220	0.0	1.0	0.7280	0.1371	2.5490
40	15.96	3.77	2	18	0.210	0.0	1.0	0.6281	0.1371	2.6724
41	15.04	4.47	2	18	0.180	0.0	0.5	0.6407	0.2401	2.1087
42	15.28	4.24	2	18	0.170	0.0	0.5	0.6827	0.2401	2.8129
43	15.14	4.27	2	18	0.220	0.0	1.0	0.7196	0.2169	2.6724
44	15.70	3.45	5	18	0.200	0.0	1.0	0.6840	0.1371	2.8129
45	16.34	3.00	9	18	0.140	0.0	1.0	0.6050	0.2271	2.6724
46	15.44	3.70	3	18	0.270	0.0	1.0	0.7491	0.1371	2.8129
47	14.56	4.74	2	18	0.180	0.0	1.5	0.6747	0.2401	2.6724
48	14.36	4.07	2	18	0.190	0.0	1.0	0.8401	0.1371	2.8129
49	14.78	4.38	2	18	0.200	0.0	1.0	0.6500	0.1371	2.9266
50	15.24	3.55	9	18	0.150	0.0	1.0	0.6773	0.2401	2.8129
