Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G94 & ~G85	20	2	0.479991	2.4575
G1	2	G94	19	1	0.605866	1.7816
G1	3	~G85	19	1	0.721844	1.6657
G2	1	G23 | G65 | G82	19	3	0.339243	2.5483
G2	2	G18 | G23 | G82	19	3	0.401329	2.4862
G2	3	G14 | G18 | G23	18	3	0.606887	2.2306
G2	4	G14 | G18 | G23 | G94	18	4	0.295341	2.0422
G2	5	G14 | G23	18	2	1.010391	1.8375
G3	1	G29 & (~G39 | ~G55)	17	3	0.600218	2.1873
G3	2	G23 & (~G2 | ~G55)	16	3	0.857008	1.8805
G3	3	G23 & (~G55 | ~G71)	16	3	0.926014	1.8115
G4	1	G41 | (G24 & G65)	20	3	0.113400	2.8241
G4	2	G41 & (G24 | G65)	20	3	0.113400	2.8241
G4	3	G41	20	1	0.106375	2.3311
G4	4	G41 & (G46 | G60 | G65)	19	4	0.129279	2.2582
G4	5	G41 | (G29 & G46 & G99) | (G29 & G60 & G99)	20	5	0.080493	1.9195
G4	6	G24	20	1	0.548759	1.8887
G5	1	G85 & G86 & ~G80	18	3	0.192257	2.6452
G5	2	G86 & ~G80	18	2	0.508326	2.3292
G5	3	G85 & ~G80	18	2	0.539582	2.2979
G5	4	G85 & (G45 | G86) & (G80 | G86)	18	4	0.083836	2.2537
G5	5	G85 & G86	18	2	0.687552	2.1499
G5	6	G86	17	1	0.420507	1.8670
G5	7	G85	18	1	0.665079	1.6724
G6	1	G61 & (G38 | G66)	18	3	0.260773	2.5767
G6	2	G61 & (G11 | G66)	19	3	0.360064	2.5274
G6	3	G61 & (G12 | G66) & (G66 | G84)	18	4	0.325955	2.0115
G7	1	G51 | (G27 & G85)	18	3	0.376556	2.4609
G7	2	G27 & (G51 | G85)	18	3	0.376556	2.4609
G7	3	G51 | (G13 & G85)	18	3	0.547082	2.2904
G7	4	G13 | G51	18	2	0.602247	2.2353
G7	5	G51 | G78	18	2	0.799035	2.0385
G7	6	G51	17	1	0.618061	1.6694
G8	1	G32 & G80 & ~G50	19	3	0.244657	2.6428
G8	2	G58 & ~G50	19	2	0.773233	2.1143
G8	3	G80 & ~G50	19	2	0.823327	2.0642
G9	1	G100 & G33 & G71	17	3	1.032543	1.7875
G9	2	G100 & G71	16	2	1.748516	1.7375
G10	1	G47 & G48 & ~G9	19	3	0.346910	2.5406
G10	2	G100 & G5 & G76	18	3	0.330157	2.5073
G10	3	G47 & G76	18	2	0.514921	2.3226
G10	4	G100 & G21 & G47 & ~G9	18	4	0.192020	2.1455
G11	1	G31 | (G25 & G99)	17	3	0.662399	2.1251
G11	2	G31 | G6	16	2	0.688702	2.0488
G11	3	G31	16	1	0.662399	1.5751
G12	1	G94 & (G23 | G56)	20	3	0.201433	2.7361
G12	2	G56 & (G23 | G94)	20	3	0.201433	2.7361
G12	3	G94 & (G23 | ~G24)	20	3	0.333935	2.6036
G12	4	G56 & G94	20	2	0.600157	2.3373
G12	5	G76 & G94	19	2	0.607475	2.2800
G12	6	G94	19	1	0.546079	1.8414
G12	7	G56	19	1	0.747538	1.6400
G13	1	G4 & G40 & G64	19	3	0.165829	2.7217
G13	2	G40 & G64	19	2	0.247553	2.6399
G13	3	G63 & G64 & G73	20	3	0.299338	2.6382
G13	4	G4 & G63 & G64	20	3	0.411226	2.5263
G13	5	G13 & G40	19	2	0.391746	2.4958
G14	1	G73 | (G75 & G86)	18	3	0.142383	2.6951
G14	2	G73 | (G58 & G86)	18	3	0.157653	2.6798
G14	3	G73 | (G75 & G8)	18	3	0.513716	2.3238
G14	4	G73 | G75	18	2	0.524400	2.3131
G14	5	G55 | G73	18	2	0.529265	2.3082
G14	6	G73 | (G55 & G75) | (G75 & G86)	18	4	0.118847	2.2187
G14	7	G73 & (~G58 | ~G85 | ~G86)	18	4	0.125964	2.2115
G14	8	G73 | (G23 & G55) | (G55 & G58)	19	4	0.345677	2.0418
G14	9	G73	18	1	0.370756	1.9667
