generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.26	3.79	3	17	0.360	0.0	0.5	0.8843	0.2488	1.0557
1	12.82	3.86	4	18	0.300	0.0	1.0	0.8600	0.1468	1.0356
2	13.30	4.11	4	18	0.230	0.0	1.0	0.8545	0.1468	1.0557
3	14.18	3.86	3	18	0.200	0.0	1.0	0.8954	0.1468	1.0557
4	15.72	2.76	6	18	0.220	0.0	1.0	0.7866	0.1468	1.0509
5	15.76	3.63	3	18	0.260	0.0	1.5	0.7688	0.0939	1.0555
6	16.22	2.48	5	18	0.100	0.0	1.0	0.8272	0.1745	1.0386
7	16.36	2.17	9	18	0.140	0.0	1.0	0.7587	0.1200	1.0509
8	16.24	2.36	6	18	0.140	0.0	1.0	0.7039	0.1200	1.0507
9	16.18	2.36	6	18	0.190	0.0	1.0	0.6933	0.1405	1.0378
10	16.02	2.66	3	19	0.140	0.0	1.0	0.6701	0.1405	1.0226
11	16.32	2.28	7	19	0.170	0.0	1.0	0.7175	0.2013	1.0577
12	16.28	2.30	9	19	0.090	0.0	0.5	0.7361	0.2013	1.0499
13	16.08	3.08	5	19	0.120	0.0	1.0	0.7305	0.2135	1.0553
14	15.94	3.97	3	19	0.170	0.0	1.5	0.6800	0.0437	1.0415
15	15.36	3.64	3	19	0.160	0.0	1.0	0.7433	0.1054	1.0547
16	15.74	4.09	6	19	0.110	0.0	0.5	0.7530	0.2019	1.0386
17	15.98	3.94	4	19	0.060	0.0	0.5	0.7156	0.3098	1.0114
18	15.62	3.33	9	19	0.170	0.0	0.5	0.7387	0.2677	1.0578
19	15.90	3.86	5	19	0.120	0.0	1.0	0.7090	0.2073	1.0441
20	15.88	3.33	6	19	0.160	0.0	1.0	0.7144	0.0938	1.0439
21	15.66	3.86	5	19	0.100	0.0	1.0	0.7078	0.3098	1.0499
22	16.10	3.41	5	19	0.070	0.0	0.5	0.6551	0.2035	1.0500
23	16.28	3.09	3	19	0.080	0.0	0.5	0.6208	0.3098	1.0556
24	16.76	1.92	12	19	0.070	0.0	0.5	0.5759	0.1793	1.0034
25	15.58	3.91	5	19	0.140	0.0	1.5	0.6057	0.1793	0.9759
26	16.50	2.56	8	19	0.110	0.0	1.5	0.5946	0.1987	1.0553
27	15.38	3.69	3	19	0.120	0.0	0.5	0.6627	0.3098	1.0502
28	15.92	3.55	5	19	0.140	0.0	1.0	0.6519	0.1574	1.0499
29	16.50	2.62	9	19	0.120	0.0	1.0	0.6223	0.3098	0.9759
30	16.56	2.94	5	19	0.160	0.0	1.0	0.6160	0.1630	1.0309
31	16.70	2.13	10	19	0.120	0.0	1.0	0.6262	0.1293	1.0158
32	16.26	2.81	8	20	0.090	0.0	0.5	0.6379	0.1986	1.0034
33	16.88	2.41	9	20	0.110	0.0	0.5	0.5778	0.1108	1.0364
34	16.64	2.74	8	20	0.150	0.0	1.0	0.5526	0.0922	1.0499
35	16.08	3.53	3	20	0.080	0.0	0.5	0.7008	0.3098	1.0499
36	16.38	3.29	3	20	0.130	0.0	1.0	0.6649	0.3098	1.0418
37	15.60	3.85	6	20	0.110	0.0	0.5	0.6830	0.3098	1.0304
38	15.06	4.21	3	20	0.120	0.0	0.5	0.7605	0.4290	1.0553
39	16.64	3.42	6	20	0.100	0.0	1.5	0.7169	0.3058	1.0553
40	15.92	3.90	5	20	0.090	0.0	0.5	0.7735	0.4844	1.0553
41	16.26	3.99	3	20	0.090	0.0	1.0	0.7536	0.1925	1.0553
42	15.56	3.82	7	20	0.120	0.0	0.5	0.7527	0.1882	1.0553
43	15.94	3.60	8	20	0.080	0.0	0.5	0.7536	0.3799	1.0553
44	15.94	3.63	9	20	0.170	0.0	1.5	0.7312	0.2808	1.0553
45	15.62	4.13	6	20	0.130	0.0	1.0	0.7417	0.1079	1.0553
46	16.28	3.91	6	20	0.140	0.0	1.0	0.7230	0.0594	1.0553
47	15.88	4.03	8	20	0.160	0.0	0.5	0.7153	0.0873	1.0577
48	16.00	4.21	6	20	0.100	0.0	0.5	0.7391	0.5453	1.0553
49	15.96	3.94	5	20	0.090	0.0	0.5	0.7461	0.4621	1.0499
50	16.16	3.78	8	20	0.100	0.0	1.0	0.7369	0.2677	1.0532
