Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G2 | (G6 & G8)	15	3	0.489246	2.1983
G1	2	G2 | G6 | G8	14	3	0.489246	2.1483
G1	3	G2 | G6 | ~G7	15	3	0.542281	2.1452
G1	4	G2 | (G3 & G8)	14	3	0.497316	2.1402
G1	5	G2 | (G8 & ~G5)	15	3	0.549422	2.1381
G1	6	~G10 | (G8 & ~G7)	15	3	0.689797	1.9977
G1	7	G2 | G3 | G4 | G8	14	4	0.169746	1.9678
G1	8	G2 | G8 | (G3 & G4)	14	4	0.169746	1.9678
G1	9	~G10 | ~G7 | ~G8	14	3	0.689797	1.9477
G1	10	G2 | G6 | ~G10	15	3	0.784639	1.9029
G1	11	G2 | G3 | G6 | ~G7	14	4	0.235240	1.9023
G1	12	G2 | G4 | G6	15	3	0.839925	1.8476
G1	13	G2 | G3 | G5 | G8	14	4	0.302431	1.8351
G1	14	G2 | G3 | G6	14	3	0.803727	1.8338
G1	15	G2 | G3	14	2	0.809530	1.8280
G1	16	G2 | G6	15	2	0.926821	1.7607
G1	17	G6 | ~G8	14	2	0.908606	1.7289
G1	18	~G1 | ~G5	15	2	1.081977	1.6875
G1	19	G2 | G4 | ~G10	14	3	0.964051	1.6734
G1	20	G4 | ~G5	14	2	0.987039	1.6505
G1	21	G2 | G8 | (G4 & G9)	14	4	0.491288	1.6462
G1	22	G2 | (G4 & G8) | (G8 & G9)	14	4	0.491288	1.6462
G1	23	G2 | G4 | (G8 & G9)	14	4	0.491288	1.6462
G1	24	G2 | G8	14	2	1.011580	1.6375
G1	25	G2 | G4	14	2	1.017921	1.6375
G1	26	G2 | (G1 & G6) | (G4 & G6)	14	4	0.534299	1.6032
G1	27	G2 | G8 | (G3 & G5)	14	4	0.583830	1.5537
G1	28	G2 | ~G5 | (~G4 & ~G8)	14	4	0.693599	1.4439
G1	29	G2 | G4 | (G6 & G8)	15	4	0.839087	1.3484
G1	30	~G5	14	1	0.947231	1.1903
