Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G1	1	G2 | ~G1 | ~G5	1.9569	0.730592	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G1	2	~G5 | (~G1 & ~G2)	1.9569	0.730592	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G2	1	G2 & (G4 | G9)	2.2653	0.622195	19	0	2	2	5	0	0	0	0.555555555555556	0.95	20	1	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G3	1	G10 & (G3 | G7)	2.6713	0.166164	18	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G4	1	G5 | (G1 & G6)	2.5541	0.23342	17	0	3	2	4	0	0	0	0.444444444444444	0.85	20	3	3
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G5	1	G1 & G8 & G9	2.1754	0.662142	18	1	2	3	3	0.333333333333333	0.25	0.285714285714286	0.444444444444444	0.9	20	2	3
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G6	1	~G7 & (G1 | G6)	2.6042	0.33331	20	1	1	1	6	0.5	0.5	0.5	0.777777777777778	1	20	0	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G7	1	~G5 & (~G3 | ~G8)	2.7778	0.159705	20	0	3	2	4	0	0	0	0.444444444444444	1	20	0	3
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G8	1	G10 | G3	2.3767	0.510845	19	0	2	1	6	0	0	0	0.666666666666667	0.95	20	1	2
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G9	1	G10 | G5 | G7	2.3478	0.439738	17	0	3	0	6	0	0	0	0.666666666666667	0.85	20	3	3
10	size10_2	rules_WCSS_size10_2_3	WCSS	3	rules_by_gene.tsv	G10	1	G10 & (~G2 | ~G4)	2.6112	0.226303	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
