Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	1	G5 & G9	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	2	G4 & G9	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	3	G7 & G9	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	4	G3 & G4 & G9	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	5	G4 & G5 & G9	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	6	G4 & G7 & G9	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	7	G9 & (G4 | G7)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	8	G9 & ~G8	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	9	G5 & (G2 | G9)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_WCSS_size10_3_4_5times	WCSS	4_5times	rules_by_gene.tsv	G1	10	G4 & ~G6	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
