rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
2	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
3	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
4	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
5	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
6	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
7	G9 & (G2 | G5)	16	3	0.0	G2, G5, G9	3	10	0.4032300297070391
8	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
9	G5 & G9	16	2	0.0	G5, G9	2	10	0.4032300297070391
10	G5 & (G3 | G9)	16	3	0.0	G3, G5, G9	3	10	0.5589286107653829
11	G5 & (G3 | G9)	16	3	0.0	G3, G5, G9	3	10	0.5589286107653829
12	G5 & G9	16	2	0.0	G5, G9	2	10	1.3664007547209707
13	G5 & G9	16	2	0.0	G5, G9	2	10	1.366405421061299
14	G5 & G9 & (G2 | G6)	16	4	0.5	G2, G5, G6, G9	4	10	0.18073380267410802
15	G2 & G9	15	2	0.0	G2, G9	2	10	1.3839036626359387
16	G2 & G9	15	2	0.0	G2, G9	2	10	1.0491490125618506
17	G4 | G5	14	2	0.0	G4, G5	2	10	1.4867575262161092
18	G5	14	1	0.5	G5	1	10	1.443100643954197
19	G5	14	1	0.5	G5	1	10	1.443100643954197
20	G5	14	1	0.5	G5	1	10	1.443100643954197
21	G5	14	1	0.5	G5	1	10	1.443100643954197
22	G5	14	1	0.5	G5	1	10	1.443100643954197
23	G5	14	1	0.5	G5	1	10	1.443100643954197
24	G5	14	1	0.5	G5	1	10	1.443100643954197
25	G1 & G3 & G5	13	3	0.0	G1, G3, G5	3	10	0.6320338794654017
26	G9	12	1	0.5	G9	1	10	0.4032300297070391
27	G9	12	1	0.5	G9	1	10	0.5387335495921012
28	G5 | G8	12	2	0.0	G5, G8	2	10	0.7766254128860929
29	G9 & (~G1 | ~G7)	12	3	0.0	G1, G7, G9	3	10	0.9629384273972539
30	G3 & G6	12	2	0.0	G3, G6	2	10	1.3612675737731914
31	G3 | G9	12	2	0.0	G3, G9	2	10	1.5249335075089325
32	G9 | (G10 & G7)	12	3	0.0	G10, G7, G9	3	10	0.6200409631747459
33	G9	12	1	0.5	G9	1	10	1.3885152870526394
34	G9	12	1	0.5	G9	1	10	1.3885152870526394
35	G3 | G6	11	2	0.0	G3, G6	2	10	1.3612675737731914
36	G2 | G9	11	2	0.0	G2, G9	2	10	1.3839036626359387
37	G7 | G9	11	2	0.0	G7, G9	2	10	1.4747003804304453
38	G3 & G9	11	2	0.0	G3, G9	2	10	1.5249335075089325
39	G10 | G3 | G8 | G9	11	4	0.5	G10, G3, G8, G9	4	10	1.0559850034944602
40	G3	11	1	0.5	G3	1	10	1.643430717670018
41	G5 | G9	10	2	0.0	G5, G9	2	10	1.3664007547209707
42	G3 & G7	10	2	0.0	G3, G7	2	10	1.5548371641562688
43	G3 & G7	10	2	0.0	G3, G7	2	10	0.22978692614340684
44	G10 & G3 & G5 & G6	10	4	0.5	G10, G3, G5, G6	4	10	0.43043194846224647
45	G4 & G5 & (G7 | G9)	10	4	0.5	G4, G5, G7, G9	4	10	0.5274731602445224
46	G8	10	1	0.5	G8	1	10	1.588042484703967
47	G1 & (G5 | G9)	9	3	0.0	G1, G5, G9	3	10	0.7558822644054854
48	~G5	6	1	0.5	G5	1	10	1.443100643954197
49	~G5	6	1	0.5	G5	1	10	1.443100643954197
50	~G2 | ~G9	5	2	0.0	G2, G9	2	10	1.3839036626359387
