rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
2	G3 | ~G5	17	2	0.0	G3, G5	2	6	0.5072345016084234
3	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
4	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
5	G3 | ~G5	17	2	0.0	G3, G5	2	6	0.5072345016084234
6	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
7	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
8	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
9	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
10	G3 | ~G5	17	2	0.0	G3, G5	2	6	0.5072345016084234
11	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
12	G3 | ~G4 | ~G5	17	3	0.0	G3, G4, G5	3	6	0.5072345016084234
13	G3 | ~G4	17	2	0.0	G3, G4	2	6	0.8295249180347102
14	G3 | ~G4	17	2	0.0	G3, G4	2	6	0.8295249180347102
15	G3	16	1	0.5	G3	1	6	0.6954203608633638
16	G3	16	1	0.5	G3	1	6	0.6954203608633638
17	G3	16	1	0.5	G3	1	6	0.6954203608633638
18	~G5 | (G3 & ~G4)	15	3	0.0	G3, G4, G5	3	6	0.5072345016084234
19	~G4 | ~G5	15	2	0.0	G4, G5	2	6	1.3701251922025675
20	~G4	15	1	0.5	G4	1	6	0.9011337068884022
21	~G4	15	1	0.5	G4	1	6	0.9011337068884022
22	~G4	15	1	0.5	G4	1	6	0.9011337068884022
23	G5 | ~G4	14	2	0.0	G4, G5	2	6	1.3701251922025675
24	G3 | (G2 & G4)	13	3	0.0	G2, G3, G4	3	6	0.43056861527473267
25	G1 | (G4 & G9)	13	3	0.0	G1, G4, G9	3	6	0.5663904947370026
26	G3 | G5	13	2	0.0	G3, G5	2	6	0.8320286481685142
27	G3 | G5	13	2	0.0	G3, G5	2	6	0.8320286481685142
28	G1 | G5	13	2	0.0	G1, G5	2	6	1.216250761888819
29	G1 | G5	13	2	0.0	G1, G5	2	6	1.216250761888819
30	G3 | G4 | G5 | G9	13	4	0.5	G3, G4, G5, G9	4	6	0.2794295778402495
31	G1 | G4	11	2	0.0	G1, G4	2	6	1.2186716694555944
32	G2 | G5	10	2	0.0	G2, G5	2	6	1.0359199198089744
33	G5 & ~G4	10	2	0.0	G4, G5	2	6	1.3701251922025675
34	G4 | G5	9	2	0.0	G4, G5	2	6	1.3701251922025675
35	G4 | G5	9	2	0.0	G4, G5	2	6	1.3701251922025675
36	G4 | G5	9	2	0.0	G4, G5	2	6	1.3701251922025675
37	~G10	9	1	0.5	G10	1	6	1.337650156886598
38	G5	9	1	0.5	G5	1	6	1.3726658579230744
39	~G8	9	1	0.5	G8	1	6	1.4049955294581955
40	~G3 | ~G5	8	2	0.0	G3, G5	2	6	0.8320286481685142
41	~G5 & ~G9	7	2	0.0	G5, G9	2	6	1.3661030049012144
42	False	6	1	0.5	False	1	6	0.9011337068884022
43	G4 & G5	5	2	0.0	G4, G5	2	6	1.3701251922025675
44	G7	5	1	0.5	G7	1	6	0.7320114643466571
45	G4	5	1	0.5	G4	1	6	0.9011337068884022
46	G4	5	1	0.5	G4	1	6	0.9011337068884022
47	G4	5	1	0.5	G4	1	6	0.9011337068884022
48	~G3	4	1	0.5	G3	1	6	0.6954203608633638
49	G4 & ~G1 & ~G3	3	3	0.0	G1, G3, G4	3	6	0.44139754906742823
50	G4 & G7	3	2	0.0	G4, G7	2	6	0.7422465903481922
