Gen	Regla	Error	N_reguladores
G1	(G10)	0	1
G2	(!G8)	0	1
G3	(!G6 & G7) | (G6 & !G7)	0	2
G4	0	0	1
G5	(!G8)	0	1
G6	(G7)	0	1
G7	(!G10)	0	1
G8	(!G7)	0	1
G9	(G8)	0	1
G10	(!G8)	0	1
