Gen	Regla	Error	N_reguladores
G1	(G10)	0	1
G2	(G9)	0	1
G3	(G1)	0	1
G4	0	0	1
G5	(!G3)	0	1
G6	(!G6 & !G7) | (G6 & G7)	0	2
G7	(!G6)	0	1
G8	0	0	1
G9	(!G9)	0	1
G10	0	0	1
