Gen	Regla	Error	N_reguladores
G1	(G5)	0	1
G2	(G6 & G10)	0	2
G3	1	0	1
G4	0	0	1
G5	0	0	1
G6	(!G6 & G10)	0	2
G7	(G6)	0	1
G8	(!G6)	0	1
G9	(G6)	0	1
G10	(!G6)	0	1
