generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.60	3.84	3	17	0.340	0.0	0.5	1.8627	0.5419	2.7390
1	12.96	3.87	3	17	0.290	0.0	0.5	1.5122	0.4643	2.7390
2	12.82	4.55	3	17	0.330	0.0	0.5	1.4834	0.2657	2.8614
3	14.28	3.29	6	17	0.340	0.0	0.5	1.4706	0.3589	2.7390
4	13.78	4.43	3	17	0.360	0.0	0.5	1.4235	0.5920	2.7390
5	14.86	3.42	6	17	0.300	0.0	1.0	1.2675	0.1277	2.7390
6	14.88	3.13	3	17	0.190	0.0	1.0	1.2666	0.4822	2.8614
7	14.80	3.01	3	17	0.110	0.0	0.5	1.2736	0.0578	2.7390
8	14.78	3.05	3	17	0.120	0.0	0.5	1.2409	0.5108	2.5571
9	14.64	3.17	3	17	0.130	0.0	1.0	1.1559	0.0489	2.7315
10	15.04	2.87	4	17	0.130	0.0	0.5	1.1126	0.1072	2.4915
11	14.22	3.56	3	17	0.170	0.0	1.0	1.0472	0.1503	2.5571
12	15.44	2.41	7	17	0.140	0.0	1.0	0.9689	0.0578	2.6054
13	15.64	1.98	10	17	0.110	0.0	0.5	1.0472	0.0578	2.6663
14	15.26	2.62	4	17	0.110	0.0	0.5	1.0403	0.0578	2.7390
15	15.16	2.92	4	17	0.090	0.0	0.5	1.1031	0.4643	2.7390
16	15.68	2.42	8	17	0.070	0.0	0.5	0.9892	0.3678	2.7390
17	15.56	2.38	8	17	0.070	0.0	0.5	0.9877	0.4172	2.6663
18	15.40	3.06	4	17	0.070	0.0	0.5	1.0614	0.3773	2.4959
19	14.36	3.63	3	17	0.090	0.0	0.5	1.0191	0.4172	2.7315
20	14.28	3.85	4	17	0.100	0.0	0.5	1.0626	0.4407	2.6663
21	14.82	2.90	8	17	0.120	0.0	0.5	0.9245	0.3678	1.8777
22	14.12	3.33	5	17	0.150	0.0	0.5	1.0995	0.0282	2.7390
23	14.48	2.77	4	17	0.120	0.0	1.0	1.0575	0.1503	2.8614
24	14.54	2.99	6	17	0.200	0.0	1.0	0.9723	0.1405	2.7390
25	14.10	2.71	5	17	0.110	0.0	0.5	1.0721	0.0335	2.7389
26	14.12	2.92	8	17	0.130	0.0	1.0	0.9978	0.2058	2.7390
27	13.96	3.56	4	17	0.220	0.0	1.5	1.1263	0.3748	2.4642
28	14.08	2.92	7	17	0.130	0.0	1.0	1.1446	0.1503	2.8614
29	15.12	2.71	5	17	0.130	0.0	1.0	1.0605	0.2980	2.4871
30	14.74	3.12	3	17	0.170	0.0	1.0	1.0427	0.1503	2.7390
31	15.02	2.88	4	17	0.140	0.0	1.0	0.9093	0.3201	2.4871
32	14.64	2.92	4	17	0.210	0.0	1.0	1.1380	0.0335	2.8683
33	15.14	2.45	7	17	0.150	0.0	1.0	1.0669	0.3506	2.4915
34	14.72	3.03	5	17	0.120	0.0	0.5	1.0155	0.1405	2.5571
35	15.28	2.27	9	18	0.070	0.0	0.5	0.9868	0.2177	2.4959
36	15.60	2.28	9	18	0.120	0.0	0.5	1.1402	0.3508	2.7390
37	15.10	2.38	9	18	0.150	0.0	1.0	1.0624	0.4489	2.7390
38	14.78	2.56	7	18	0.150	0.0	1.0	1.0093	0.0335	2.7390
39	15.42	2.08	10	18	0.100	0.0	0.5	1.1842	0.4643	2.7390
40	14.74	3.29	3	18	0.100	0.0	0.5	1.1058	0.2195	2.7390
41	15.18	2.72	5	18	0.060	0.0	0.5	1.0642	0.4643	2.6663
42	14.80	3.02	3	18	0.110	0.0	0.5	1.1428	0.1503	2.4871
43	15.72	2.34	8	18	0.130	0.0	0.5	1.1731	0.0335	2.4871
44	14.74	3.67	3	18	0.180	0.0	1.0	1.2204	0.3029	2.4959
45	15.06	2.80	8	18	0.120	0.0	0.5	1.3294	0.4643	2.8614
46	14.52	3.38	4	18	0.130	0.0	0.5	1.3635	0.2793	2.8614
47	15.16	3.01	7	18	0.140	0.0	1.5	1.2795	0.1200	2.8614
48	14.82	3.56	3	18	0.220	0.0	1.0	1.2978	0.0349	2.7390
49	15.04	3.27	5	18	0.130	0.0	0.5	1.3975	0.4662	2.8614
50	14.54	3.28	3	18	0.120	0.0	0.5	1.3321	0.4662	2.4959
