Gen	Regla	Error	N_reguladores
G1	(!G10)	0	1
G2	1	0	1
G3	0	0	1
G4	(G8 & !G9)	0	2
G5	(!G8)	0	1
G6	(G10)	0	1
G7	(G10)	0	1
G8	(G7)	0	1
G9	(G10)	0	1
G10	0	0	1
