Gen	Regla	Error	N_reguladores
G1	(!G8 & G10) | (G8 & !G10)	0	2
G2	1	0	1
G3	(!G7)	0	1
G4	(!G8 & G10) | (G8 & !G10)	0	2
G5	(!G8 & G10) | (G8 & !G10)	0	2
G6	0	0	1
G7	(!G8 & !G10) | (G8 & G10)	0	2
G8	(G9 & G10)	0	2
G9	(!G9 & G10) | (G9 & !G10)	0	2
G10	(G9)	0	1
