Gen	Regla	Error	N_reguladores
G1	(!G6 & G7) | (G6 & !G7)	0	2
G2	(!G6 & !G7)	0	2
G3	0	0	1
G4	(!G6)	0	1
G5	(!G6 & !G7)	0	2
G6	0	0	1
G7	(G8)	0	1
G8	(!G6 & !G7)	0	2
G9	(!G6 & G7) | (G6 & !G7)	0	2
G10	(!G7 & !G8)	0	2
