Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G1	1	G1 & (G4 | G8)	2.6096	0.275249	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G2	1	G8 & (G1 | G3) & (G1 | G4)	1.9266	0.40565	17	2	2	1	4	0.5	0.666666666666667	0.571428571428572	0.666666666666667	0.85	20	3	4
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G3	1	G9 & (G3 | G6)	2.2317	0.600583	17	0	2	4	3	0	0	0	0.333333333333333	0.85	20	3	2
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G4	1	G1 | (G3 & G9)	2.5381	0.399432	19	2	1	2	4	0.666666666666667	0.5	0.571428571428572	0.666666666666667	0.95	20	1	3
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G5	1	~G1 | (G8 & ~G4)	2.7435	0.193958	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G5	2	~G1 & (G8 | ~G4)	2.7435	0.193958	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G6	1	G10 | ~G2	2.4491	0.330551	16	0	2	1	6	0	0	0	0.666666666666667	0.8	20	4	2
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G6	2	G10 | ~G2 | ~G4	2.4491	0.330551	16	0	3	1	5	0	0	0	0.555555555555556	0.8	20	4	3
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G7	1	G10 | G2 | G7	1.9791	0.6952	14	0	2	1	6	0	0	0	0.666666666666667	0.7	20	6	2
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G8	1	G9 & (G8 | ~G7)	2.0337	0.693293	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G9	1	G10 & (G3 | G4)	1.8302	0.844176	14	0	3	0	6	0	0	0	0.666666666666667	0.7	20	6	3
10	size10_1	rules_WCSS_size10_1_1	WCSS	1	rules_by_gene.tsv	G10	1	~G10 & ~G6	1.7796	1.011472	16	0	1	1	7	0	0	0	0.777777777777778	0.8	20	4	1
