Gen	Regla	Error	N_reguladores
G1	0	0	1
G2	0	0	1
G3	(G8)	0	1
G4	(!G6)	0	1
G5	(G6)	0	1
G6	(!G8)	0	1
G7	(G9)	0	1
G8	0	0	1
G9	(!G6)	0	1
G10	(!G9)	0	1
