Gen	Regla	Error	N_reguladores
G1	0	0	1
G2	0	0	1
G3	(!G8)	0	1
G4	(!G9)	0	1
G5	(!G8)	0	1
G6	1	0	1
G7	0	0	1
G8	(!G7)	0	1
G9	(G8)	0	1
G10	(!G7 & G8) | (G7 & !G8)	0	2
