Gen	Regla	Error	N_reguladores
G1	(G5)	0	1
G2	(!G4)	0	1
G3	(G9)	0	1
G4	(!G5)	0	1
G5	(!G9)	0	1
G6	1	0	1
G7	0	0	1
G8	0	0	1
G9	0	0	1
G10	(!G5)	0	1
