attractor_id	type	cycle_length	step_in_cycle	basin_size	basin_percentage	ABA4	ABCG31	ABF3	ABF4	CYP707A3	DREB2A	FBH3	HB5	HB6	HB7	MYB44	PP2C5	ZAT6	binary_state
1	cycle	4	1	4096	50.0	0	0	0	1	0	1	1	0	1	0	0	0	1	0001011010001
1	cycle	4	2	4096	50.0	1	0	0	0	1	0	0	1	1	1	0	0	0	1000100111000
1	cycle	4	3	4096	50.0	1	0	1	0	0	0	0	1	1	1	1	0	0	1010000111100
1	cycle	4	4	4096	50.0	0	0	1	1	1	1	1	0	1	0	1	0	1	0011111010101
2	cycle	4	1	4096	50.0	0	0	0	1	1	1	1	0	1	0	0	0	1	0001111010001
2	cycle	4	2	4096	50.0	1	0	0	0	0	0	0	1	1	1	0	0	0	1000000111000
2	cycle	4	3	4096	50.0	1	0	1	0	1	0	0	1	1	1	1	0	0	1010100111100
2	cycle	4	4	4096	50.0	0	0	1	1	0	1	1	0	1	0	1	0	1	0011011010101
