rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
2	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
3	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
4	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
5	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
6	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
7	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
8	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
9	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
10	G10 & G4 & G6	14	3	0.0	G10, G4, G6	3	2	0.7136911898139671
11	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
12	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
13	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
14	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
15	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
16	G10 & G4	13	2	0.0	G10, G4	2	2	1.297140309098574
17	G10 & G6	13	2	0.0	G10, G6	2	2	1.3069118581710186
18	G4 & G6	13	2	0.0	G4, G6	2	2	2.3701005155993946
19	G4 & G6	13	2	0.0	G4, G6	2	2	2.3701005155993946
20	G4 & G6	13	2	0.0	G4, G6	2	2	2.3701005155993946
21	G4 & G6	13	2	0.0	G4, G6	2	2	2.3701005155993946
22	G4 & G6	13	2	0.0	G4, G6	2	2	2.3701005155993946
23	G10 & G4 & G8	12	3	0.0	G10, G4, G8	3	2	0.6579425526320769
24	G10	12	1	0.5	G10	1	2	1.1960851460969921
25	G10	12	1	0.5	G10	1	2	1.1960851460969921
26	G10	12	1	0.5	G10	1	2	1.1960851460969921
27	G10	12	1	0.5	G10	1	2	1.1960851460969921
28	G4	12	1	0.5	G4	1	2	1.7060749616729103
29	G4	12	1	0.5	G4	1	2	1.7060749616729103
30	G4	12	1	0.5	G4	1	2	1.7060749616729103
31	G4	12	1	0.5	G4	1	2	1.7060749616729103
32	G4 & G8	11	2	0.0	G4, G8	2	2	1.9624591144704675
33	G4 & G8	11	2	0.0	G4, G8	2	2	1.9624591144704675
34	G8	11	1	0.5	G8	1	2	1.270262455551412
35	~G7	11	1	0.5	G7	1	2	1.5534407113088249
36	G10 & G4 & G7	10	3	0.0	G10, G4, G7	3	2	0.6382160244233879
37	G6 & G9	10	2	0.0	G6, G9	2	2	1.8973029309927703
38	G1 & G10 & G4 & G9	10	4	0.5	G1, G10, G4, G9	4	2	0.9970631408533664
39	G2	10	1	0.5	G2	1	2	2.0922468568980066
40	G4 & G9	9	2	0.0	G4, G9	2	2	2.0187714834978996
41	G1 & G2 & G7 & G8	9	4	0.5	G1, G2, G7, G8	4	2	0.8200731541471973
42	G7	9	1	0.5	G7	1	2	1.5534407113088249
43	G7	9	1	0.5	G7	1	2	1.5534407113088249
44	G4 & G9 & ~G6	8	3	0.0	G4, G6, G9	3	2	0.6970855180771268
45	G10 & G5	8	2	0.0	G10, G5	2	2	1.2675265955314892
46	G10 & G3 & G5 & G8	8	4	0.5	G10, G3, G5, G8	4	2	0.32864636643200495
47	~G10	8	1	0.5	G10	1	2	1.1960851460969921
48	~G10	8	1	0.5	G10	1	2	1.1960851460969921
49	G3	8	1	0.5	G3	1	2	2.4908341447514952
50	~G10 | ~G4 | ~G6 | ~G8	7	4	0.5	G10, G4, G6, G8	4	2	0.8343324946341122
