rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
2	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
3	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
4	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
5	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
6	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
7	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
8	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
9	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
10	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
11	~G4 | (G6 & G9)	20	3	0.0	G4, G6, G9	3	9	0.23543030203897836
12	G7 | ~G4	19	2	0.0	G4, G7	2	9	0.5702628384075195
13	G6 & G9	19	2	0.0	G6, G9	2	9	0.9270055826553152
14	G6 & G9	19	2	0.0	G6, G9	2	9	0.9270055826553152
15	~G6 | (G4 & G9)	18	3	0.0	G4, G6, G9	3	9	0.23543030203897836
16	G4 & G7	18	2	0.0	G4, G7	2	9	0.5702628384075195
17	G4 & G9	18	2	0.0	G4, G9	2	9	0.6393169894783526
18	G4 & G9	18	2	0.0	G4, G9	2	9	0.6393169894783526
19	G9	18	1	0.5	G9	1	9	0.8390488341929672
20	~G4 & (G6 | G9)	11	3	0.0	G4, G6, G9	3	9	0.23543030203897836
21	~G10 | (~G3 & ~G6)	11	3	0.0	G10, G3, G6	3	9	0.5301846599361721
22	G6 | (~G5 & ~G9)	11	3	0.0	G5, G6, G9	3	9	0.6091114346687256
23	G2 | G6	11	2	0.0	G2, G6	2	9	0.9720449783479421
24	G6	11	1	0.5	G6	1	9	1.478335079163876
25	G9 & ~G4	10	2	0.0	G4, G9	2	9	0.6393169894783526
26	G6 | G9	10	2	0.0	G6, G9	2	9	0.9270055826553152
27	False	10	1	0.5	False	1	9	0.9270055826553152
28	G3 | G6	10	2	0.0	G3, G6	2	9	1.5127722957014682
29	G1 | ~G6	10	2	0.0	G1, G6	2	9	1.7345936879067452
30	~G4 | ~G6	10	2	0.0	G4, G6	2	9	1.7472811930588097
31	G4 & G6	10	2	0.0	G4, G6	2	9	1.7472811930588097
32	~G6 & (G1 | ~G9) & (G8 | ~G9)	10	4	0.5	G1, G6, G8, G9	4	9	0.6784228511165005
33	True	10	1	0.5	True	1	9	1.478335079163876
34	G4 | (G6 & G9)	9	3	0.0	G4, G6, G9	3	9	0.23543030203897836
35	~G6	9	1	0.5	G6	1	9	0.674088998331084
36	G3 & (G1 | G9)	9	3	0.0	G1, G3, G9	3	9	0.7221936840698753
37	G4 & ~G6	9	2	0.0	G4, G6	2	9	1.7472811930588097
38	(G4 & G6) | (G4 & G9) | (G6 & G8) | (G8 & G9)	9	4	0.5	G4, G6, G8, G9	4	9	0.46151648169896986
39	~G6 & (G3 | G4 | G9)	9	4	0.5	G3, G4, G6, G9	4	9	0.6428464274449781
40	G3	9	1	0.5	G3	1	9	1.2342232316235007
41	~G6	9	1	0.5	G6	1	9	1.478335079163876
42	~G6	9	1	0.5	G6	1	9	1.478335079163876
43	~G6	9	1	0.5	G6	1	9	1.478335079163876
44	~G6	9	1	0.5	G6	1	9	1.478335079163876
45	G4	9	1	0.5	G4	1	9	1.937803358154397
46	~G5 | ~G6 | ~G9	6	3	0.0	G5, G6, G9	3	9	0.800573170605875
47	G1 | ~G8	5	2	0.0	G1, G8	2	9	0.9092763492712082
48	~G9	2	1	0.5	G9	1	9	0.8390488341929672
49	~G6 | ~G9	1	2	0.0	G6, G9	2	9	0.9270055826553152
50	~G6 | ~G9	1	2	0.0	G6, G9	2	9	0.9270055826553152
