rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
2	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
3	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
4	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
5	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
6	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
7	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
8	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
9	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
10	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
11	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
12	True	19	1	0.5	True	1	2	0.12750743965801922
13	True	19	1	0.5	True	1	2	0.12750743965801922
14	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
15	G4 | G6 | G7	19	3	0.0	G4, G6, G7	3	2	0.12750743965801922
16	True	19	1	0.5	True	1	2	0.12750743965801922
17	G3 | G6 | G8	19	3	0.0	G3, G6, G8	3	2	0.24710020152892936
18	True	19	1	0.5	True	1	2	0.35246518930641746
19	G6 | G7	19	2	0.0	G6, G7	2	2	0.4250871922664762
20	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.456655314521761
21	G5 | G6 | G7	19	3	0.0	G5, G6, G7	3	2	0.5038873835741692
22	G5 | G6	19	2	0.0	G5, G6	2	2	0.7327668550650315
23	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
24	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
25	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
26	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
27	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
28	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
29	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
30	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
31	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
32	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
33	G4 | G6	19	2	0.0	G4, G6	2	2	0.8711943471412098
34	G3 | G4 | G6 | G7	19	4	0.5	G3, G4, G6, G7	4	2	0.15076580850111385
35	G6 | (G4 & ~G9)	18	3	0.0	G4, G6, G9	3	2	0.46257401983006385
36	G4 | G7	18	2	0.0	G4, G7	2	2	0.5951263505065073
37	G4 | G7	18	2	0.0	G4, G7	2	2	0.5951263505065073
38	G6	18	1	0.5	G6	1	2	0.8711943471412098
39	G6	18	1	0.5	G6	1	2	0.8951529757479746
40	G6	18	1	0.5	G6	1	2	0.8951529757479746
41	G6	18	1	0.5	G6	1	2	0.8951529757479746
42	G5 | G8	16	2	0.0	G5, G8	2	2	0.4567021545559327
43	G5 | G9	15	2	0.0	G5, G9	2	2	0.5802404686165963
44	G5 | G9	15	2	0.0	G5, G9	2	2	0.5802404686165963
45	G3 | G8	13	2	0.0	G3, G8	2	2	0.4295127259245185
46	G1 | G7	11	2	0.0	G1, G7	2	2	0.5706478654568803
47	G7	11	1	0.5	G7	1	2	0.4491076517001339
48	G7	11	1	0.5	G7	1	2	0.4491076517001339
49	G3	2	1	0.5	G3	1	2	0.47812125791712057
50	G1	2	1	0.5	G1	1	2	1.1824210089699623
