generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty
0	1.62	0.69	0	3	0.276	0.0	0.6
1	2.12	0.59	0	3	0.228	0.0	0.9
2	2.26	0.77	0	3	0.204	0.0	0.6
3	2.52	0.61	1	3	0.222	0.0	0.9
4	2.58	0.60	1	3	0.210	0.0	0.3
5	2.64	0.66	1	3	0.168	0.0	0.6
6	2.68	0.65	0	3	0.126	0.0	0.3
7	2.40	0.66	1	3	0.150	0.0	0.9
8	2.58	0.67	1	3	0.120	0.0	0.6
9	2.64	0.56	1	3	0.096	0.0	0.3
10	2.68	0.55	1	3	0.102	0.0	0.3
11	2.58	0.72	0	3	0.072	0.0	0.9
12	2.40	0.75	1	3	0.138	0.0	0.6
13	2.50	0.64	1	3	0.108	0.0	0.9
14	2.52	0.64	1	3	0.108	0.0	0.6
15	2.64	0.56	1	3	0.126	0.0	0.9
16	2.50	0.61	1	3	0.144	0.0	0.6
17	2.52	0.64	0	3	0.132	0.0	0.6
18	2.26	0.84	0	3	0.192	0.0	1.2
19	2.36	0.84	0	3	0.102	0.0	0.6
20	2.56	0.61	1	3	0.114	0.0	0.9
21	2.58	0.72	0	3	0.090	0.0	0.9
22	2.68	0.68	0	3	0.108	0.0	0.6
23	2.42	0.75	1	3	0.096	0.0	0.6
24	2.42	0.72	1	3	0.144	0.0	0.9
25	2.50	0.64	1	3	0.102	0.0	0.6
26	2.62	0.56	1	3	0.108	0.0	1.2
27	2.68	0.51	1	3	0.096	0.0	0.9
28	2.46	0.64	1	3	0.102	0.0	0.3
29	2.68	0.51	1	3	0.120	0.0	0.6
30	2.70	0.54	1	3	0.084	0.0	0.9
31	2.56	0.70	0	3	0.108	0.0	0.6
32	2.46	0.70	1	3	0.102	0.0	0.9
33	2.56	0.67	1	3	0.108	0.0	0.6
34	2.64	0.59	1	3	0.138	0.0	0.6
35	2.46	0.83	0	3	0.108	0.0	1.2
36	2.66	0.59	1	3	0.144	0.0	0.9
37	2.48	0.78	0	3	0.114	0.0	0.6
38	2.42	0.72	0	3	0.144	0.0	0.9
39	2.56	0.64	1	3	0.132	0.0	0.9
40	2.28	0.78	1	3	0.132	0.0	0.6
41	2.52	0.67	0	3	0.102	0.0	0.3
42	2.62	0.56	1	3	0.096	0.0	0.6
43	2.52	0.64	1	3	0.144	0.0	0.9
44	2.30	0.92	0	3	0.138	0.0	1.2
45	2.60	0.57	1	3	0.126	0.0	0.3
46	2.48	0.70	0	3	0.120	0.0	0.9
47	2.36	0.84	0	3	0.120	0.0	0.6
48	2.44	0.78	1	3	0.108	0.0	0.9
49	2.44	0.75	0	3	0.114	0.0	0.6
50	2.28	0.83	0	3	0.114	0.0	0.6
