rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G35 & (G21 | G91 | G97)	19	4	0.5	G21, G35, G91, G97	4	1	0.2818994683228559
2	G35 & (G21 | G91 | G97)	19	4	0.5	G21, G35, G91, G97	4	1	0.2818994683228559
3	G35 & (G21 | G91 | G97)	19	4	0.5	G21, G35, G91, G97	4	1	0.2818994683228559
4	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
5	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
6	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
7	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
8	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
9	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
10	G35 & (G5 | G91 | G97)	19	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
11	G21 | (G35 & G91) | (G35 & G97)	18	4	0.5	G21, G35, G91, G97	4	1	0.2818994683228559
12	G35 | G97	16	2	0.0	G35, G97	2	1	0.8681714030139196
13	G97 | (G35 & G91)	16	3	0.0	G35, G91, G97	3	1	0.8681714030139196
14	G5 | (G35 & G91) | (G35 & G97)	16	4	0.5	G35, G5, G91, G97	4	1	0.7509245202410814
15	G35 | G5	15	2	0.0	G35, G5	2	1	0.9578339018910706
16	G35 & G97	14	2	0.0	G35, G97	2	1	0.9695744344763193
17	G21 | G97	14	2	0.0	G21, G97	2	1	1.2325886612151493
18	G91 | G97	14	2	0.0	G91, G97	2	1	2.1321005940029405
19	G21 | G35 | G91 | G97	14	4	0.5	G21, G35, G91, G97	4	1	0.2818994683228559
20	G35 & (G19 | G5) & (G5 | G91)	14	4	0.5	G19, G35, G5, G91	4	1	0.3774621712002977
21	G35 | G91 | G97 | (G21 & G98)	14	5	1.0	G21, G35, G91, G97, G98	5	1	0.4782723970225671
22	G35 | ~G5	13	2	0.0	G35, G5	2	1	0.9578339018910706
23	G97 & ~G21	13	2	0.0	G21, G97	2	1	1.2325886612151493
24	G97 & ~G70	13	2	0.0	G70, G97	2	1	1.6074330326635344
25	G5 | G91 | G97	13	3	0.0	G5, G91, G97	3	1	1.8322051450927384
26	G56	13	1	0.5	G56	1	1	1.926873005756002
27	(G21 & G91) | (G21 & G97) | (G42 & G91) | (G42 & G97) | (G70 & G91) | (G70 & G97) | (G91 & G98) | (G97 & G98)	13	6	1.5	G21, G42, G70, G91, G97, G98	6	1	0.11600628449341452
28	G35 & (G5 | G82)	12	3	0.0	G35, G5, G82	3	1	0.3130950764561688
29	G21 & (G20 | G35)	12	3	0.0	G20, G21, G35	3	1	0.5273430492356793
30	G97	12	1	0.5	G97	1	1	1.1461451029409755
31	G91 & (G21 | G97)	12	3	0.0	G21, G91, G97	3	1	2.126026083037198
32	G24 | G91 | G94 | G97	12	4	0.5	G24, G91, G94, G97	4	1	0.5393948810397674
33	G97	12	1	0.5	G97	1	1	2.272248499345191
34	G97	12	1	0.5	G97	1	1	2.272248499345191
35	(G21 & G65) | (G21 & G91) | (G24 & G65) | (G24 & G91) | (G5 & G65) | (G5 & G91) | (G65 & G71) | (G71 & G91)	12	6	1.5	G21, G24, G5, G65, G71, G91	6	1	0.4226632532970837
36	G21	11	1	0.5	G21	1	1	1.3101564148769
37	G4 & G74	11	2	0.0	G4, G74	2	1	1.6711836189129479
38	G91 & G97	11	2	0.0	G91, G97	2	1	2.1321005940029405
39	G21 & G91	11	2	0.0	G21, G91	2	1	2.182282819745836
40	G21 & G91	11	2	0.0	G21, G91	2	1	2.182282819745836
41	G97 & (G5 | G91)	10	3	0.0	G5, G91, G97	3	1	1.8322051450927384
42	G28 | G98 | (G91 & G97)	10	4	0.5	G28, G91, G97, G98	4	1	0.819942142679748
43	G21 & G97	9	2	0.0	G21, G97	2	1	1.3101564148769
44	G62 & G98	9	2	0.0	G62, G98	2	1	1.6744836828980842
45	G97 & ~G35 & (G21 | G91)	8	4	0.5	G21, G35, G91, G97	4	1	0.6273225620469208
46	G5 & (G24 | G75)	7	3	0.0	G24, G5, G75	3	1	0.5935427170888815
47	~G21 & ~G91 & (G38 | G42 | G98)	7	5	1.0	G21, G38, G42, G91, G98	5	1	0.1380011143207277
48	(G21 | G22) & (G21 | G74) & (G22 | G91) & (G74 | G91)	6	4	0.5	G21, G22, G74, G91	4	1	0.6200647867732952
49	G79	5	1	0.5	G79	1	1	1.2674964283763934
50	~G35	2	1	0.5	G35	1	1	0.8308733254769501
