rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
2	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
3	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
4	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
5	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
6	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
7	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
8	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
9	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
10	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
11	G9 & (G1 | G10)	19	3	0.0	G1, G10, G9	3	9	0.3532607888395729
12	G9 & (G1 | G10) & (G10 | G5)	19	4	0.5	G1, G10, G5, G9	4	9	0.39098011929718635
13	G1 | G10	18	2	0.0	G1, G10	2	9	0.6146446871269576
14	G10 | (G1 & G9) | (G6 & G9)	18	4	0.5	G1, G10, G6, G9	4	9	0.5057526867434258
15	G10 | (G1 & G9) | (G6 & G9)	18	4	0.5	G1, G10, G6, G9	4	9	0.5057526867434258
16	G10	18	1	0.5	G10	1	9	0.9199240866566369
17	G10	18	1	0.5	G10	1	9	0.9199240866566369
18	G10	18	1	0.5	G10	1	9	0.9199240866566369
19	G10 & G5	16	2	0.0	G10, G5	2	9	0.9353057203060406
20	G9 & (G10 | G5)	12	3	0.0	G10, G5, G9	3	9	0.7769172781974394
21	G3 & (G10 | G9)	11	3	0.0	G10, G3, G9	3	9	0.4620263381168601
22	G6 & (G1 | G10)	11	3	0.0	G1, G10, G6	3	9	0.4838009587821255
23	G7 & (G1 | G10)	11	3	0.0	G1, G10, G7	3	9	0.6268515357471862
24	G9	11	1	0.5	G9	1	9	1.0030844832724435
25	G6 & G9	11	2	0.0	G6, G9	2	9	2.0599383274984238
26	G5 & G6	11	2	0.0	G5, G6	2	9	2.475644061498699
27	G2 & G6	11	2	0.0	G2, G6	2	9	2.5060126624617314
28	G10 | (G1 & G9) | (G5 & G9)	11	4	0.5	G1, G10, G5, G9	4	9	0.36385740729165106
29	G9	11	1	0.5	G9	1	9	1.7937746944953061
30	G9	11	1	0.5	G9	1	9	1.7937746944953061
31	G10 & (G1 | G6)	10	3	0.0	G1, G10, G6	3	9	0.4838009587821255
32	G10 | G9	10	2	0.0	G10, G9	2	9	1.0030844832724435
33	G10 | G9	10	2	0.0	G10, G9	2	9	1.0030844832724435
34	G1 & (G3 | G6)	10	3	0.0	G1, G3, G6	3	9	1.03217969399756
35	G1 & G3	10	2	0.0	G1, G3	2	9	1.1621743383240912
36	G1 & G9	10	2	0.0	G1, G9	2	9	1.7277039989330987
37	G1 | G9	10	2	0.0	G1, G9	2	9	1.7277039989330987
38	G5 & G9	10	2	0.0	G5, G9	2	9	2.0306849377709755
39	G2 | G6	10	2	0.0	G2, G6	2	9	2.5060126624617314
40	G9 & (G1 | G5) & (G5 | G7)	10	4	0.5	G1, G5, G7, G9	4	9	0.911195571947579
41	G2	10	1	0.5	G2	1	9	2.512523449179903
42	G1 & (G10 | G9)	9	3	0.0	G1, G10, G9	3	9	0.4058390629143938
43	G1 & G10	9	2	0.0	G1, G10	2	9	0.9163731180876091
44	G1 & G10	9	2	0.0	G1, G10	2	9	0.9163731180876091
45	G3 | G5	9	2	0.0	G3, G5	2	9	1.6240344760608618
46	G2 & G5	9	2	0.0	G2, G5	2	9	2.4516788096840996
47	G1 | G5	9	2	0.0	G1, G5	2	9	2.458271641924723
48	G1	9	1	0.5	G1	1	9	2.1938932583786004
49	G1	9	1	0.5	G1	1	9	2.1938932583786004
50	G1	9	1	0.5	G1	1	9	2.1938932583786004
