rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
2	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
3	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
4	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
5	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
6	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
7	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
8	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
9	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
10	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
11	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
12	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
13	G2 & G4 & G8	20	3	0.0	G2, G4, G8	3	4	0.09591608476321352
14	G2 & G7 & G8	20	3	0.0	G2, G7, G8	3	4	0.12883131304935452
15	G2 & G7 & G8	20	3	0.0	G2, G7, G8	3	4	0.1791236567200986
16	G2 & G7 & G8	20	3	0.0	G2, G7, G8	3	4	0.1791236567200986
17	G4 & G8	20	2	0.0	G4, G8	2	4	0.31871657214195215
18	G8 & ~G2	20	2	0.0	G2, G8	2	4	0.411990657731784
19	G10 & G7 & G8	20	3	0.0	G10, G7, G8	3	4	0.4503032458753411
20	G7 & G8	20	2	0.0	G7, G8	2	4	0.8387580203700209
21	G7 & G8	20	2	0.0	G7, G8	2	4	0.8387580203700209
22	G7 & G8	20	2	0.0	G7, G8	2	4	0.8387580203700209
23	G5 & G8	20	2	0.0	G5, G8	2	4	1.5345665285723562
24	G2 & G7 & (G6 | G8)	20	4	0.5	G2, G6, G7, G8	4	4	0.25808956925887316
25	G7 & (G10 | G8) & (G2 | G8) & (G5 | G8)	20	5	1.0	G10, G2, G5, G7, G8	5	4	0.11589776881515043
26	G8 & ~G4	19	2	0.0	G4, G8	2	4	0.31871657214195215
27	G8	19	1	0.5	G8	1	4	1.5156085530549817
28	G8	19	1	0.5	G8	1	4	1.5156085530549817
29	G8	19	1	0.5	G8	1	4	1.5156085530549817
30	G8	19	1	0.5	G8	1	4	1.5156085530549817
31	G8	19	1	0.5	G8	1	4	1.5156085530549817
32	G8	19	1	0.5	G8	1	4	1.5156085530549817
33	G8	19	1	0.5	G8	1	4	1.5156085530549817
34	G2 & G4 & G7	15	3	0.0	G2, G4, G7	3	4	0.09188738430476437
35	G4 & G7	13	2	0.0	G4, G7	2	4	0.2633335276071115
36	G2 & G4	13	2	0.0	G2, G4	2	4	0.3388058999604905
37	G2 & G4	13	2	0.0	G2, G4	2	4	0.3388058999604905
38	G2 & G4	13	2	0.0	G2, G4	2	4	0.3388058999604905
39	G7	12	1	0.5	G7	1	4	0.8515595470230721
40	G4 | (G2 & G7 & G8)	11	4	0.5	G2, G4, G7, G8	4	4	0.059743391021618825
41	G4	11	1	0.5	G4	1	4	0.35909977031738716
42	G10	10	1	0.5	G10	1	4	0.961541097951502
43	G2 & ~G4	9	2	0.0	G2, G4	2	4	0.3388058999604905
44	G5	3	1	0.5	G5	1	4	1.7749712304466267
45	G2 | (G4 & G8)	2	3	0.0	G2, G4, G8	3	4	0.09591608476321352
46	G2	2	1	0.5	G2	1	4	1.040885401337138
47	G2	2	1	0.5	G2	1	4	1.040885401337138
48	G2	2	1	0.5	G2	1	4	1.040885401337138
49	G2	2	1	0.5	G2	1	4	1.040885401337138
50	G9	1	1	0.5	G9	1	4	0.41829639933039725
