rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
2	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
3	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
4	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
5	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
6	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
7	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
8	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
9	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
10	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
11	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
12	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
13	G1 & G5 & G6	19	3	0.0	G1, G5, G6	3	3	0.32774317524349683
14	G5 & G6 & G8	19	3	0.0	G5, G6, G8	3	3	0.4406464846471446
15	G3 & G5 & G8	19	3	0.0	G3, G5, G8	3	3	0.5087829665033143
16	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
17	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
18	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
19	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
20	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
21	G5 & G8	19	2	0.0	G5, G8	2	3	0.8974596593750496
22	G3 & G6 & G8	19	3	0.0	G3, G6, G8	3	3	0.9775854871839975
23	G3 & G6 & G8	19	3	0.0	G3, G6, G8	3	3	0.9775854871839975
24	G1 & G4 & G6	19	3	0.0	G1, G4, G6	3	3	1.0226618674581756
25	G1 & G4 & G9	19	3	0.0	G1, G4, G9	3	3	1.0239094499669203
26	G1 & G7 & G8	19	3	0.0	G1, G7, G8	3	3	1.0399882764117
27	G3 & G8	19	2	0.0	G3, G8	2	3	1.079571961196225
28	G3 & G8	19	2	0.0	G3, G8	2	3	1.079571961196225
29	G3 & G8	19	2	0.0	G3, G8	2	3	1.079571961196225
30	G1 & G8 & G9	19	3	0.0	G1, G8, G9	3	3	1.1188849349844021
31	G1 & G8 & G9	19	3	0.0	G1, G8, G9	3	3	1.1188849349844021
32	G6 & G7	19	2	0.0	G6, G7	2	3	1.1273268554708462
33	G7 & G8	19	2	0.0	G7, G8	2	3	1.1338338612189571
34	G1 & G8	19	2	0.0	G1, G8	2	3	1.1340502939563843
35	G1 & G8	19	2	0.0	G1, G8	2	3	1.1340502939563843
36	G1 & G3 & G6 & G8	19	4	0.5	G1, G3, G6, G8	4	3	0.8219737606893542
37	G1 & G4 & G7 & G8 & G9	19	5	1.0	G1, G4, G7, G8, G9	5	3	0.7857195842545289
38	G1 & G5	18	2	0.0	G1, G5	2	3	0.8951249744192326
39	G1 & G5	18	2	0.0	G1, G5	2	3	0.8951249744192326
40	G1 & G5	18	2	0.0	G1, G5	2	3	0.8951249744192326
41	G1 & G5	18	2	0.0	G1, G5	2	3	0.8951249744192326
42	G1 & G10	18	2	0.0	G1, G10	2	3	1.13333887143219
43	G6	18	1	0.5	G6	1	3	1.0845314935156458
44	G6	18	1	0.5	G6	1	3	1.0845314935156458
45	G6	18	1	0.5	G6	1	3	1.0845314935156458
46	G1	18	1	0.5	G1	1	3	1.094257015769205
47	G8	18	1	0.5	G8	1	3	1.133888711628011
48	G7	11	1	0.5	G7	1	3	1.0642248143704431
49	G4 & G9	10	2	0.0	G4, G9	2	3	1.1495609216780878
50	G5	4	1	0.5	G5	1	3	0.7822616802826758
