rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G10 | (G7 & G8)	18	3	0.0	G10, G7, G8	3	6	0.36122354968388604
2	~G10 | (G7 & G8)	18	3	0.0	G10, G7, G8	3	6	0.36122354968388604
3	~G10 | (G7 & G8)	18	3	0.0	G10, G7, G8	3	6	0.36122354968388604
4	~G10 | (G7 & G8)	18	3	0.0	G10, G7, G8	3	6	0.36122354968388604
5	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
6	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
7	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
8	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
9	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
10	~G10 | (G2 & G7)	18	3	0.0	G10, G2, G7	3	6	0.36315768435236995
11	~G10	18	1	0.5	G10	1	6	0.551583478959939
12	~G10	18	1	0.5	G10	1	6	0.551583478959939
13	~G10	18	1	0.5	G10	1	6	0.551583478959939
14	~G10	18	1	0.5	G10	1	6	0.551583478959939
15	G7 & ~G8	16	2	0.0	G7, G8	2	6	0.3778351881421722
16	G7	16	1	0.5	G7	1	6	0.8369835584262463
17	G10 & G2 & G7	12	3	0.0	G10, G2, G7	3	6	0.36315768435236995
18	False	12	1	0.5	False	1	6	0.3778351881421722
19	G6 & G7 & ~G2	12	3	0.0	G2, G6, G7	3	6	0.7537097255116265
20	False	12	1	0.5	False	1	6	0.8494307826586547
21	G1 & G10 & G7 & ~G8	12	4	0.5	G1, G10, G7, G8	4	6	0.26829402377161
22	G10 & G7	11	2	0.0	G10, G7	2	6	0.3614568799849528
23	G10 & G7	11	2	0.0	G10, G7	2	6	0.3614568799849528
24	G10 & (G7 | ~G2)	11	3	0.0	G10, G2, G7	3	6	0.36315768435236995
25	G1 & (~G7 | ~G8)	11	3	0.0	G1, G7, G8	3	6	0.3661303293774604
26	G7 | ~G10 | ~G8	9	3	0.0	G10, G7, G8	3	6	0.36122354968388604
27	~G10 | ~G7	9	2	0.0	G10, G7	2	6	0.3614568799849528
28	~G10 | ~G8	9	2	0.0	G10, G8	2	6	0.37976761632690587
29	G7 | ~G10 | ~G6	9	3	0.0	G10, G6, G7	3	6	0.45640595253314664
30	~G2 | ~G6	9	2	0.0	G2, G6	2	6	2.2971688872226896
31	~G8	9	1	0.5	G8	1	6	0.3830094589251356
32	~G8	9	1	0.5	G8	1	6	0.3830094589251356
33	G9	9	1	0.5	G9	1	6	1.2873702792338784
34	~G1	9	1	0.5	G1	1	6	2.063490691236534
35	True	8	1	0.5	True	1	6	0.37976761632690587
36	~G6 | ~G8	8	2	0.0	G6, G8	2	6	0.4070374309165071
37	G2 | (G6 & G7)	8	3	0.0	G2, G6, G7	3	6	0.7537097255116265
38	G2	8	1	0.5	G2	1	6	2.326293714143015
39	G10 | G4	7	2	0.0	G10, G4	2	6	0.32696461868829746
40	~G2 | (~G6 & ~G7)	5	3	0.0	G2, G6, G7	3	6	0.7537097255116265
41	~G4	5	1	0.5	G4	1	6	1.780745947863743
42	~G4	5	1	0.5	G4	1	6	1.780745947863743
43	~G2 | ~G7	4	2	0.0	G2, G7	2	6	0.7693261949988486
44	~G2 | ~G7	4	2	0.0	G2, G7	2	6	0.7693261949988486
45	~G2 | ~G7	4	2	0.0	G2, G7	2	6	0.7693261949988486
46	~G7	4	1	0.5	G7	1	6	0.8369835584262463
47	~G7	4	1	0.5	G7	1	6	0.8369835584262463
48	G10 & G2	3	2	0.0	G10, G2	2	6	0.5512336794576014
49	G10 | (G2 & G8)	2	3	0.0	G10, G2, G8	3	6	0.3745319611290474
50	G10	2	1	0.5	G10	1	6	0.551583478959939
