rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G10 | (~G2 & ~G9)	18	3	0.0	G10, G2, G9	3	5	0.48273431713131115
2	~G10	18	1	0.5	G10	1	5	0.48273431713131115
3	~G10	18	1	0.5	G10	1	5	0.5065817041760933
4	~G10	18	1	0.5	G10	1	5	0.5065817041760933
5	~G10	18	1	0.5	G10	1	5	0.5119286008553199
6	~G10	18	1	0.5	G10	1	5	0.5119286008553199
7	G9 & ~G10	18	2	0.0	G10, G9	2	5	0.5119286008553199
8	G9 & ~G10	18	2	0.0	G10, G9	2	5	0.5119286008553199
9	G9 & ~G10	18	2	0.0	G10, G9	2	5	0.5119286008553199
10	G9 & ~G10	18	2	0.0	G10, G9	2	5	0.5119286008553199
11	G9 & ~G10	18	2	0.0	G10, G9	2	5	0.5119286008553199
12	~G10	18	1	0.5	G10	1	5	0.5206320694905541
13	~G10	18	1	0.5	G10	1	5	0.5514769642450499
14	~G10	18	1	0.5	G10	1	5	0.551583478959939
15	~G10	18	1	0.5	G10	1	5	0.551583478959939
16	~G10	18	1	0.5	G10	1	5	0.551583478959939
17	~G10	18	1	0.5	G10	1	5	0.551583478959939
18	~G10	18	1	0.5	G10	1	5	0.551583478959939
19	~G10	18	1	0.5	G10	1	5	0.551583478959939
20	~G10	18	1	0.5	G10	1	5	0.551583478959939
21	~G10	18	1	0.5	G10	1	5	0.551583478959939
22	~G10	18	1	0.5	G10	1	5	0.551583478959939
23	~G10	18	1	0.5	G10	1	5	0.551583478959939
24	G7 | ~G10	17	2	0.0	G10, G7	2	5	0.3614568799849528
25	~G10 | ~G9	17	2	0.0	G10, G9	2	5	0.5119286008553199
26	G1 | G3 | ~G10 | ~G9	16	4	0.5	G1, G10, G3, G9	4	5	0.37047302657879877
27	~G2	12	1	0.5	G2	1	5	2.326293714143015
28	~G2	12	1	0.5	G2	1	5	2.326293714143015
29	~G2	12	1	0.5	G2	1	5	2.326293714143015
30	~G9 & (G10 | G5)	11	3	0.0	G10, G5, G9	3	5	0.5066127467591159
31	G10 & G3	11	2	0.0	G10, G3	2	5	0.5206320694905541
32	G8	11	1	0.5	G8	1	5	0.3830094589251356
33	G3	11	1	0.5	G3	1	5	1.1477948700293137
34	G3	11	1	0.5	G3	1	5	1.1477948700293137
35	~G9	11	1	0.5	G9	1	5	1.2873702792338784
36	~G5	11	1	0.5	G5	1	5	2.045927829476462
37	G2 & G9	9	2	0.0	G2, G9	2	5	1.0638159078783556
38	G3 | G9	9	2	0.0	G3, G9	2	5	1.1914050148316413
39	G9	9	1	0.5	G9	1	5	1.2873702792338784
40	G9	9	1	0.5	G9	1	5	1.2873702792338784
41	~G1	9	1	0.5	G1	1	5	2.063490691236534
42	~G1	9	1	0.5	G1	1	5	2.063490691236534
43	G10 | G9	8	2	0.0	G10, G9	2	5	0.5119286008553199
44	G10 | ~G3	8	2	0.0	G10, G3	2	5	0.5206320694905541
45	~G7	4	1	0.5	G7	1	5	0.8369835584262463
46	G10 & (G9 | ~G2)	3	3	0.0	G10, G2, G9	3	5	0.48273431713131115
47	G10 & G9	3	2	0.0	G10, G9	2	5	0.5119286008553199
48	G10	2	1	0.5	G10	1	5	0.5119286008553199
49	G10 | G6	2	2	0.0	G10, G6	2	5	0.5499184836341329
50	G10	2	1	0.5	G10	1	5	0.551583478959939
