Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G1	1	G3 & G4 & G7	2.0744	0.813107	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G2	1	~G3	1.8693	0.468227	18	1	0	1	7	1	0.5	0.666666666666667	0.888888888888889	0.9	20	2	1
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G3	1	G3 | G6	2.6892	0.198284	19	1	0	0	8	1	1	1	1	0.95	20	1	1
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G3	2	G3 | (G10 & G6)	2.6892	0.198284	19	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.95	20	1	2
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G4	1	G8 & (G6 | ~G1)	2.1417	0.595788	16	1	2	3	3	0.333333333333333	0.25	0.285714285714286	0.444444444444444	0.8	20	4	3
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G5	1	~G3 | (G6 & ~G1)	2.2266	0.460912	15	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.75	20	5	3
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G6	1	G10 & (G2 | G7)	2.6284	0.259082	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G7	1	~G1 & (G7 | G9)	2.0394	0.748066	17	1	1	3	4	0.5	0.25	0.333333333333333	0.555555555555556	0.85	20	3	2
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G8	1	G2 & G4	2.0197	0.717774	16	0	2	1	6	0	0	0	0.666666666666667	0.8	20	4	2
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G9	1	G1 | ~G2 | ~G9	1.6875	1.317056	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G9	2	G1 | ~G9	1.6875	1.560062	15	0	1	0	8	0	0	0	0.888888888888889	0.75	20	5	1
10	size10_3	rules_WCSS_size10_3_4	WCSS	4	rules_by_gene.tsv	G10	1	G10 | (G1 & G6)	2.7192	0.118266	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
