Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G2 & G4 & G5	13	3	0.233347	2.3542
G1	2	G2 & G5 & ~G1	13	3	0.618814	1.9687
G1	3	G2 & ~G1 & ~G7	13	3	0.626723	1.9608
G1	4	~G10 & (G4 | G9)	14	3	0.740643	1.8969
G1	5	G9 | (G4 & G5)	14	3	0.740973	1.8965
G1	6	G5 & (G4 | G9)	13	3	0.740973	1.8465
G1	7	G9 & (G7 | ~G8)	13	3	0.831148	1.7564
G1	8	~G1 & (G2 | G9) & (G5 | G9)	14	4	0.387503	1.7500
G1	9	(G2 & ~G1) | (G2 & ~G5) | (G9 & ~G1) | (G9 & ~G5)	14	4	0.387503	1.7500
G1	10	~G6 & (G4 | G9)	14	3	0.906695	1.7308
G1	11	~G1 & (G2 | G7)	13	3	0.866351	1.7211
G1	12	~G1 & (G4 | G9) & (G5 | G9)	14	4	0.428103	1.7094
G1	13	G9 & (G7 | ~G6)	13	3	0.889402	1.6981
G1	14	G4 & ~G6 & ~G9	13	3	0.906695	1.6808
G1	15	~G4 & (G6 | G9)	13	3	0.906695	1.6808
G1	16	G2 & ~G7	13	2	1.269699	1.5875
G1	17	~G1 & (G4 | G9)	13	3	1.174865	1.5875
G1	18	G2 & (G10 | G4 | G9) & (G3 | G4 | G9)	13	5	0.114913	1.5351
G1	19	G2 & (G10 | G4 | G9)	14	4	0.786069	1.3514
G1	20	~G6 & (G3 | G4 | G9)	13	4	0.786542	1.3010
G2	1	G5 & (G2 | G4)	19	3	0.087590	2.7999
G2	2	~G10 | (G5 & G9)	19	3	0.138066	2.7494
G2	3	G5 & (G9 | ~G10)	19	3	0.138066	2.7494
G2	4	G5 & (G2 | G9)	19	3	0.193604	2.6939
G2	5	G5 & (G2 | G3)	19	3	0.215290	2.6722
G2	6	G9 | (G5 & ~G10)	18	3	0.174554	2.6629
G2	7	G5 | (G9 & ~G10)	18	3	0.174554	2.6629
G2	8	~G10 | (G2 & G5)	18	3	0.179292	2.6582
G2	9	G5 & (G10 | G2)	18	3	0.179292	2.6582
G2	10	G5 | (G2 & G9)	18	3	0.193604	2.6439
G2	11	G5 & (G2 | G6)	18	3	0.203199	2.6343
G2	12	G5 | (G2 & G3)	18	3	0.215290	2.6222
G2	13	G5 | ~G10	18	2	0.225893	2.6116
G2	14	G5 & ~G10	18	2	0.225893	2.6116
G2	15	~G10 | (G9 & ~G7)	19	3	0.295362	2.5921
G2	16	G5 & (G2 | G8)	18	3	0.288736	2.5488
G2	17	G2 & G5	18	2	0.303620	2.5339
G2	18	~G10 | (G4 & G9)	19	3	0.355293	2.5322
G2	19	G5 | (G4 & G9)	18	3	0.530327	2.3072
G2	20	G5 | (G2 & G7 & G9)	18	4	0.165263	2.1722
G2	21	G5 & (G2 | G4) & (G2 | G7)	18	4	0.216064	2.1214
G2	22	G5 & (G1 | G2 | G6)	18	4	0.228412	2.1091
G2	23	G5	18	1	0.371831	1.9657
G2	24	~G10	18	1	0.432297	1.9052
G2	25	G5 | (G1 & G10 & G2 & G8)	18	5	0.100346	1.7997
G3	1	G4 & G6 & G8	16	3	0.129394	2.6081
G3	2	G7 & ~G3 & ~G5	17	3	0.340466	2.4470
G3	3	G4 & G7 & G8	16	3	0.337916	2.3996
