combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
3_1_0_0_0_2_2_0_3_1	0.08030997515442484	0.9199999999999999	2	1.0	0.8060914696192221	0.9	1.0	25	6	2.5	0.5	0.5	59	G9 & (G2 | G3)	24	G8 | (G2 & ~G6)	217	G1 & G10 & G6	32	G10 & (G1 | G5)	105	G3 | (G5 & G7)	32	G1 | ~G8	235	G10 | ~G2	233	G7 & ~G2	132	G9 | ~G2	14	G8 & ~G1	0.9199999999999999
2_2_0_1_4_2_2_3_3_1	0.09685714285714289	0.62	1	1.0	-0.0	0.9	1.0	26	7	2.6	0.48989794855663565	0.6000000000000001	58	G10 & G2 & G8	25	G8 | (G1 & ~G6)	217	G1 & G10 & G6	33	~G8 | (G7 & G9)	109	G2 | (G3 & G4)	32	G1 | ~G8	235	G10 | ~G2	226	G6 & G7 & ~G2	132	G9 | ~G2	14	G8 & ~G1	0.62
0_4_1_1_3_2_2_0_3_3	0.0998551714310592	0.94	2	1.0	0.7538130383246877	0.8	1.0	25	9	2.5	0.5	0.5	225	G9 & ~G3 & ~G6	27	G8 | ~G10 | ~G5	218	G3 & G4 & G9	33	~G8 | (G7 & G9)	108	G4 & (G2 | G3)	32	G1 | ~G8	235	G10 | ~G2	233	G7 & ~G2	132	G9 | ~G2	1	G6 & G8	0.94
0_1_1_2_3_2_2_0_3_3	0.0999528763690299	0.94	2	1.0	0.7565251166281443	0.8	1.0	25	9	2.5	0.5	0.5	225	G9 & ~G3 & ~G6	24	G8 | (G2 & ~G6)	218	G3 & G4 & G9	34	G2 | (~G8 & ~G9)	108	G4 & (G2 | G3)	32	G1 | ~G8	235	G10 | ~G2	233	G7 & ~G2	132	G9 | ~G2	1	G6 & G8	0.94
3_3_0_2_1_2_2_0_3_3	0.10437844520878534	0.96	2	1.0	0.8132792587624255	0.7	1.0	25	7	2.5	0.5	0.5	59	G9 & (G2 | G3)	26	G7 | (G4 & G8)	217	G1 & G10 & G6	34	G2 | (~G8 & ~G9)	106	G1 | G7 | ~G9	32	G1 | ~G8	235	G10 | ~G2	233	G7 & ~G2	132	G9 | ~G2	1	G6 & G8	0.96
4_2_1_1_0_2_2_4_3_3	0.11066666666666669	0.64	1	1.0	-0.0	0.8	1.0	26	8	2.6	0.48989794855663565	0.6000000000000001	60	G3 & G5 & G9	25	G8 | (G1 & ~G6)	218	G3 & G4 & G9	33	~G8 | (G7 & G9)	105	G3 | (G5 & G7)	32	G1 | ~G8	235	G10 | ~G2	227	~G4 & ~G6 & ~G8	132	G9 | ~G2	1	G6 & G8	0.64
1_4_3_0_0_2_2_1_3_3	0.11066666666666669	0.64	1	1.0	-0.0	0.8	1.0	26	8	2.6	0.48989794855663565	0.6000000000000001	57	G7 & G8 & ~G9	27	G8 | ~G10 | ~G5	220	G9 & (G2 | ~G4)	32	G10 & (G1 | G5)	105	G3 | (G5 & G7)	32	G1 | ~G8	235	G10 | ~G2	234	G7 & G8 & ~G1	132	G9 | ~G2	1	G6 & G8	0.64
3_2_1_3_3_2_2_3_3_3	0.1206666666666667	0.66	1	1.0	-0.0	0.7	1.0	26	8	2.6	0.48989794855663565	0.6000000000000001	59	G9 & (G2 | G3)	25	G8 | (G1 & ~G6)	218	G3 & G4 & G9	35	~G4 | (~G8 & ~G9)	108	G4 & (G2 | G3)	32	G1 | ~G8	235	G10 | ~G2	226	G6 & G7 & ~G2	132	G9 | ~G2	1	G6 & G8	0.66
4_3_2_1_0_2_2_3_3_1	0.1244761904761905	0.66	1	1.0	-0.0	0.7	1.0	26	9	2.6	0.48989794855663565	0.6000000000000001	60	G3 & G5 & G9	26	G7 | (G4 & G8)	219	~G4 & (~G2 | ~G5)	33	~G8 | (G7 & G9)	105	G3 | (G5 & G7)	32	G1 | ~G8	235	G10 | ~G2	226	G6 & G7 & ~G2	132	G9 | ~G2	14	G8 & ~G1	0.66
2_0_4_1_1_2_2_2_3_1	0.12590476190476194	0.64	1	1.0	-0.0	0.8	1.0	26	12	2.6	0.48989794855663565	0.6000000000000001	58	G10 & G2 & G8	23	~G10 | ~G3 | ~G5	221	G5 & ~G3 & ~G4	33	~G8 | (G7 & G9)	106	G1 | G7 | ~G9	32	G1 | ~G8	235	G10 | ~G2	225	G10 & G7 & ~G3	132	G9 | ~G2	14	G8 & ~G1	0.64
