Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G1 | (G6 & G8)	17	3	0.206780	2.5807
G1	2	G6 & (G1 | G8)	17	3	0.206780	2.5807
G1	3	G1 & (G3 | G6)	16	3	0.205030	2.5325
G1	4	G6 & (G1 | G3)	16	3	0.205030	2.5325
G1	5	G1 | (G3 & G6)	16	3	0.205030	2.5325
G1	6	G1 | (G5 & G8)	17	3	0.280111	2.5074
G1	7	G5 & (G1 | G8)	17	3	0.280111	2.5074
G1	8	G1 & (~G6 | ~G9)	16	3	0.250446	2.4871
G1	9	G1 & G4 & ~G7	16	3	0.275637	2.4619
G1	10	G1 & (~G4 | ~G7)	16	3	0.275637	2.4619
G1	11	G1 & (G5 | G8)	16	3	0.280111	2.4574
G1	12	G1 | (G10 & G5)	17	3	0.332377	2.4551
G1	13	G5 & (G1 | G10)	17	3	0.332377	2.4551
G1	14	G1 | (G8 & G9)	17	3	0.332930	2.4546
G1	15	G1 & G5 & G6	16	3	0.326045	2.4115
G1	16	G1 | (G10 & G9)	16	3	0.333746	2.4038
G1	17	G1 | (G10 & G6)	16	3	0.341706	2.3958
G1	18	G1 | G5	16	2	0.344137	2.3934
G1	19	G1 & G6	16	2	0.346646	2.3909
G1	20	G5 & (G1 | G9)	16	3	0.353409	2.3841
G1	21	G1 & G5	16	2	0.355471	2.3820
G1	22	G1 & G4 & G6	16	3	0.396486	2.3410
G1	23	G5 & G6	16	2	0.501684	2.2358
G1	24	G1 & G4	16	2	0.562692	2.1748
G1	25	G1 | (G5 & G6 & G8)	17	4	0.255099	2.0324
G1	26	G5 | (G1 & G10) | (G1 & G9)	16	4	0.213199	2.0243
G1	27	G1 | (G4 & G5 & G8)	16	4	0.221457	2.0160
G1	28	G1 & G4 & G5 & G6	16	4	0.298768	1.9387
G1	29	G5 | (G1 & G3 & G6)	16	4	0.325898	1.9116
G1	30	G5	16	1	0.348013	1.8895
G1	31	G1 & (G3 | G6 | G9)	16	4	0.387621	1.8499
G1	32	G1	16	1	0.458202	1.7793
G2	1	G7 & (G3 | G9)	16	3	0.155808	2.5817
G2	2	G3 & (G7 | G9)	16	3	0.155808	2.5817
G2	3	G7 | (G3 & G9)	16	3	0.155808	2.5817
G2	4	G7 & (G3 | ~G1)	16	3	0.193480	2.5440
G2	5	G7 | (G3 & ~G1)	16	3	0.193480	2.5440
G2	6	G3 & G7 & ~G1	16	3	0.193480	2.5440
G2	7	G3 & (G7 | ~G1)	16	3	0.193480	2.5440
G2	8	G7 & (G1 | G3)	16	3	0.193480	2.5440
G2	9	G7 & (~G1 | ~G3)	16	3	0.193480	2.5440
G2	10	G3 & (~G4 | ~G8)	16	3	0.237084	2.5004
G2	11	G7 & ~G1 & ~G6	16	3	0.237724	2.4998
