generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.10	6.08	1	18	0.350	0.0	1.0	0.6753	0.2529	0.8113
1	12.92	5.31	1	19	0.310	0.0	1.0	0.7014	0.1895	0.8113
2	14.62	5.48	1	19	0.290	0.0	1.0	0.7038	0.2373	0.8113
3	15.62	4.38	1	19	0.240	0.0	1.0	0.6623	0.2373	0.8113
4	14.22	6.33	1	19	0.170	0.0	1.0	0.7041	0.2373	0.8113
5	14.52	6.26	1	19	0.190	0.0	1.0	0.6624	0.1983	0.8111
6	15.34	5.38	1	19	0.130	0.0	0.5	0.6862	0.3028	0.8113
7	13.48	6.41	1	19	0.210	0.0	0.5	0.6651	0.1983	0.8113
8	14.22	6.18	2	19	0.180	0.0	0.5	0.6100	0.3035	0.8113
9	16.80	4.83	1	19	0.190	0.0	0.5	0.5723	0.1983	0.8090
10	16.18	5.33	1	19	0.150	0.0	0.5	0.6059	0.3035	0.8113
11	15.24	6.09	2	19	0.170	0.0	1.5	0.5537	0.2633	0.8113
12	14.02	7.16	1	19	0.190	0.0	1.0	0.5443	0.2996	0.8096
13	14.66	6.63	1	19	0.160	0.0	0.5	0.5516	0.2344	0.8113
14	15.88	5.75	1	19	0.150	0.0	1.0	0.5180	0.1715	0.8113
15	15.92	5.55	1	19	0.110	0.0	0.5	0.5530	0.1715	0.8113
16	15.78	5.93	1	19	0.080	0.0	0.5	0.5629	0.1715	0.8113
17	16.50	4.75	2	19	0.110	0.0	0.5	0.5193	0.1714	0.8111
18	15.74	5.94	2	19	0.130	0.0	1.0	0.5166	0.1715	0.8113
19	15.10	6.79	1	19	0.170	0.0	1.0	0.5318	0.0849	0.8111
20	17.30	4.55	2	19	0.130	0.0	0.5	0.5519	0.1715	0.8090
21	16.32	5.46	2	19	0.140	0.0	1.0	0.5351	0.1715	0.8113
22	16.32	5.49	1	19	0.160	0.0	1.0	0.5595	0.1715	0.8111
23	16.20	5.82	1	19	0.140	0.0	0.5	0.5217	0.1715	0.8111
24	15.58	5.91	2	19	0.110	0.0	0.5	0.5702	0.1715	0.8113
25	15.74	5.50	1	19	0.130	0.0	0.5	0.6133	0.1715	0.8113
26	14.82	6.20	2	19	0.140	0.0	0.5	0.5488	0.1683	0.8113
27	15.62	5.78	1	19	0.110	0.0	0.5	0.5743	0.1715	0.8096
28	16.94	4.72	1	19	0.080	0.0	0.5	0.5933	0.1715	0.8113
29	16.18	5.48	2	19	0.170	0.0	1.0	0.5423	0.1715	0.8111
30	16.22	5.30	1	19	0.150	0.0	0.5	0.5118	0.1715	0.8111
31	17.06	4.28	2	19	0.120	0.0	0.5	0.5620	0.1683	0.8111
32	16.62	4.74	1	19	0.100	0.0	0.5	0.5427	0.1683	0.8096
33	15.84	5.49	2	19	0.120	0.0	0.5	0.5189	0.1715	0.8111
34	16.78	3.90	2	19	0.080	0.0	0.5	0.5312	0.1683	0.8111
35	15.72	5.31	2	19	0.150	0.0	0.5	0.5225	0.1683	0.8113
36	16.58	4.78	2	19	0.100	0.0	0.5	0.5316	0.1715	0.8111
37	16.06	5.09	2	19	0.080	0.0	0.5	0.5359	0.1683	0.8111
38	15.72	5.83	1	19	0.150	0.0	1.0	0.5511	0.1635	0.8111
39	17.36	3.32	2	19	0.100	0.0	1.0	0.5575	0.1715	0.8113
40	15.38	5.55	2	19	0.120	0.0	0.5	0.5629	0.1518	0.8111
41	15.14	6.28	1	19	0.100	0.0	1.0	0.5386	0.1635	0.8113
42	17.60	3.17	2	19	0.090	0.0	0.5	0.5225	0.1715	0.8113
43	15.98	5.44	2	19	0.110	0.0	0.5	0.5334	0.1683	0.8113
44	16.98	4.57	1	19	0.100	0.0	0.5	0.5797	0.1715	0.8113
45	15.90	5.24	2	19	0.160	0.0	0.5	0.5623	0.1518	0.8111
46	16.20	4.84	2	19	0.110	0.0	0.5	0.5574	0.1683	0.8111
47	16.24	4.60	1	19	0.150	0.0	0.5	0.4986	0.1683	0.8113
48	16.46	4.45	2	19	0.080	0.0	0.5	0.4581	0.1715	0.8111
49	17.48	3.77	2	19	0.110	0.0	1.0	0.4773	0.1683	0.8113
50	16.70	4.63	2	19	0.130	0.0	0.5	0.5576	0.1683	0.8111
