generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.24	1.44	8	12	0.390	0.0	1.0	1.6547	0.0214	2.4908
1	11.00	1.39	8	12	0.320	0.0	1.5	1.6897	0.0279	2.5503
2	11.36	1.21	8	13	0.120	0.0	0.5	1.6928	0.4011	2.5343
3	11.14	1.55	8	13	0.130	0.0	1.0	1.4404	0.3348	2.5343
4	11.32	1.52	8	13	0.110	0.0	0.5	1.5256	0.4011	2.5343
5	11.18	1.41	8	13	0.160	0.0	1.0	1.4312	0.3040	2.4229
6	11.62	1.53	8	13	0.170	0.0	0.5	1.4025	0.1518	2.5503
7	11.74	1.40	8	13	0.120	0.0	0.5	1.4136	0.3893	2.5343
8	11.48	1.46	8	13	0.120	0.0	0.5	1.5825	1.1841	2.5504
9	11.30	1.65	8	13	0.180	0.0	0.5	1.4824	0.3611	2.5343
10	11.92	1.23	8	14	0.110	0.0	0.5	1.3288	0.1518	2.4299
11	11.80	1.74	8	14	0.080	0.0	0.5	1.4693	0.4983	2.4379
12	11.82	1.67	8	14	0.070	0.0	0.5	1.3843	0.6382	2.5343
13	11.74	1.76	8	14	0.100	0.0	0.5	1.2968	0.2584	2.4379
14	11.50	1.80	8	14	0.200	0.0	1.0	1.2810	0.0857	2.5503
15	11.88	1.85	8	14	0.120	0.0	0.5	1.4627	0.4837	2.5503
16	12.52	1.40	9	14	0.120	0.0	0.5	1.2488	0.4837	2.3867
17	12.12	1.70	8	14	0.240	0.0	1.0	1.0874	0.1022	2.4868
18	12.18	1.83	8	14	0.210	0.0	1.0	1.0581	0.3611	2.5504
19	12.30	1.90	8	14	0.180	0.0	1.0	1.0214	0.2688	2.3701
20	12.40	1.74	9	14	0.120	0.0	1.0	1.0608	0.0663	2.3701
21	12.58	1.37	9	14	0.120	0.0	0.5	1.0890	0.2863	2.3701
22	12.06	1.90	8	14	0.180	0.0	1.5	1.0414	0.2113	2.4704
23	11.96	1.80	8	14	0.150	0.0	1.0	1.2221	0.0670	2.4908
24	12.18	1.88	8	14	0.170	0.0	1.0	1.1845	0.0663	2.3718
25	11.88	2.11	8	14	0.120	0.0	0.5	1.2552	0.6524	2.4424
26	11.68	2.04	8	14	0.130	0.0	1.5	1.1684	0.5217	2.4908
27	12.42	1.60	9	14	0.120	0.0	0.5	1.2947	0.3893	2.3701
28	11.78	1.94	8	14	0.170	0.0	1.0	1.2614	0.1635	2.4866
29	12.08	1.92	8	14	0.150	0.0	1.0	1.0794	0.1518	2.4757
30	12.14	1.85	8	14	0.140	0.0	0.5	1.0724	0.4878	2.3701
31	12.42	1.60	8	14	0.160	0.0	0.5	1.1356	0.6390	2.5504
32	12.24	1.49	9	14	0.200	0.0	0.5	1.2222	0.3611	2.3718
33	12.48	1.51	9	14	0.130	0.0	0.5	1.1372	0.4725	2.3701
34	12.34	1.81	8	14	0.190	0.0	1.0	0.9885	0.1984	2.3701
35	12.46	1.66	9	14	0.160	0.0	0.5	1.1383	0.1518	2.4229
36	12.40	1.73	8	14	0.150	0.0	1.0	1.2549	0.0214	2.4866
37	12.06	1.86	8	14	0.150	0.0	1.5	1.3716	0.4190	2.5504
38	12.20	1.66	7	14	0.170	0.0	0.5	1.2745	0.6382	2.3718
39	12.24	1.75	7	14	0.090	0.0	0.5	1.3254	0.4086	2.3898
40	12.04	1.88	8	14	0.130	0.0	1.0	1.2187	0.2688	2.5343
41	12.04	1.94	8	14	0.180	0.0	1.0	1.1192	0.0828	2.4757
42	12.22	1.63	8	14	0.110	0.0	0.5	1.3290	0.6382	2.3701
43	12.40	1.71	8	14	0.140	0.0	1.5	1.2027	0.1022	2.3701
44	12.28	1.80	8	14	0.190	0.0	1.0	1.2820	0.1022	2.5503
45	12.34	1.67	8	14	0.130	0.0	0.5	1.2462	0.4888	2.4757
46	12.60	1.59	8	14	0.130	0.0	0.5	1.2179	0.6164	2.3701
47	12.40	1.54	8	14	0.150	0.0	0.5	1.1688	0.4725	2.3701
48	12.40	1.62	9	14	0.130	0.0	0.5	1.0941	0.1518	2.3701
49	12.28	1.56	8	14	0.140	0.0	1.0	1.1712	0.1022	2.4228
50	11.94	1.91	8	14	0.160	0.0	1.0	1.1352	0.1022	2.3701
