generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.66	3.51	4	18	0.390	0.0	1.0	1.4106	0.0957	2.5155
1	12.44	4.43	2	18	0.310	0.0	1.0	1.3113	0.1323	2.5155
2	14.16	4.00	7	18	0.330	0.0	1.5	1.1917	0.1056	2.5155
3	14.80	4.00	6	19	0.310	0.0	1.0	1.1063	0.1463	2.5155
4	15.36	4.28	2	19	0.250	0.0	0.5	1.0359	0.2577	2.3220
5	15.00	3.87	7	19	0.190	0.0	0.5	1.0813	0.0250	2.3308
6	16.18	3.31	9	19	0.130	0.0	0.5	1.0254	0.5253	2.5155
7	15.86	3.86	7	19	0.140	0.0	0.5	1.0613	0.5253	2.5155
8	16.98	3.36	2	19	0.160	0.0	1.0	0.9535	0.0988	2.3308
9	16.80	3.70	7	19	0.140	0.0	0.5	1.0251	0.5699	2.2475
10	16.46	3.84	2	19	0.120	0.0	0.5	0.9686	0.5120	2.0244
11	15.98	4.19	2	19	0.160	0.0	0.5	1.0065	0.0216	2.1515
12	17.02	2.92	9	19	0.150	0.0	0.5	0.9670	0.5790	2.1515
13	15.94	3.91	9	19	0.050	0.0	0.5	0.9933	0.5790	2.3220
14	16.80	3.41	7	19	0.090	0.0	0.5	0.9555	0.5789	2.3308
15	16.02	4.12	2	19	0.150	0.0	0.5	1.0000	0.5790	2.5155
16	16.98	3.33	9	19	0.120	0.0	1.0	0.8673	0.4384	2.3220
17	17.02	3.33	9	19	0.080	0.0	0.5	0.9630	0.5790	2.5155
18	15.82	4.03	7	19	0.120	0.0	1.0	0.9556	0.5790	2.3497
19	15.76	3.90	9	19	0.140	0.0	0.5	0.9799	0.5790	2.2329
20	16.56	3.53	7	19	0.130	0.0	1.0	0.9221	0.5699	2.3220
21	16.06	4.30	1	19	0.150	0.0	0.5	0.9703	0.0216	2.5155
22	15.86	4.33	1	19	0.140	0.0	0.5	1.0090	0.5699	2.3308
23	17.84	2.25	10	19	0.110	0.0	0.5	0.8283	0.5790	1.2138
24	15.26	4.62	2	19	0.110	0.0	0.5	0.8779	0.1323	2.3220
25	15.42	4.06	7	19	0.160	0.0	1.0	0.9850	0.1474	2.3220
26	17.04	3.23	9	19	0.090	0.0	0.5	0.7775	0.0744	2.3497
27	16.86	3.68	7	19	0.120	0.0	0.5	0.9323	0.1895	2.3220
28	16.68	3.74	2	19	0.130	0.0	0.5	0.8519	0.1501	2.0244
29	16.64	3.93	1	19	0.130	0.0	1.0	0.8711	0.5790	2.3497
30	17.38	3.68	1	19	0.040	0.0	0.5	0.8089	0.5790	2.0693
31	16.96	3.85	2	19	0.110	0.0	0.5	0.8969	0.5699	2.2475
32	16.52	3.71	7	19	0.100	0.0	1.0	0.9093	0.5790	2.2475
33	16.22	3.98	7	19	0.120	0.0	0.5	0.9189	0.0642	2.3308
34	16.52	3.56	9	19	0.100	0.0	0.5	0.9826	0.5790	2.3220
35	16.12	4.28	2	19	0.110	0.0	0.5	0.9194	0.5790	2.3497
36	16.40	3.47	10	19	0.100	0.0	1.0	0.9139	0.1895	2.0563
37	16.12	4.49	2	19	0.090	0.0	0.5	0.9164	0.4172	2.0693
38	16.26	3.86	9	19	0.080	0.0	1.0	0.8095	0.1352	2.2269
39	16.56	3.74	9	19	0.140	0.0	1.0	0.8633	0.2355	2.3497
40	15.78	4.48	1	19	0.090	0.0	0.5	0.9513	0.1003	2.3308
41	15.42	4.13	9	19	0.120	0.0	0.5	0.9937	0.2623	2.5155
42	16.50	3.57	9	19	0.130	0.0	1.0	0.8980	0.1003	2.3308
43	14.54	4.37	8	19	0.100	0.0	0.5	1.0090	0.2154	2.5155
44	15.88	3.98	7	19	0.180	0.0	1.0	0.8472	0.0767	2.3308
45	15.54	4.16	7	19	0.190	0.0	1.0	0.9663	0.1260	2.5155
46	16.48	3.79	9	19	0.110	0.0	1.0	0.8897	0.0767	2.3308
47	15.32	4.13	8	19	0.080	0.0	0.5	1.0209	0.1718	2.5155
48	14.70	4.61	2	19	0.110	0.0	1.0	0.9961	0.0697	2.3497
49	14.88	4.29	8	19	0.160	0.0	1.5	0.9535	0.0697	2.5155
50	15.64	4.22	7	19	0.160	0.0	1.0	0.9429	0.2355	2.5155
