generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.58	6.15	1	19	0.360	0.0	1.0	0.6559	0.0682	0.8113
1	13.94	5.88	1	19	0.310	0.0	0.5	0.6995	0.2410	0.8113
2	13.34	6.69	1	19	0.180	0.0	1.0	0.6864	0.0559	0.8113
3	15.72	4.88	2	19	0.210	0.0	1.0	0.6585	0.1781	0.8113
4	14.32	6.42	1	19	0.160	0.0	1.0	0.6213	0.1715	0.8111
5	14.76	6.11	2	19	0.180	0.0	0.5	0.6099	0.1715	0.8111
6	14.66	6.03	2	19	0.160	0.0	1.0	0.6067	0.2200	0.8111
7	14.86	6.36	1	19	0.090	0.0	0.5	0.5503	0.2200	0.8113
8	13.42	7.18	1	19	0.170	0.0	1.0	0.5955	0.0682	0.8113
9	16.16	5.07	1	19	0.180	0.0	0.5	0.5457	0.1715	0.8113
10	15.14	6.20	2	19	0.130	0.0	1.0	0.5482	0.1715	0.8111
11	14.10	6.62	1	19	0.130	0.0	0.5	0.5141	0.0795	0.8111
12	14.78	6.24	1	19	0.100	0.0	0.5	0.5513	0.1715	0.8111
13	15.70	5.81	1	19	0.080	0.0	0.5	0.4977	0.1715	0.8111
14	14.56	6.83	1	19	0.090	0.0	1.0	0.5050	0.0512	0.8113
15	17.30	3.86	1	19	0.150	0.0	1.0	0.5133	0.0512	0.8113
16	16.52	4.26	1	19	0.140	0.0	1.0	0.5274	0.1715	0.8113
17	16.98	3.82	2	19	0.120	0.0	0.5	0.5470	0.1715	0.8111
18	16.42	5.12	2	19	0.170	0.0	1.5	0.5503	0.0894	0.8111
19	16.40	4.88	2	19	0.150	0.0	1.0	0.5356	0.1715	0.8113
20	15.64	5.83	2	19	0.230	0.0	0.5	0.5646	0.1715	0.8113
21	16.42	4.92	2	19	0.100	0.0	0.5	0.5537	0.0795	0.8113
22	15.12	6.40	2	19	0.140	0.0	0.5	0.5438	0.1715	0.8111
23	14.46	6.19	1	19	0.150	0.0	0.5	0.5554	0.1541	0.8111
24	15.86	5.29	2	19	0.110	0.0	1.0	0.4707	0.1715	0.8111
25	15.02	6.01	2	19	0.130	0.0	0.5	0.5533	0.1715	0.8113
26	16.20	4.92	2	19	0.120	0.0	1.0	0.5392	0.0821	0.8111
27	17.42	3.62	2	19	0.120	0.0	1.0	0.5061	0.1386	0.8113
28	16.50	4.52	2	19	0.110	0.0	1.5	0.4594	0.1550	0.8113
29	16.44	5.10	1	19	0.210	0.0	1.5	0.4836	0.1301	0.8111
30	15.74	5.54	2	19	0.130	0.0	0.5	0.5089	0.1715	0.8111
31	15.08	5.65	1	19	0.150	0.0	1.0	0.5521	0.0821	0.8113
32	16.42	5.15	2	19	0.110	0.0	0.5	0.5385	0.1715	0.8113
33	15.50	5.79	2	19	0.170	0.0	1.0	0.5302	0.1715	0.8113
34	14.94	6.56	1	19	0.120	0.0	0.5	0.5292	0.1715	0.8113
35	15.66	5.15	1	19	0.130	0.0	0.5	0.5627	0.1715	0.8111
36	15.42	5.76	1	19	0.140	0.0	1.0	0.5612	0.0512	0.8111
37	17.32	3.84	2	19	0.150	0.0	1.0	0.5038	0.0512	0.8111
38	17.50	3.23	2	19	0.160	0.0	1.0	0.5288	0.0821	0.8113
39	14.12	6.69	1	19	0.160	0.0	0.5	0.5844	0.1715	0.8113
40	15.16	5.60	1	19	0.150	0.0	0.5	0.5585	0.1541	0.8113
41	16.70	4.09	2	19	0.160	0.0	0.5	0.5687	0.1715	0.8111
42	16.80	4.36	2	19	0.170	0.0	1.0	0.5594	0.1386	0.8113
43	16.66	4.79	2	19	0.130	0.0	1.0	0.5345	0.1715	0.8111
44	16.14	5.55	1	19	0.130	0.0	1.0	0.5106	0.1301	0.8111
45	16.72	4.86	1	19	0.160	0.0	1.0	0.5148	0.0413	0.8111
46	17.10	4.37	2	19	0.140	0.0	1.0	0.5168	0.1386	0.8113
47	16.48	5.23	2	19	0.150	0.0	1.5	0.4887	0.1715	0.8113
48	16.50	4.62	1	19	0.210	0.0	1.5	0.5195	0.1715	0.8113
49	16.38	4.79	1	19	0.080	0.0	0.5	0.5464	0.1715	0.8111
50	16.72	4.51	2	19	0.170	0.0	1.0	0.5399	0.1386	0.8113
