generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.04	7.06	1	20	0.370	0.0	1.0	0.9285	0.5300	1.1648
1	12.94	6.85	0	20	0.300	0.0	0.5	0.8554	0.3350	1.1225
2	14.58	6.61	0	20	0.270	0.0	0.5	0.8740	0.3350	1.1648
3	17.34	4.40	0	20	0.190	0.0	1.0	0.8058	0.4479	1.1420
4	16.64	5.33	0	20	0.170	0.0	0.5	0.8215	0.5129	1.1648
5	17.62	5.15	2	20	0.140	0.0	1.0	0.7391	0.0167	1.1098
6	18.26	3.95	2	20	0.140	0.0	1.0	0.7448	0.0167	1.1685
7	17.60	4.90	1	20	0.170	0.0	1.0	0.7098	0.2633	1.1122
8	18.84	2.61	11	20	0.120	0.0	0.5	0.6554	0.1655	1.1225
9	17.64	5.38	0	20	0.190	0.0	1.0	0.6237	0.0167	1.0849
10	15.82	6.54	0	20	0.180	0.0	1.0	0.6649	0.0662	1.1464
11	17.42	5.12	1	20	0.090	0.0	1.0	0.6456	0.2633	1.1464
12	16.98	6.04	2	20	0.080	0.0	0.5	0.6254	0.2633	1.0775
13	16.48	6.54	2	20	0.130	0.0	1.0	0.6393	0.2633	1.0872
14	14.54	7.56	2	20	0.080	0.0	0.5	0.6852	0.2633	1.1464
15	15.74	6.97	1	20	0.140	0.0	1.0	0.6714	0.2633	1.1225
16	15.78	6.66	0	20	0.090	0.0	0.5	0.7009	0.2633	1.1464
17	16.90	6.04	2	20	0.120	0.0	1.0	0.6637	0.0916	1.1645
18	17.56	5.68	2	20	0.150	0.0	1.0	0.5883	0.0916	1.0849
19	17.96	5.30	0	20	0.090	0.0	1.0	0.5428	0.2633	1.1645
20	18.08	4.27	3	20	0.080	0.0	0.5	0.6805	0.2633	1.1301
21	17.38	5.50	2	20	0.130	0.0	1.0	0.6284	0.0916	1.1464
22	16.56	6.40	0	20	0.120	0.0	1.0	0.6585	0.2633	1.1301
23	14.96	6.84	2	20	0.160	0.0	0.5	0.6723	0.0916	1.0939
24	15.96	6.79	0	20	0.110	0.0	0.5	0.6463	0.2633	1.0849
25	17.36	5.41	2	20	0.070	0.0	0.5	0.6547	0.2633	1.1645
26	14.72	7.54	0	20	0.150	0.0	1.0	0.6483	0.2633	1.1153
27	16.26	6.70	2	20	0.120	0.0	1.0	0.5667	0.2633	1.1225
28	17.70	5.18	3	20	0.120	0.0	1.0	0.6739	0.2633	1.1645
29	15.66	6.79	0	20	0.130	0.0	0.5	0.6846	0.2633	1.1645
30	17.56	5.60	2	20	0.100	0.0	0.5	0.6016	0.0916	1.1648
31	17.64	5.35	2	20	0.140	0.0	1.0	0.6052	0.0916	1.1225
32	16.58	6.02	0	20	0.160	0.0	1.0	0.6988	0.2633	1.1648
33	16.26	6.56	2	20	0.170	0.0	1.0	0.6519	0.2124	1.1225
34	16.32	6.28	2	20	0.140	0.0	1.0	0.6237	0.2633	1.1648
35	17.56	5.30	2	20	0.110	0.0	1.0	0.6855	0.0662	1.1153
36	17.04	6.23	2	20	0.100	0.0	0.5	0.6331	0.0916	1.0994
37	16.12	6.62	2	20	0.100	0.0	0.5	0.6799	0.2633	1.1648
38	17.22	5.68	0	20	0.150	0.0	1.0	0.5894	0.0735	1.1648
39	15.62	7.10	0	20	0.090	0.0	0.5	0.6077	0.2633	1.0849
40	16.42	6.39	2	20	0.090	0.0	1.0	0.6496	0.2633	1.1098
41	16.78	5.66	2	20	0.120	0.0	0.5	0.6618	0.0916	1.1464
42	15.92	6.77	2	20	0.130	0.0	1.0	0.6430	0.1191	1.1645
43	16.26	6.63	2	20	0.120	0.0	1.0	0.6169	0.0916	1.1420
44	14.88	7.04	2	20	0.170	0.0	0.5	0.6556	0.0916	1.1122
45	16.42	6.46	2	20	0.120	0.0	0.5	0.6148	0.0916	1.1648
46	15.96	6.77	2	20	0.080	0.0	1.0	0.6302	0.2633	1.1225
47	17.24	5.41	2	20	0.160	0.0	1.0	0.6021	0.0916	1.1648
48	17.04	5.99	0	20	0.140	0.0	1.0	0.6061	0.0916	1.1645
49	16.70	6.24	2	20	0.090	0.0	0.5	0.5451	0.0916	1.1122
50	17.22	5.93	2	20	0.180	0.0	1.0	0.5755	0.0916	1.1648
