Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G1 | G51	19	2	0.592563	2.2949
G1	2	G29	18	1	0.871588	1.4659
G2	1	G18 & (G15 | G98)	17	3	0.415851	2.3716
G2	2	G15 & G18 & G98	16	3	0.415851	2.3216
G2	3	G15 & G18 & G36	17	3	0.527679	2.2598
G2	4	G15 & G18	17	2	1.394944	1.7875
G2	5	G18 & G98	16	2	1.304081	1.7375
G2	6	G18 & (G51 | G60)	16	3	1.381622	1.7375
G3	1	G66 | G91 | G98	18	3	0.532698	2.3048
G3	2	G66 | G91	17	2	0.782954	2.0045
G3	3	G91 | G98	17	2	0.860629	1.9269
G4	1	G46 | (G10 & G97)	19	3	0.201914	2.6856
G4	2	G46	19	1	0.173497	2.2140
G5	1	G73 | (G100 & G82)	20	3	0.094933	2.8426
G5	2	G82 | (G100 & G73)	20	3	0.094933	2.8426
G5	3	G82 & (G100 | G73)	20	3	0.094933	2.8426
G5	4	G73 | (G47 & G82)	19	3	0.230534	2.6570
G5	5	G73 | (G59 & G82)	20	3	0.301705	2.6358
G5	6	G82 & (G59 | G73)	20	3	0.301705	2.6358
G5	7	G73 | G82	20	2	0.342011	2.5955
G5	8	G73 & G82	19	2	0.342011	2.5455
G5	9	G73 | (G100 & G21) | (G100 & G82)	19	4	0.171676	2.2158
G5	10	G82	20	1	0.342460	2.0950
G5	11	G73	19	1	0.481016	1.9065
G6	1	~G6 | (G71 & G8)	17	3	0.912768	1.8747
G6	2	~G6 | (G20 & G71)	16	3	1.111151	1.7375
G7	1	G47 & G50 & G59	18	3	0.512155	2.3253
G7	2	G50 & G60 & G90	18	3	0.735460	2.1020
G7	3	G50 & G59	18	2	0.848085	1.9894
G7	4	G47 & G59	18	2	0.862007	1.9755
G8	1	G19 & G50 & G55	19	3	0.344165	2.5433
G8	2	G19 & G50	18	2	0.358703	2.4788
G8	3	G50 & G55	19	2	0.414577	2.4729
G8	4	G19 & G55	18	2	0.398870	2.4386
G8	5	G50	18	1	0.413734	1.9238
G9	1	G36 | G58	17	2	0.440629	2.3469
G9	2	G36 | (G58 & G92)	17	3	0.494228	2.2933
G9	3	G36 | G62	16	2	0.677583	2.0599
G9	4	G36 & (G43 | G58)	17	3	0.785117	2.0024
G9	5	G36	17	1	0.494228	1.7933
G9	6	G36 | (G58 & G92 & G93)	17	4	0.570526	1.7170
G10	1	G56 & G91 & G93	20	3	0.094398	2.8431
G10	2	G56 & G93	20	2	0.416009	2.5215
G10	3	G56 & G83 & G91 & G93	20	4	0.104206	2.3333
G10	4	G13 & G56 & G83 & G93	19	4	0.124021	2.2635
G10	5	G56 & G60	19	2	0.678518	2.2090
G10	6	G33 & G35 & G56 & G93	19	4	0.344288	2.0432
G11	1	G83 & (~G15 | ~G24)	19	3	0.319447	2.5681
G11	2	G83 | (G15 & G24)	18	3	0.319447	2.5181
G11	3	G83 & (G28 | ~G24)	18	3	0.773465	2.0640
G11	4	G83 & (~G15 | ~G18)	18	3	0.807222	2.0303
G11	5	G83	18	1	0.939628	1.3979
G12	1	G63 | ~G59	18	2	0.899096	1.9384
G13	1	G14 | (G64 & G70)	20	3	0.122422	2.8151
G13	2	G14 | (G70 & G85)	20	3	0.182648	2.7549
G13	3	G14 | G70	20	2	0.182648	2.7549
G13	4	G14	20	1	0.122422	2.3151
G14	1	G15 | (G82 & ~G95)	20	3	0.251199	2.6863
G14	2	G15 | G82	20	2	0.562151	2.3753
G14	3	G82	19	1	0.488599	1.8989
G14	4	G15 | (G33 & G82) | (G82 & G95)	19	4	0.549674	1.8378
G14	5	~G37	19	1	0.735862	1.6516
G15	1	G94 & (G40 | G81)	19	3	0.276842	2.6107
G15	2	G81 & (G40 | G94)	19	3	0.276842	2.6107
G15	3	G81 | (G40 & G94)	19	3	0.276842	2.6107
G15	4	G81 & (G40 | G61)	18	3	0.276962	2.5605
G15	5	G81	19	1	0.276842	2.1107
G15	6	G94	18	1	0.284466	2.0530
G15	7	G81 | (G40 & G41 & G61) | (G41 & G61 & G94)	19	5	0.317815	1.6322
G15	8	G81 & (G40 | G41 | G61) & (G41 | G61 | G94)	18	5	0.317815	1.5822
G15	9	(G40 & G88) | (G41 & G81) | (G61 & G81)	18	5	0.325854	1.5741
G16	1	G94 & (G31 | G33)	18	3	0.498580	2.3389
G16	2	G94 & (G31 | G33) & (G31 | G57)	19	4	0.102962	2.2845
G16	3	G31 & G94 & (G33 | G57)	18	4	0.102962	2.2345
G16	4	G94 & (G31 | G33) & (G31 | G55)	18	4	0.235612	2.1019
G17	1	G69 | (G46 & ~G27)	18	3	0.391431	2.4461
G17	2	G69 | G87	18	2	0.895715	1.9418
G17	3	G69 | (G46 & G87)	18	3	0.917049	1.9205
G18	1	G5 & G75 & G9	20	3	0.272174	2.6653
G18	2	G5 & G75	20	2	0.686951	2.2505
G18	3	G13 & G75	19	2	0.908734	1.9788
G19	1	G39 & ~G79	19	2	0.611172	2.2763
G19	2	G39 & G4	20	2	0.669038	2.2685
G20	1	G24 & (G56 | G75)	17	3	0.585902	2.2016
G20	2	G24 & (G75 | G97)	17	3	0.645414	2.1421
G20	3	G24 & G75 & (G46 | G69)	17	4	0.345507	1.9420
G20	4	G24 & (G46 | G97)	16	3	0.857742	1.8798
G20	5	G24 & G46	16	2	1.052853	1.7375
G21	1	G24 | G26 | G40	18	3	0.639724	2.1978
G21	2	G26 | G40	17	2	0.783506	2.0040
G22	1	G57 | (G24 & G92)	19	3	0.350722	2.5368
G22	2	G57 | (G77 & G79)	20	3	0.427362	2.5101
G22	3	G57 | G79	20	2	0.533462	2.4040
G22	4	G57 | (G43 & G79 & G88)	19	4	0.066593	2.3209
G22	5	G57	19	1	0.253915	2.1336
G23	1	G11 & G38	20	2	0.634173	2.3033
G23	2	G38	19	1	0.483581	1.9039
G23	3	G11	19	1	0.698804	1.6887
G24	1	G24 & G72 & G83	19	3	0.289193	2.5983
G24	2	G72 & (G25 | G41)	20	3	0.438682	2.4988
G25	1	G78 & G91 & ~G62	17	3	0.657835	2.1297
G25	2	G78 & G91	17	2	0.895171	1.8923
G26	1	G10 & (G36 | G90)	17	3	0.477048	2.3105
G26	2	G10 | (G75 & G78 & ~G36)	18	4	0.196886	2.1406
G26	3	G10	17	1	0.477048	1.8105
G27	1	G17 & G4 & G90	17	3	0.279960	2.5075
G27	2	G17 & G4	17	2	0.571068	2.2164
G28	1	G21 | G37 | G8	19	3	0.445493	2.4420
G28	2	G21 | G35 | G8	19	3	0.504685	2.3828
