Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G1	1	G10 & G3 & G8	2.5177	0.369769	19	0	3	0	6	0	0	0	0.666666666666667	0.45	20	11	3
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G2	1	G7 | ~G10	1.9768	0.710738	15	0	2	3	4	0	0	0	0.444444444444444	0.7	20	6	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G3	1	G10 & G3 & G8	2.5974	0.290061	19	1	1	3	4	0.5	0.25	0.333333333333333	0.555555555555556	0.65	20	7	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G4	1	G3 & G8 & G9	2.808	0.079502	19	1	2	3	3	0.333333333333333	0.25	0.285714285714286	0.444444444444444	0.55	20	9	3
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G4	2	G3 & G8 & ~G9	2.808	0.079502	19	1	2	3	3	0.333333333333333	0.25	0.285714285714286	0.444444444444444	0.45	20	11	3
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G5	1	G10 & G5 & G9	2.5574	0.330102	19	0	2	1	6	0	0	0	0.666666666666667	0.85	20	3	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G6	1	G1 & G4 & G8	2.6607	0.226843	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.65	20	7	3
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G7	1	G7 | (G4 & G8)	2.3543	0.483228	18	0	2	1	6	0	0	0	0.666666666666667	0.7	20	6	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G8	1	G10 & G8 & ~G1	1.8702	0.867331	16	0	2	0	7	0	0	0	0.777777777777778	0.5	20	10	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G9	1	G4 | G7	2.7784	0.109111	19	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G9	2	G7 | (G4 & G8)	2.7784	0.109111	19	0	3	0	6	0	0	0	0.666666666666667	0.75	20	5	3
10	size10_1	rules_WCSS_size10_1_5	WCSS	5	rules_by_gene.tsv	G10	1	G4 | G8 | G9	2.8009	0.086625	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.7	20	6	3
