rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
2	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
3	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
4	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
5	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
6	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
7	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
8	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
9	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
10	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
11	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
12	G3 & (G2 | G6) & (G2 | G8)	16	4	0.5	G2, G3, G6, G8	4	2	0.6914082278456278
13	G2 & G3	15	2	0.0	G2, G3	2	2	1.2202685902128065
14	G2 & G3	15	2	0.0	G2, G3	2	2	1.2202685902128065
15	G2 & G3 & (G10 | G6)	15	4	0.5	G10, G2, G3, G6	4	2	0.543883383366957
16	G2 & G3 & G4	14	3	0.0	G2, G3, G4	3	2	0.421153932806244
17	G3 & G6	14	2	0.0	G3, G6	2	2	1.5703955933704439
18	G2 & G3 & (G1 | G8)	14	4	0.5	G1, G2, G3, G8	4	2	0.4301363641839907
19	G2 & G6	13	2	0.0	G2, G6	2	2	1.0360546390894156
20	G1 & G6 & G8	13	3	0.0	G1, G6, G8	3	2	1.073371456566941
21	G8 & ~G1 & ~G6	13	3	0.0	G1, G6, G8	3	2	1.073371456566941
22	G10 & G8	13	2	0.0	G10, G8	2	2	1.472196544416207
23	G1 & G2	13	2	0.0	G1, G2	2	2	1.5018869709712863
24	G6 & G8	13	2	0.0	G6, G8	2	2	1.606497521740483
25	G6 & G8	13	2	0.0	G6, G8	2	2	1.606497521740483
26	G6 & G8	13	2	0.0	G6, G8	2	2	1.606497521740483
27	G1 & G10 & G7 & (G6 | G8)	13	5	1.0	G1, G10, G6, G7, G8	5	2	0.31044996420814136
28	G1 & G8 & ~G5	12	3	0.0	G1, G5, G8	3	2	0.5016547390432008
29	G3 & G8	12	2	0.0	G3, G8	2	2	0.5474996566370238
30	G3 & (G6 | G8)	12	3	0.0	G3, G6, G8	3	2	0.5474996566370238
31	G6	12	1	0.5	G6	1	2	1.073371456566941
32	G2 & G7	12	2	0.0	G2, G7	2	2	1.5708773094928272
33	G3 & G8	12	2	0.0	G3, G8	2	2	1.6392133027628306
34	G3 & G4	12	2	0.0	G3, G4	2	2	1.6436090680049498
35	G3 & (G1 | G8) & (G7 | G8)	12	4	0.5	G1, G3, G7, G8	4	2	1.1673488473766318
36	G6 | (G1 & G7 & G8)	12	4	0.5	G1, G6, G7, G8	4	2	1.2909384774515178
37	G6	12	1	0.5	G6	1	2	1.395317129423592
38	G3	11	1	0.5	G3	1	2	0.5474996566370238
39	G3 & G7	11	2	0.0	G3, G7	2	2	0.8681900962311538
40	G3 & G7	11	2	0.0	G3, G7	2	2	0.8681900962311538
41	G6 & G7 & G8	11	3	0.0	G6, G7, G8	3	2	1.0070026085485637
42	G1 & G3 & G8	11	3	0.0	G1, G3, G8	3	2	1.1408785188208432
43	G3 & (G6 | G9) & (G8 | G9)	11	4	0.5	G3, G6, G8, G9	4	2	1.2498353265766202
44	G3 | G8	10	2	0.0	G3, G8	2	2	1.6392133027628306
45	G6 & G7 & (G8 | G9)	10	4	0.5	G6, G7, G8, G9	4	2	0.9234133299462187
46	G1 | G9	9	2	0.0	G1, G9	2	2	1.6900037829525445
47	~G3	9	1	0.5	G3	1	2	1.032515056131234
48	~G2	9	1	0.5	G2	1	2	1.4148124226243954
49	G1	9	1	0.5	G1	1	2	1.7124775289275336
50	~G4	7	1	0.5	G4	1	2	1.4347262555439815
