generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.76	5.57	0	20	0.370	0.0	1.0	0.9211	0.1977	1.6447
1	13.34	4.59	2	20	0.300	0.0	1.0	0.8818	0.1546	1.5504
2	14.18	4.78	2	20	0.270	0.0	1.0	0.7386	0.2248	1.6435
3	15.00	4.85	2	20	0.260	0.0	1.0	0.7345	0.2146	1.6438
4	15.20	5.42	2	20	0.280	0.0	0.5	0.6489	0.1907	1.6374
5	15.32	5.97	0	20	0.370	0.0	0.5	0.5950	0.2970	1.6242
6	15.74	6.08	1	20	0.360	0.0	0.5	0.5976	0.2142	1.6438
7	17.12	5.09	2	20	0.330	0.0	0.5	0.5739	0.2970	1.6374
8	15.48	5.66	4	20	0.240	0.0	0.5	0.7267	0.2970	1.6374
9	15.98	5.36	0	20	0.190	0.0	0.5	0.6579	0.1913	1.5972
10	15.36	4.82	2	20	0.140	0.0	0.5	0.7747	0.2970	1.6374
11	14.98	5.18	3	20	0.120	0.0	1.0	0.8344	0.2142	1.6447
12	15.52	5.42	2	20	0.120	0.0	0.5	0.7351	0.1324	1.6355
13	14.82	5.20	0	20	0.160	0.0	1.0	0.7040	0.1439	1.6357
14	16.72	4.75	2	20	0.100	0.0	1.0	0.6514	0.0497	1.4956
15	16.78	3.54	7	20	0.120	0.0	1.0	0.6324	0.0497	1.5921
16	14.40	5.77	0	20	0.120	0.0	1.0	0.5879	0.0520	1.6374
17	16.12	4.34	6	20	0.200	0.0	1.0	0.5836	0.1418	1.6447
18	16.30	4.88	0	20	0.140	0.0	1.0	0.5710	0.1439	1.6447
19	16.98	4.26	0	20	0.120	0.0	0.5	0.5465	0.0741	1.4428
20	15.80	5.33	0	20	0.140	0.0	1.0	0.6293	0.0712	1.5725
21	15.80	4.68	2	20	0.120	0.0	0.5	0.5595	0.1100	1.4955
22	16.88	4.80	2	20	0.090	0.0	1.0	0.4494	0.0788	1.4955
23	15.18	5.53	2	20	0.130	0.0	1.0	0.4577	0.0799	1.3381
24	16.08	4.42	2	20	0.080	0.0	1.0	0.4383	0.0377	0.9636
25	16.98	4.24	6	20	0.240	0.0	1.5	0.3508	0.0135	1.1097
26	16.78	4.39	5	20	0.150	0.0	1.0	0.3449	0.0720	1.2973
27	17.02	4.20	7	20	0.130	0.0	1.0	0.4497	0.0326	1.5019
28	16.56	4.48	2	20	0.110	0.0	1.5	0.3959	0.0799	1.6435
29	15.60	5.00	0	20	0.130	0.0	1.0	0.4603	0.0406	1.6351
30	14.32	5.56	0	20	0.180	0.0	1.5	0.4016	0.0559	1.6357
31	14.86	5.80	0	20	0.190	0.0	1.5	0.3377	0.0741	1.6280
32	16.02	4.90	0	20	0.170	0.0	1.0	0.3889	0.0799	1.6351
33	16.70	5.07	0	20	0.160	0.0	1.0	0.4262	0.0616	1.5783
34	14.90	5.60	0	20	0.110	0.0	1.0	0.4414	0.0799	1.4789
35	15.94	5.23	2	20	0.110	0.0	1.0	0.3892	0.0596	1.5268
36	17.28	3.79	8	20	0.170	0.0	1.5	0.3698	0.0525	1.6351
37	16.68	3.94	8	20	0.230	0.0	1.5	0.3624	0.0223	1.4379
38	16.38	4.31	3	20	0.310	0.0	1.5	0.3368	0.0439	0.7524
39	14.28	5.28	0	20	0.160	0.0	1.0	0.4663	0.0634	1.6447
40	16.20	4.61	3	20	0.160	0.0	1.5	0.4563	0.0595	1.6447
41	16.14	4.59	5	20	0.240	0.0	1.5	0.3985	0.0547	1.5136
42	15.54	4.50	7	20	0.130	0.0	1.0	0.4716	0.0552	1.6447
43	16.82	3.98	7	20	0.150	0.0	1.0	0.4596	0.0777	1.6447
44	16.64	4.12	6	20	0.090	0.0	1.0	0.3707	0.0779	1.3577
45	15.60	5.48	3	20	0.150	0.0	1.5	0.4287	0.0324	1.6079
46	17.04	3.98	7	20	0.160	0.0	1.5	0.3393	0.0564	1.5123
47	17.80	3.70	7	20	0.180	0.0	1.0	0.3008	0.0454	0.8736
48	16.66	4.81	3	20	0.120	0.0	1.0	0.4006	0.0558	1.3754
49	15.86	5.09	0	20	0.280	0.0	1.5	0.3937	0.0384	1.6447
50	15.10	6.06	0	20	0.120	0.0	1.5	0.4081	0.0406	1.5504
