generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.60	4.00	2	17	0.390	0.0	1.0	0.7466	0.1844	0.9140
1	12.16	4.22	2	18	0.310	0.0	1.0	0.6860	0.1549	0.9140
2	13.54	4.64	2	18	0.350	0.0	1.5	0.6597	0.0463	0.9131
3	14.98	3.72	3	19	0.310	0.0	1.5	0.6454	0.0132	0.9110
4	15.64	3.62	5	19	0.300	0.0	1.5	0.6303	0.0876	0.9108
5	15.52	3.36	5	19	0.200	0.0	1.5	0.6639	0.0674	0.9108
6	14.88	4.00	3	19	0.170	0.0	1.0	0.6619	0.1438	0.9110
7	15.54	3.58	6	19	0.180	0.0	1.0	0.6539	0.1261	0.9112
8	15.48	3.80	5	19	0.210	0.0	1.5	0.7126	0.3364	0.9110
9	14.78	4.02	5	19	0.130	0.0	1.0	0.7166	0.2935	0.9138
10	14.54	4.54	1	19	0.160	0.0	1.5	0.7519	0.1676	0.9110
11	14.74	4.46	1	19	0.070	0.0	1.0	0.7733	0.2759	0.9112
12	15.10	4.67	2	19	0.090	0.0	1.0	0.7617	0.1164	0.9110
13	15.66	3.50	8	19	0.180	0.0	1.5	0.7609	0.2201	0.9110
14	15.28	3.85	4	19	0.100	0.0	0.5	0.7521	0.4632	0.9111
15	14.46	4.53	2	19	0.120	0.0	0.5	0.7046	0.3280	0.9110
16	15.42	3.39	7	19	0.070	0.0	0.5	0.6850	0.1392	0.9110
17	14.92	4.46	6	20	0.200	0.0	1.5	0.6481	0.1392	0.9098
18	16.06	3.53	4	20	0.130	0.0	1.0	0.6662	0.0989	0.9008
19	15.42	4.04	4	20	0.140	0.0	1.5	0.7069	0.0731	0.9110
20	16.12	3.67	6	20	0.120	0.0	1.0	0.7324	0.1992	0.9108
21	15.44	4.29	5	20	0.080	0.0	0.5	0.7893	0.1865	0.9140
22	16.26	3.38	9	20	0.130	0.0	1.0	0.8024	0.1865	0.9108
23	16.40	3.88	5	20	0.130	0.0	0.5	0.8321	0.6488	0.9115
24	16.80	3.92	1	20	0.080	0.0	0.5	0.8346	0.4122	0.9114
25	16.40	3.97	5	20	0.070	0.0	0.5	0.8252	0.4661	0.9116
26	16.92	3.12	9	20	0.110	0.0	0.5	0.8160	0.5136	0.9071
27	16.22	3.77	5	20	0.080	0.0	0.5	0.8058	0.2556	0.9116
28	15.46	4.78	3	20	0.140	0.0	1.0	0.8243	0.2759	0.9112
29	15.90	4.00	5	20	0.090	0.0	1.0	0.8272	0.2037	0.9115
30	15.32	4.68	1	20	0.120	0.0	0.5	0.8163	0.1865	0.9071
31	15.18	4.62	3	20	0.100	0.0	0.5	0.8139	0.4661	0.8899
32	15.94	4.22	6	20	0.120	0.0	0.5	0.8036	0.1865	0.9114
33	16.02	4.34	2	20	0.100	0.0	1.5	0.7770	0.1281	0.9112
34	15.82	3.92	7	20	0.140	0.0	1.5	0.7978	0.1641	0.9115
35	16.66	2.85	9	20	0.120	0.0	1.0	0.7572	0.1101	0.9115
36	15.24	4.26	6	20	0.110	0.0	1.0	0.7553	0.1599	0.9115
37	15.12	4.72	4	20	0.170	0.0	1.0	0.7616	0.0490	0.9115
38	15.84	3.97	4	20	0.160	0.0	1.5	0.7846	0.2573	0.9132
39	15.84	4.37	5	20	0.160	0.0	1.5	0.7911	0.1399	0.9113
40	16.14	3.97	5	20	0.090	0.0	0.5	0.7862	0.1779	0.8899
41	15.28	4.63	5	20	0.130	0.0	1.0	0.7617	0.1164	0.9116
42	15.94	4.00	7	20	0.150	0.0	1.0	0.7226	0.1615	0.9115
43	14.82	4.33	5	20	0.180	0.0	1.0	0.7267	0.1615	0.9096
44	14.66	4.93	1	20	0.160	0.0	1.0	0.7517	0.1872	0.9112
45	14.34	5.17	4	20	0.090	0.0	0.5	0.7853	0.1537	0.8995
46	15.12	4.63	4	20	0.160	0.0	1.0	0.7266	0.1962	0.8901
47	15.68	4.05	4	20	0.160	0.0	0.5	0.7267	0.1865	0.9113
48	14.34	4.60	4	20	0.150	0.0	0.5	0.7622	0.3040	0.9008
49	13.84	4.66	4	20	0.180	0.0	1.0	0.7668	0.2759	0.9112
50	14.98	4.39	5	20	0.090	0.0	0.5	0.7849	0.3113	0.8840
