Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G55 | ~G78	20	2	0.252043	2.6855
G1	2	G39 | G4 | G53 | (G55 & G62)	20	5	0.238996	1.7610
G2	1	G17 & G78 & G8	20	3	0.133707	2.8038
G2	2	G78 & G8	20	2	0.581094	2.3564
G2	3	G17 & G8	19	2	0.629855	2.2576
G2	4	G17 & G78	19	2	0.657769	2.2297
G3	1	G12 & ~G30	20	2	0.146146	2.7914
G3	2	G31 & G77	20	2	0.254592	2.6829
G3	3	~G30	20	1	0.295298	2.1422
G3	4	~G87	20	1	0.312553	2.1249
G3	5	G31	19	1	0.406976	1.9805
G4	1	G21 & (G65 | ~G76)	19	3	0.047048	2.8405
G4	2	G21	20	1	0.023232	2.4143
G5	1	G99 & (G17 | G66)	19	3	0.252725	2.6348
G5	2	G17 & G99	19	2	0.914596	1.9729
G5	3	G87 & G99	18	2	0.919677	1.9178
G5	4	~G12 | ~G90	19	2	1.159307	1.8875
G5	5	G30 | G99	18	2	1.297120	1.8375
G5	6	G99	18	1	1.110973	1.3375
G5	7	G52	18	1	1.067786	1.3375
G6	1	G30 & G96 & ~G80	20	3	0.303145	2.6344
G6	2	G30 & G96 & ~G23	20	3	0.528951	2.4085
G6	3	False	20	1	0.303145	2.1344
G6	4	G10 & G25 & G26 & G80 & ~G69	20	5	0.045798	1.9542
G6	5	G26 & G96 & ~G30 & ~G80	19	4	0.681271	1.7062
G7	1	G4 & (G39 | G59)	19	3	0.202311	2.6852
G7	2	G4 | (G24 & G62 & G94)	19	4	0.020383	2.3671
G7	3	G4	19	1	0.095731	2.2918
G7	4	G4 | G55	18	2	0.601988	2.2355
G7	5	G4 | G42	19	2	0.724041	2.1635
G7	6	G4 | (G100 & G62 & G80) | (G55 & G62 & G80)	18	5	0.068304	1.8317
G8	1	G10 & G17 & G51	20	3	0.061936	2.8756
G8	2	G10 & G51	20	2	0.076654	2.8608
G8	3	G17 & G51 & G77	20	3	0.206323	2.7312
G8	4	G13 & G17 & G51	20	3	0.245895	2.6916
G8	5	G51 & G8	19	2	0.202301	2.6852
G8	6	G11 & G46	20	2	0.593423	2.3441
G8	7	G17 & G51	19	2	0.672702	2.2148
G8	8	G11 & G78	19	2	1.224112	1.8875
G9	1	G66 | G88	16	2	0.507620	2.2299
G9	2	G88 | (G13 & G22)	16	3	0.518498	2.2190
G9	3	G88 | (G19 & G3)	17	3	0.569904	2.2176
G9	4	G19 | G88	16	2	0.588054	2.1494
G9	5	G88 | (G19 & G66) | (G30 & G66)	17	4	0.405424	1.8821
G9	6	G88	16	1	0.411621	1.8259
G9	7	G88 | (G19 & G66) | (G32 & G66)	17	4	0.473004	1.8145
G9	8	G88 & (G19 | G29 | G30 | G61)	16	5	0.201316	1.5987
G10	1	G3 & (G66 | G9)	20	3	0.245276	2.6922
G10	2	G10 & G3	19	2	0.412672	2.4748
G10	3	G3 & (G10 | G9) & (G68 | G9)	19	4	0.251313	2.1362
G10	4	G3	19	1	0.445481	1.9420
G11	1	~G1 & (~G39 | ~G91)	16	3	0.678049	2.0595
G11	2	~G1 & (~G18 | ~G67)	16	3	0.685572	2.0519
G11	3	~G33 | ~G39	17	2	0.784327	2.0032
G11	4	~G1 & (~G56 | ~G91)	16	3	0.742818	1.9947
G11	5	~G39	16	1	0.824462	1.4130
G11	6	~G1	16	1	1.063022	1.2375
G12	1	~G1 | ~G39 | ~G42	19	3	0.294770	2.5927
G12	2	~G42 | (G67 & ~G24)	18	3	0.280954	2.5565
G12	3	~G42 | (G67 & ~G1)	19	3	0.381778	2.5057
G12	4	~G42 | (G46 & G98)	19	3	0.415598	2.4719
G12	5	~G42	19	1	0.536762	1.8507
G12	6	~G39	18	1	0.544873	1.7926
G12	7	G36	18	1	0.777058	1.5604
G13	1	~G58 & (G28 | G50)	19	3	0.189241	2.6983
G13	2	G51 & ~G48 & ~G86	19	3	0.235275	2.6522
G13	3	~G22 & ~G52 & ~G58	19	3	0.263278	2.6242
G13	4	~G58 & (G50 | G52)	19	3	0.277533	2.6100
G13	5	~G5 & ~G58	19	2	0.295986	2.5915
G13	6	~G58 & (G50 | G72)	19	3	0.298557	2.5889
G13	7	G50 & ~G52 & ~G73	18	3	0.418424	2.4191
G13	8	~G58	19	1	0.457225	1.9303
G13	9	~G5	18	1	0.437269	1.9002
G13	10	~G48	18	1	0.579204	1.7583
G14	1	G46 & (G56 | G92)	20	3	0.110544	2.8270
G14	2	G56 | (G40 & G8)	20	3	0.120026	2.8175
G14	3	G56 | (G43 & G67)	19	3	0.112390	2.7751
G14	4	G56 | (G40 & G92)	19	3	0.256974	2.6305
G14	5	G46 & G56	19	2	0.298711	2.5888
G14	6	G46	19	1	0.252268	2.1352
G14	7	G56	19	1	0.311590	2.0759
G15	1	G17 & (G23 | G34)	20	3	0.395676	2.5418
G15	2	G23 & (G17 | G34)	19	3	0.411319	2.4762
G15	3	G17 & G23	19	2	0.668312	2.2192
G16	1	G28 & (G15 | G87)	17	3	0.293575	2.4939
G16	2	G15 | G21 | G87	17	3	0.406346	2.3812
G16	3	G21 & G28 & G30	17	3	0.523388	2.2641
G16	4	G30 & (G21 | G28)	17	3	0.523388	2.2641
G16	5	G15 | G87	17	2	0.524761	2.2627
G16	6	G15 | G21	17	2	0.760570	2.0269
G16	7	G22 | G91	17	2	1.035883	1.7875
G16	8	G15	17	1	0.558294	1.7292
G16	9	G87	17	1	0.655969	1.6315
G16	10	G21	17	1	0.760548	1.5270
G16	11	(G22 & G79) | (G28 & G30) | (G79 & G91)	17	5	0.511205	1.3388
G17	1	G17 | G56	20	2	0.063309	2.8742
G17	2	G15 | G17 | G56	19	3	0.063309	2.8242
G17	3	G56 | (G17 & G39)	19	3	0.207068	2.6804
G17	4	G15 | G56 | G98	19	3	1.059115	1.8875
G17	5	G15 | G56	19	2	1.310292	1.8875
G17	6	G17	19	1	0.559047	1.8285
G18	1	G11 & (G70 | G95)	17	3	0.674793	2.1127
G18	2	G70 & (G82 | G96)	17	3	1.040557	1.7875
G18	3	G70 & G82	17	2	1.183075	1.7875
G18	4	G70 & (G68 | G8)	16	3	0.981037	1.7565
G19	1	G50 & ~G33 & ~G70	17	3	0.166252	2.6212
G19	2	(G50 & ~G70) | (G70 & ~G33)	17	3	0.166252	2.6212
G19	3	~G33 & (G50 | G70)	17	3	0.166252	2.6212
G19	4	~G33 & ~G5 & ~G70	17	3	0.250310	2.5372
G19	5	~G52 | (~G5 & ~G70)	17	3	0.271520	2.5160
G19	6	~G52 & (~G5 | ~G70)	17	3	0.271520	2.5160
G19	7	G50 & (G97 | ~G70)	18	3	0.722710	2.1148
G19	8	~G5	17	1	0.621088	1.6664
G20	1	G88 | (G10 & G91)	17	3	0.453867	2.3336
G20	2	G10 | (G88 & G91)	17	3	0.458020	2.3295
G20	3	G3 | G88	16	2	0.777228	1.9603
G20	4	G10 | G88	17	2	0.837318	1.9502
G20	5	G3 | G88 | (G10 & G41 & G8)	16	5	0.323690	1.4763
G20	6	G88	16	1	0.836750	1.4007
G21	1	G21 | (G71 & G91)	19	3	0.177471	2.7100
G21	2	G87 & (G22 | G91)	19	3	0.228064	2.6594
G21	3	G21 & (G22 | G91)	19	3	0.341739	2.5458
G21	4	G21 & G91	18	2	0.428933	2.4086
G21	5	G21 | G22	18	2	0.448241	2.3893
G21	6	G22 | G91	18	2	0.693337	2.1442
G21	7	G21 & (G51 | G70 | G91)	18	4	0.212191	2.1253
G21	8	G21 | (G51 & G68 & G91)	18	4	0.277422	2.0601
G21	9	G87 & (G22 | G24 | G81) & (G22 | G51 | G81)	18	5	0.448754	1.4512
G22	1	G16 & (G46 | G96)	20	3	0.155367	2.7821
G22	2	G16 & (G3 | G96)	20	3	0.182663	2.7548
G22	3	G74 & G96	19	2	0.710633	2.1769
G22	4	G48 & G96	19	2	0.720665	2.1668
G23	1	G17 & G23 & G59	19	3	0.348283	2.5392
G23	2	G17 & G23 & G52	19	3	0.350995	2.5365
G23	3	G52 & G59	18	2	0.319852	2.5176
G23	4	G17 & G52	19	2	0.394821	2.4927
G23	5	G23 & (G17 | G59)	18	3	0.348283	2.4892
G23	6	G23 & G30	18	2	0.388682	2.4488
G23	7	G17 & G23 & G33	18	3	0.438977	2.3985
G23	8	G17 & G23	19	2	0.525058	2.3624
G23	9	G17 & G30	19	2	0.528664	2.3588
G23	10	G17 & G59	19	2	0.924896	1.9626
G23	11	G52	18	1	0.467226	1.8703
G23	12	G23	18	1	0.646796	1.6907
G23	13	G48	18	1	0.667759	1.6697
G24	1	G32 & (G24 | G25)	18	3	0.290233	2.5473
G24	2	G32 & G35 & G59	19	3	0.377549	2.5100
G24	3	G32 & G59	19	2	0.380081	2.5074
G24	4	G32 & (G62 | ~G25)	19	3	0.384342	2.5032
G24	5	G32 & G35	19	2	0.408257	2.4792
G24	6	G35 & G59	19	2	0.509674	2.3778
G24	7	G35 & G59 & G7	18	3	0.491884	2.3456
G24	8	G24 & G35	18	2	0.643667	2.1938
G24	9	G32	19	1	0.229697	2.1578
G24	10	G32 | (G15 & G25) | (G15 & G45)	19	4	0.332053	2.0554
G24	11	G59	18	1	0.451312	1.8862
G24	12	G32 & (G15 | G24 | G80) & (G15 | G25 | G80)	19	5	0.064223	1.8858
G25	1	G50 & G82 & G9	18	3	0.530596	2.3069
G25	2	G50 & G9	18	2	1.085223	1.8375
G25	3	G11 & G82 & G9	17	3	0.953573	1.8339
G25	4	G50 & G68 & G9	17	3	1.056757	1.7875
G25	5	G13 & G82 & G9	17	3	1.057043	1.7875
G26	1	G24 & G71 & G96	17	3	0.202400	2.5851
G26	2	G24 & G68 & G71	17	3	0.490191	2.2973
G26	3	G23 & G68 & G71	17	3	0.683505	2.1040
G26	4	G71 & G86 & G96	17	3	0.868255	1.9192
G26	5	G71 & G86	16	2	1.170373	1.7375
G26	6	G71 & G82	16	2	1.208618	1.7375
G26	7	G24 & G68 & G71 & G96	16	4	0.536692	1.7008
G27	1	G35 & (G38 | G4)	20	3	0.109987	2.8275
G27	2	G4 | (G35 & G38)	20	3	0.109987	2.8275
G27	3	G35 & G4	20	2	0.109987	2.8275
G27	4	G35 | (G38 & G4)	20	3	0.109987	2.8275
G27	5	G35 & (G28 | G4)	20	3	0.196895	2.7406
G27	6	G4	20	1	0.079905	2.3576
G27	7	G35 | (G38 & G4) | (G4 & G57)	20	4	0.082301	2.3552
G27	8	G21 & G35 & G74	19	3	0.584162	2.3033
G27	9	G4 & (G42 | G89)	20	3	0.693266	2.2442
G27	10	G35 | G4	20	2	0.695943	2.2416
G27	11	G32 | G4	20	2	0.729360	2.2081
G27	12	G34 | G35	19	2	0.691446	2.1961
G28	1	G62 | G63 | G71	16	3	0.483084	2.2544
G28	2	G63 | G71	16	2	0.974698	1.7628
G28	3	G93 | (G62 & G71)	16	3	1.056212	1.7375
G28	4	G34 | G93	16	2	1.079970	1.7375
G29	1	G17 & G36 & G76	18	3	0.501292	2.3362
G29	2	G13 & G3 & G76	18	3	0.504036	2.3335
G29	3	G3 & G36 & G76	18	3	0.534616	2.3029
G29	4	G29 & G3 & G89	17	3	0.713030	2.0745
G29	5	G17 & G36	17	2	0.922630	1.8649
G29	6	G36 & G94	17	2	0.926886	1.8606
G29	7	G29 & G76	17	2	1.047714	1.7875
G29	8	G29 & G3 & G36 & G76 & G81	17	5	0.263469	1.5865
G29	9	G17 & G29 & G76 & G81	17	4	0.782334	1.5052
G30	1	G87 | (G44 & G64)	18	3	0.087485	2.7500
G30	2	G64 | G87	17	2	0.087485	2.7000
G30	3	G44 | G87	17	2	0.358067	2.4294
G30	4	G87 & (G21 | G64)	18	3	0.414820	2.4227
G30	5	G21 & G87	18	2	0.446813	2.3907
G30	6	G87	18	1	0.087485	2.2500
G30	7	G87 | (G44 & G64 & ~G66)	18	4	0.117644	2.2199
G30	8	G87 | (G64 & G95)	17	3	0.571340	2.2162
G30	9	G35 & G87	17	2	0.575949	2.2116
G30	10	G87 | (G27 & G35) | (G44 & G64)	17	5	0.202047	1.6480
G30	11	G87 | (G27 & G35 & G44) | (G27 & G35 & G64)	17	5	0.202047	1.6480
G31	1	~G39 | (~G4 & ~G46)	19	3	0.463144	2.4244
G31	2	~G39 | (G46 & G86)	19	3	0.530961	2.3565
G31	3	~G39 | ~G58	19	2	0.563790	2.3237
G31	4	~G39 | (~G83 & ~G86)	19	3	0.572987	2.3145
G31	5	G46 | ~G39	18	2	0.591427	2.2461
G31	6	~G39	19	1	0.563790	1.8237
G32	1	G21 | (G100 & G30)	20	3	0.211281	2.7262
G32	2	G21 | (G30 & ~G77)	20	3	0.309763	2.6277
G32	3	G23 | G30	20	2	0.426451	2.5110
G32	4	G21	20	1	0.251281	2.1862
G32	5	G59 & (G21 | G29) & (G21 | G76)	20	4	0.315106	2.1224
G33	1	G17 & G21 & G30	18	3	0.261237	2.5763
G33	2	G17 & G30 & G5	18	3	1.009266	1.8375
G33	3	G17 & G21	18	2	1.045725	1.8375
G33	4	G17 & G28 & G30	17	3	0.989969	1.7975
G33	5	G21 & G5	17	2	1.078537	1.7875
G33	6	G21 & G30	17	2	1.165740	1.7875
G33	7	G30 & G91	17	2	1.206955	1.7875
G33	8	G5	17	1	1.041369	1.2875
G33	9	G21	17	1	1.133913	1.2875
G33	10	G30	17	1	1.271942	1.2875
G34	1	G39 & ~G18	18	2	1.094833	1.8375
G35	1	G30 | (G23 & G31)	20	3	0.149233	2.7883
G35	2	G23 & (G90 | G91)	20	3	0.156615	2.7809
G35	3	G32 & (G30 | G6)	19	3	0.301111	2.5864
G35	4	G30 | G4	19	2	0.322748	2.5648
G35	5	G23	20	1	0.156615	2.2809
G35	6	G23 | (G51 & G59 & G91)	19	4	0.255058	2.1324
G36	1	G19 | G56 | G6	19	3	0.699334	2.1882
G36	2	G19 | G56	18	2	0.738236	2.0993
G36	3	G19 | G78	18	2	0.834551	2.0029
G36	4	G56 | G78	18	2	0.869100	1.9684
G37	1	G65	19	1	0.881035	1.5065
G38	1	G18 | G49 | G90	19	3	0.346804	2.5407
G38	2	G18 | G90	19	2	0.624125	2.2634
G38	3	G49 | G90	19	2	0.634341	2.2532
G38	4	G90	18	1	0.454192	1.8833
G39	1	G17 & G48 & G7	18	3	0.230642	2.6069
G39	2	~G49 & (G3 | G39) & (G34 | G39)	19	4	0.394172	1.9933
G40	1	G26 & G90 & G97	17	3	0.804971	1.9825
G40	2	G26 & G90	17	2	1.063677	1.7875
G41	1	G18 & G26 & G4	19	3	0.081056	2.8064
G41	2	G18 & G4 & G44	18	3	0.450956	2.3865
G41	3	G18 & G4 & G8	18	3	0.657579	2.1799
G41	4	G26 & G4 & G95	18	3	0.756195	2.0813
G41	5	G18 & G4	18	2	0.804728	2.0328
G41	6	G18 & G20 & G24 & G4	18	4	0.309761	2.0277
G41	7	G18 & G26	19	2	1.211720	1.8875
G41	8	G18 & G99	18	2	0.953765	1.8837
G41	9	G1 & G18 & G26 & G3 & G61 & G87	18	6	0.043162	1.8568
G41	10	G1 & G26 & G3 & G65 & G68 & G87	18	6	0.151229	1.7488
G42	1	G53 | (G5 & G80)	20	3	0.207552	2.7299
G42	2	G53 | (G5 & G82)	20	3	0.236089	2.7014
G42	3	G5 | G53	19	2	0.196828	2.6907
G42	4	G5 | (G39 & G70)	19	3	0.241384	2.6461
G42	5	G39 & G5	19	2	0.241790	2.6457
G42	6	G21 & G5	19	2	0.269758	2.6177
G42	7	G5 | G6	19	2	0.538504	2.3490
G42	8	G53 | (G5 & G80 & G82)	20	4	0.151810	2.2857
G42	9	G5	19	1	0.407391	1.9801
G43	1	G2 & G50 & G51	18	3	0.111777	2.7257
G43	2	G2 & G51	18	2	0.948772	1.8887
G43	3	G2 & G50	18	2	1.151968	1.8375
G44	1	G34 & G60	19	2	0.888408	1.9991
G45	1	G26 & G37 & G72	18	3	0.268584	2.5689
G45	2	G17 & G26 & G37 & G72	18	4	0.079526	2.2580
G45	3	G26 & G72 & G74	18	3	0.764304	2.0732
G45	4	G26 & G72	18	2	0.768368	2.0691
G45	5	G1 & G17 & G26 & G31 & G72	17	5	0.201924	1.6481
G46	1	~G58 | (~G52 & ~G81)	20	3	0.156579	2.7809
G46	2	~G52 | (~G29 & ~G32)	19	3	0.201384	2.6861
G46	3	~G21 | ~G52 | ~G58	20	3	0.255322	2.6822
G46	4	~G52	20	1	0.260432	2.1771
G46	5	~G23	20	1	0.288101	2.1494
G46	6	~G21	20	1	0.301223	2.1363
G46	7	~G87	20	1	0.351886	2.0856
G46	8	~G58	19	1	0.547806	1.8397
G47	1	G35 & G54 & G83	17	3	0.470125	2.3174
G47	2	G83 & (G35 | G6)	17	3	0.559313	2.2282
G47	3	G54 & G83	18	2	0.909460	1.9280
G48	1	G17 & G48 & G74	19	3	0.126063	2.7614
G48	2	G17 & G48	19	2	0.568424	2.3191
G48	3	G17 & G74	19	2	0.592816	2.2947
