generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.68	4.26	3	17	0.390	0.0	1.0	1.0056	0.1063	1.7010
1	12.84	4.16	3	18	0.270	0.0	1.0	0.9383	0.1063	1.6899
2	12.34	4.26	4	18	0.250	0.0	0.5	0.9258	0.3216	1.6584
3	13.60	4.21	3	18	0.320	0.0	0.5	0.9442	0.2054	1.7010
4	14.28	3.91	5	18	0.310	0.0	0.5	0.9215	0.3591	1.7233
5	13.86	4.26	3	18	0.280	0.0	0.5	0.8965	0.3328	1.7010
6	14.38	4.18	3	18	0.110	0.0	0.5	0.8243	0.3591	1.6429
7	14.56	3.60	5	18	0.140	0.0	0.5	0.7867	0.3597	1.6899
8	16.48	2.81	3	18	0.130	0.0	0.5	0.7119	0.4575	1.1864
9	15.32	3.90	3	18	0.160	0.0	0.5	0.6797	0.0850	1.2591
10	15.06	3.28	3	18	0.190	0.0	0.5	0.7754	0.2911	1.7010
11	15.98	2.31	9	18	0.190	0.0	0.5	0.7385	0.2487	1.7010
12	14.94	3.44	5	18	0.110	0.0	0.5	0.7195	0.3512	1.6897
13	15.20	3.23	3	18	0.150	0.0	0.5	0.7380	0.4575	1.7233
14	15.74	2.54	7	18	0.210	0.0	1.0	0.7285	0.1041	1.7233
15	14.42	4.45	3	18	0.140	0.0	0.5	0.7407	0.3512	1.6897
16	15.76	2.86	5	18	0.230	0.0	0.5	0.6835	0.0774	1.7233
17	15.64	2.90	3	18	0.190	0.0	1.0	0.6512	0.2642	1.2591
18	15.48	3.09	3	18	0.190	0.0	0.5	0.7077	0.2711	1.3901
19	15.50	3.18	3	18	0.220	0.0	1.5	0.6704	0.2642	1.4909
20	16.00	2.55	6	18	0.190	0.0	0.5	0.6843	0.4575	1.1864
21	16.62	2.12	6	18	0.150	0.0	1.0	0.6143	0.2035	1.3127
22	15.94	3.23	3	18	0.140	0.0	1.0	0.6438	0.2487	1.2591
23	15.40	3.07	3	18	0.200	0.0	1.0	0.6561	0.2642	1.7010
24	15.38	2.83	5	18	0.150	0.0	0.5	0.6788	0.2167	1.7010
25	15.04	2.85	5	18	0.170	0.0	0.5	0.6539	0.1041	1.5864
26	15.56	3.02	5	18	0.140	0.0	0.5	0.6320	0.2167	1.6899
27	15.08	3.75	3	18	0.160	0.0	1.0	0.6520	0.2706	1.4909
28	13.50	4.72	3	18	0.160	0.0	1.0	0.6879	0.2642	1.5864
29	14.74	3.87	3	18	0.130	0.0	0.5	0.6893	0.1452	1.7233
30	16.48	1.76	12	18	0.120	0.0	1.0	0.5783	0.2024	1.1628
31	15.76	2.60	9	18	0.170	0.0	1.0	0.6424	0.2642	1.7010
32	15.56	3.27	5	18	0.130	0.0	1.0	0.6196	0.2642	1.6429
33	15.68	2.72	5	18	0.160	0.0	1.0	0.6228	0.2706	1.6557
34	15.34	3.43	3	18	0.180	0.0	1.0	0.6454	0.2273	1.1628
35	14.70	3.58	3	18	0.140	0.0	1.0	0.6439	0.1970	1.5864
36	15.32	2.60	9	18	0.140	0.0	1.0	0.5723	0.0642	1.1058
37	15.56	2.95	5	18	0.170	0.0	0.5	0.6468	0.2706	1.6584
38	15.04	3.82	3	18	0.140	0.0	1.0	0.5776	0.0642	1.3457
39	15.06	3.09	4	18	0.110	0.0	0.5	0.5883	0.2487	1.6557
40	14.20	4.19	3	18	0.190	0.0	1.0	0.7101	0.2706	1.8096
41	15.38	3.28	5	18	0.140	0.0	0.5	0.5879	0.1041	1.6899
42	14.60	3.65	5	18	0.110	0.0	1.0	0.5530	0.2706	1.3901
43	15.32	3.33	3	18	0.110	0.0	0.5	0.5399	0.1833	1.6610
44	15.32	3.53	5	18	0.110	0.0	0.5	0.6123	0.2706	1.3457
45	16.06	2.71	5	18	0.140	0.0	1.0	0.5466	0.1471	1.3457
46	15.68	2.64	8	18	0.090	0.0	0.5	0.5536	0.1899	1.6429
47	14.92	3.72	5	18	0.140	0.0	0.5	0.6301	0.2542	1.3457
48	16.14	2.33	9	18	0.140	0.0	0.5	0.5753	0.2273	1.4909
49	15.10	3.34	7	18	0.160	0.0	0.5	0.5967	0.2706	1.2591
50	14.52	3.76	5	18	0.080	0.0	0.5	0.5432	0.2706	1.3457
