combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
3_3_4_4_2_2_4_4_4_0	0.029047619047619044	0.62	1	1.0	-0.0	0.9	1.0	25	9	2.5	0.5	0.5	172	G10 & G3 & G5	62	G6 & G7 & ~G5	21	G2 | ~G8	34	G10 | (G7 & G8)	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	133	G9 | (~G4 & ~G8)	4	G1 & G3	9	G8 | ~G6	0.62
0_2_4_2_2_2_4_1_3_3	0.032857142857142856	0.62	1	1.0	-0.0	0.9	1.0	25	10	2.5	0.5	0.5	169	G10 | (G1 & G2)	63	G6 & (G2 | ~G5)	21	G2 | ~G8	32	G2 | G4 | ~G3	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	130	~G4 | (~G5 & ~G9)	3	G1 & G8	4	G10 | G8	0.62
3_2_4_0_2_2_4_3_3_3	0.035238095238095235	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	172	G10 & G3 & G5	63	G6 & (G2 | ~G5)	21	G2 | ~G8	30	G5 | (~G3 & ~G4)	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	132	G9 & (G7 | G8)	3	G1 & G8	4	G10 | G8	0.64
3_1_0_4_2_0_4_4_3_3	0.03904761904761904	0.64	1	1.0	-0.0	0.8	1.0	25	9	2.5	0.5	0.5	172	G10 & G3 & G5	64	G9 & (G5 | G6)	17	~G4 & ~G8	34	G10 | (G7 & G8)	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	133	G9 | (~G4 & ~G8)	3	G1 & G8	4	G10 | G8	0.64
4_0_4_4_2_2_4_4_3_0	0.04047619047619047	0.62	1	1.0	-0.0	0.9	1.0	25	12	2.5	0.5	0.5	173	~G7 & (~G1 | ~G9)	65	G6 & G9 & ~G5	21	G2 | ~G8	34	G10 | (G7 & G8)	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	133	G9 | (~G4 & ~G8)	3	G1 & G8	9	G8 | ~G6	0.62
3_4_0_4_2_4_4_2_4_3	0.04285714285714286	0.64	1	1.0	-0.0	0.8	1.0	25	10	2.5	0.5	0.5	172	G10 & G3 & G5	61	~G8 & (~G4 | ~G5)	17	~G4 & ~G8	34	G10 | (G7 & G8)	57	~G6 & ~G8	55	G3 & G7 & ~G5	11	G2 | ~G1	131	G9 & (G4 | ~G5)	4	G1 & G3	4	G10 | G8	0.64
4_0_0_4_2_1_4_1_3_0	0.048095238095238094	0.62	1	1.0	-0.0	0.9	1.0	25	14	2.5	0.5	0.5	173	~G7 & (~G1 | ~G9)	65	G6 & G9 & ~G5	17	~G4 & ~G8	34	G10 | (G7 & G8)	57	~G6 & ~G8	58	~G8 & (G2 | G6)	11	G2 | ~G1	130	~G4 | (~G5 & ~G9)	3	G1 & G8	9	G8 | ~G6	0.62
0_4_0_2_2_2_4_1_3_0	0.048095238095238094	0.62	1	1.0	-0.0	0.9	1.0	25	14	2.5	0.5	0.5	169	G10 | (G1 & G2)	61	~G8 & (~G4 | ~G5)	17	~G4 & ~G8	32	G2 | G4 | ~G3	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	130	~G4 | (~G5 & ~G9)	3	G1 & G8	9	G8 | ~G6	0.62
2_4_4_1_2_2_4_2_4_0	0.05047619047619047	0.64	1	1.0	-0.0	0.8	1.0	25	12	2.5	0.5	0.5	171	G5 | (G2 & G4)	61	~G8 & (~G4 | ~G5)	21	G2 | ~G8	31	G10 | (~G1 & ~G3)	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	131	G9 & (G4 | ~G5)	4	G1 & G3	9	G8 | ~G6	0.64
0_3_0_2_2_3_4_3_3_0	0.05666666666666667	0.66	1	1.0	-0.0	0.7	1.0	25	11	2.5	0.5	0.5	169	G10 | (G1 & G2)	62	G6 & G7 & ~G5	17	~G4 & ~G8	32	G2 | G4 | ~G3	57	~G6 & ~G8	56	~G8 & (~G5 | ~G9)	11	G2 | ~G1	132	G9 & (G7 | G8)	3	G1 & G8	9	G8 | ~G6	0.66
2_3_4_2_2_0_4_3_3_0	0.05904761904761906	0.6799999999999999	1	1.0	-0.0	0.6	1.0	25	9	2.5	0.5	0.5	171	G5 | (G2 & G4)	62	G6 & G7 & ~G5	21	G2 | ~G8	32	G2 | G4 | ~G3	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	132	G9 & (G7 | G8)	3	G1 & G8	9	G8 | ~G6	0.6799999999999999
3_0_0_0_2_2_4_0_3_0	0.06047619047619048	0.66	1	1.0	-0.0	0.7	1.0	25	12	2.5	0.5	0.5	172	G10 & G3 & G5	65	G6 & G9 & ~G5	17	~G4 & ~G8	30	G5 | (~G3 & ~G4)	57	~G6 & ~G8	57	G6 & (G2 | ~G8)	11	G2 | ~G1	129	G9 | (~G2 & ~G5)	3	G1 & G8	9	G8 | ~G6	0.66
1_1_0_2_2_0_4_4_4_0	0.0642857142857143	0.66	1	1.0	-0.0	0.7	1.0	25	13	2.5	0.5	0.5	170	G4 & (~G7 | ~G8)	64	G9 & (G5 | G6)	17	~G4 & ~G8	32	G2 | G4 | ~G3	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	133	G9 | (~G4 & ~G8)	4	G1 & G3	9	G8 | ~G6	0.66
4_2_0_1_2_0_4_3_3_0	0.0680952380952381	0.66	1	1.0	-0.0	0.7	1.0	25	14	2.5	0.5	0.5	173	~G7 & (~G1 | ~G9)	63	G6 & (G2 | ~G5)	17	~G4 & ~G8	31	G10 | (~G1 & ~G3)	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	132	G9 & (G7 | G8)	3	G1 & G8	9	G8 | ~G6	0.66
3_0_0_3_2_0_4_3_3_0	0.07047619047619048	0.6799999999999999	1	1.0	-0.0	0.6	1.0	25	12	2.5	0.5	0.5	172	G10 & G3 & G5	65	G6 & G9 & ~G5	17	~G4 & ~G8	33	~G9 | (~G3 & ~G6)	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	132	G9 & (G7 | G8)	3	G1 & G8	9	G8 | ~G6	0.6799999999999999
4_3_4_1_2_0_4_3_4_3	0.07047619047619048	0.6799999999999999	1	1.0	-0.0	0.6	1.0	25	12	2.5	0.5	0.5	173	~G7 & (~G1 | ~G9)	62	G6 & G7 & ~G5	21	G2 | ~G8	31	G10 | (~G1 & ~G3)	57	~G6 & ~G8	59	G6 & (~G10 | ~G8)	11	G2 | ~G1	132	G9 & (G7 | G8)	4	G1 & G3	4	G10 | G8	0.6799999999999999
