rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G31	19	1	0.5	G31	1	1	0.6556356994899601
2	~G31	19	1	0.5	G31	1	1	0.6556356994899601
3	~G31	19	1	0.5	G31	1	1	0.6556356994899601
4	~G31	19	1	0.5	G31	1	1	0.6556356994899601
5	~G31	19	1	0.5	G31	1	1	0.6556356994899601
6	~G31	19	1	0.5	G31	1	1	0.6556356994899601
7	~G31	19	1	0.5	G31	1	1	0.6556356994899601
8	~G31	19	1	0.5	G31	1	1	0.6556356994899601
9	~G31	19	1	0.5	G31	1	1	0.6556356994899601
10	~G31	19	1	0.5	G31	1	1	0.6556356994899601
11	~G31	19	1	0.5	G31	1	1	0.6556356994899601
12	~G31	19	1	0.5	G31	1	1	0.6556356994899601
13	~G31	19	1	0.5	G31	1	1	0.6556356994899601
14	~G31	19	1	0.5	G31	1	1	0.6556356994899601
15	~G31	19	1	0.5	G31	1	1	0.6556356994899601
16	~G31	19	1	0.5	G31	1	1	0.6556356994899601
17	~G31	19	1	0.5	G31	1	1	0.6556356994899601
18	~G31	19	1	0.5	G31	1	1	0.6556356994899601
19	~G31	19	1	0.5	G31	1	1	0.6556356994899601
20	~G31	19	1	0.5	G31	1	1	0.6556356994899601
21	~G31	19	1	0.5	G31	1	1	0.6556356994899601
22	~G31	19	1	0.5	G31	1	1	0.6556356994899601
23	~G31	19	1	0.5	G31	1	1	0.6556356994899601
24	~G31	19	1	0.5	G31	1	1	0.6556356994899601
25	G1 & ~G90	16	2	0.0	G1, G90	2	1	0.578798375269553
26	~G12	15	1	0.5	G12	1	1	1.214902705370871
27	~G12	15	1	0.5	G12	1	1	1.214902705370871
28	~G12	15	1	0.5	G12	1	1	1.214902705370871
29	~G88	13	1	0.5	G88	1	1	0.901438298478827
30	~G88	13	1	0.5	G88	1	1	0.901438298478827
31	~G88	13	1	0.5	G88	1	1	0.901438298478827
32	G7	13	1	0.5	G7	1	1	1.4770021233248736
33	~G12 & ~G82	12	2	0.0	G12, G82	2	1	1.1477093948139911
34	G64 & G88	12	2	0.0	G64, G88	2	1	1.2922773588834575
35	~G18	11	1	0.5	G18	1	1	1.0156604650851304
36	~G95	10	1	0.5	G95	1	1	1.2662890788738392
37	~G95	10	1	0.5	G95	1	1	1.2662890788738392
38	~G95	10	1	0.5	G95	1	1	1.2662890788738392
39	~G67	9	1	0.5	G67	1	1	1.5683880669078403
40	~G17	8	1	0.5	G17	1	1	0.5962286930782665
41	~G64	8	1	0.5	G64	1	1	1.2541481302265471
42	~G80	7	1	0.5	G80	1	1	1.3722435157439858
43	~G59	5	1	0.5	G59	1	1	1.2300430175499066
44	~G4	4	1	0.5	G4	1	1	0.9625585952785218
45	~G58	3	1	0.5	G58	1	1	1.04124524536393
46	~G87	2	1	0.5	G87	1	1	0.8342762881384079
47	~G5	2	1	0.5	G5	1	1	0.8479064053530637
48	G31	1	1	0.5	G31	1	1	0.6556356994899601
49	G31	1	1	0.5	G31	1	1	0.6556356994899601
50	G31	1	1	0.5	G31	1	1	0.6556356994899601
