generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.96	2.47	6	15	0.360	0.0	1.5	1.0741	0.1935	1.2439
1	10.56	2.69	5	15	0.260	0.0	1.0	1.0535	0.1935	1.2535
2	11.82	2.49	6	15	0.250	0.0	1.0	0.9966	0.0707	1.2439
3	12.80	2.05	7	15	0.200	0.0	1.0	1.0263	0.3528	1.2562
4	12.54	2.79	6	16	0.280	0.0	0.5	1.0104	0.3528	1.2288
5	12.16	3.07	5	16	0.280	0.0	1.0	1.0154	0.3075	1.2434
6	13.12	2.72	5	16	0.270	0.0	1.5	1.0304	0.0930	1.2266
7	13.16	2.56	8	16	0.200	0.0	1.0	1.0169	0.4461	1.2514
8	13.10	2.67	5	16	0.120	0.0	0.5	1.0666	0.4783	1.2510
9	14.02	2.31	6	16	0.090	0.0	0.5	0.9878	0.4783	1.2093
10	14.10	2.05	10	16	0.140	0.0	1.0	0.9387	0.1794	1.2061
11	13.48	2.71	4	16	0.140	0.0	1.0	0.9559	0.3290	1.2196
12	13.92	2.00	8	16	0.220	0.0	1.0	0.9168	0.2354	1.2533
13	13.86	2.34	7	16	0.130	0.0	1.0	0.8910	0.3188	1.2173
14	14.04	2.48	6	16	0.210	0.0	1.5	0.8640	0.0487	1.2434
15	14.26	2.16	8	16	0.190	0.0	1.5	0.8434	0.0438	1.2311
16	14.38	1.75	10	16	0.220	0.0	1.5	0.8006	0.0279	1.2291
17	13.88	2.58	6	16	0.150	0.0	1.0	0.8665	0.0416	1.1889
18	13.70	2.66	5	16	0.120	0.0	0.5	0.8932	0.3611	1.2420
19	13.92	2.18	7	17	0.160	0.0	1.0	0.8674	0.0797	1.2508
20	13.58	2.90	6	18	0.130	0.0	1.0	0.8244	0.2111	1.2520
21	13.42	2.53	8	18	0.140	0.0	1.0	0.8815	0.3611	1.2521
22	13.64	2.95	6	18	0.170	0.0	1.0	0.8585	0.0279	1.2521
23	13.20	3.38	6	18	0.090	0.0	0.5	0.9548	0.3611	1.2521
24	14.44	2.55	8	18	0.130	0.0	1.0	0.9718	0.1515	1.2521
25	14.02	3.55	5	18	0.090	0.0	1.0	0.9975	0.4055	1.2521
26	14.24	3.39	6	18	0.100	0.0	0.5	1.0296	0.1785	1.2313
27	14.10	3.66	6	18	0.080	0.0	0.5	1.0606	0.2582	1.2379
28	14.26	3.58	6	18	0.140	0.0	1.0	1.0615	0.2693	1.2410
29	14.54	3.34	6	18	0.100	0.0	1.0	1.0506	0.3601	1.2527
30	14.52	3.31	5	18	0.140	0.0	1.5	1.0701	0.2244	1.2442
31	14.62	3.55	6	18	0.120	0.0	1.5	1.0694	0.2442	1.2537
32	14.16	3.62	7	18	0.110	0.0	1.0	1.0718	0.6512	1.2533
33	14.04	3.46	7	18	0.120	0.0	1.0	1.0471	0.0587	1.2323
34	13.84	3.09	8	18	0.140	0.0	1.5	1.0175	0.2588	1.2495
35	14.14	3.32	8	18	0.160	0.0	1.5	1.0127	0.2361	1.2430
36	14.62	3.16	9	18	0.110	0.0	0.5	1.0554	0.2923	1.2488
37	14.30	3.69	6	18	0.140	0.0	1.0	1.0488	0.0609	1.2535
38	15.36	2.87	8	18	0.140	0.0	0.5	1.0424	0.2442	1.2535
39	14.18	3.65	7	18	0.150	0.0	1.0	0.9924	0.2442	1.2472
40	14.02	3.46	8	18	0.210	0.0	1.0	0.9276	0.0587	1.2472
41	13.52	3.65	4	18	0.110	0.0	0.5	0.9873	0.4219	1.2441
42	14.50	3.42	5	18	0.120	0.0	1.0	0.9312	0.3996	1.2537
43	13.80	3.57	4	18	0.180	0.0	1.5	0.9234	0.2442	1.2472
44	14.34	3.13	7	18	0.100	0.0	0.5	0.9654	0.6200	1.2451
45	14.28	2.84	8	18	0.140	0.0	1.0	0.9128	0.2162	1.2472
46	14.14	3.04	6	18	0.210	0.0	1.5	0.9082	0.2503	1.2537
47	13.90	3.55	5	18	0.110	0.0	1.0	0.9470	0.4222	1.2472
48	15.28	2.54	9	18	0.090	0.0	1.0	0.9322	0.4531	1.2537
49	13.86	3.59	4	18	0.180	0.0	1.0	0.9526	0.1059	1.2562
50	14.54	3.29	7	18	0.140	0.0	1.5	0.9352	0.3166	1.2537
