generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.80	3.52	3	17	0.310	0.0	1.0	0.8864	0.0276	1.3809
1	12.08	3.53	3	17	0.270	0.0	0.5	0.9631	0.4245	1.3861
2	12.78	3.72	4	17	0.330	0.0	1.0	0.8833	0.1860	1.3708
3	12.68	3.71	4	18	0.240	0.0	0.5	0.9362	0.3555	1.3757
4	12.34	4.05	4	18	0.190	0.0	0.5	0.8952	0.3454	1.3757
5	12.72	4.20	3	18	0.130	0.0	0.5	0.9014	0.4724	1.3700
6	13.48	3.74	4	18	0.130	0.0	0.5	0.8971	0.1526	1.3849
7	14.10	4.20	4	18	0.140	0.0	0.5	0.8391	0.3760	1.3749
8	14.90	3.85	4	18	0.130	0.0	1.0	0.9024	0.5061	1.3861
9	15.30	3.78	4	18	0.100	0.0	0.5	0.8362	0.0660	1.3861
10	15.70	3.30	4	18	0.110	0.0	0.5	0.8579	0.2059	1.3861
11	15.64	2.99	4	18	0.120	0.0	0.5	0.8466	0.4534	1.3861
12	16.04	2.16	9	18	0.090	0.0	0.5	0.8114	0.4173	1.3700
13	15.78	2.39	6	18	0.150	0.0	1.0	0.8014	0.0673	1.3725
14	16.32	2.24	9	18	0.110	0.0	0.5	0.7860	0.3334	1.3865
15	15.56	2.98	6	18	0.130	0.0	0.5	0.7748	0.1827	1.3757
16	15.64	3.65	2	18	0.060	0.0	0.5	0.7186	0.4451	1.3728
17	16.08	2.54	6	18	0.090	0.0	0.5	0.7283	0.2520	1.3708
18	16.62	1.78	13	18	0.130	0.0	1.0	0.6676	0.2133	1.3641
19	15.98	2.97	4	18	0.110	0.0	1.5	0.7002	0.2251	1.3641
20	16.52	2.50	6	18	0.130	0.0	1.0	0.6484	0.2666	1.1884
21	16.34	1.94	11	18	0.130	0.0	1.0	0.6952	0.1048	1.3189
22	15.74	3.14	3	18	0.190	0.0	1.0	0.7157	0.2425	1.3189
23	15.50	3.04	5	18	0.150	0.0	1.0	0.7111	0.4416	1.3642
24	15.26	3.28	4	18	0.190	0.0	1.0	0.7757	0.4109	1.3756
25	16.22	2.48	5	18	0.100	0.0	0.5	0.7293	0.4109	1.3420
26	16.22	3.13	5	18	0.110	0.0	1.0	0.6831	0.0901	1.1677
27	15.92	2.42	6	18	0.150	0.0	1.5	0.7385	0.0899	1.3095
28	16.02	2.38	6	18	0.100	0.0	1.0	0.6990	0.3524	1.3496
29	15.26	2.59	8	18	0.080	0.0	0.5	0.7468	0.4109	1.3752
30	15.68	3.17	4	18	0.180	0.0	1.0	0.7488	0.1544	1.3752
31	15.22	3.05	4	18	0.180	0.0	1.0	0.7144	0.2819	1.1884
32	15.82	2.70	6	18	0.100	0.0	0.5	0.7561	0.4109	1.1665
33	16.40	2.81	4	18	0.090	0.0	0.5	0.6800	0.3715	1.0311
34	16.52	2.10	6	18	0.130	0.0	1.0	0.7129	0.2099	1.0385
35	16.26	2.64	6	18	0.080	0.0	0.5	0.6914	0.3597	1.0465
36	16.32	2.52	6	18	0.080	0.0	1.0	0.7200	0.3343	1.3708
37	15.70	3.01	6	18	0.120	0.0	1.0	0.6946	0.1026	1.3374
38	16.34	2.38	6	18	0.160	0.0	1.0	0.6709	0.2648	1.3786
39	15.98	2.98	4	18	0.090	0.0	1.0	0.6631	0.0917	1.2459
40	16.02	3.01	3	18	0.140	0.0	1.5	0.6682	0.0415	1.3806
41	16.40	2.68	4	18	0.070	0.0	1.0	0.6271	0.0678	1.3224
42	16.22	2.60	5	18	0.110	0.0	1.5	0.6702	0.1619	1.1017
43	15.44	3.22	4	18	0.160	0.0	1.5	0.6635	0.0464	1.3706
44	16.14	2.52	5	18	0.170	0.0	1.5	0.5937	0.0876	1.2187
45	15.08	3.33	5	18	0.150	0.0	1.0	0.6892	0.0905	1.3390
46	15.46	2.87	6	18	0.190	0.0	1.0	0.6492	0.0876	1.1174
47	15.68	3.25	5	18	0.160	0.0	1.0	0.7381	0.0876	1.3420
48	16.06	3.08	4	18	0.140	0.0	1.0	0.6732	0.0787	1.2723
49	16.68	2.00	10	18	0.160	0.0	1.5	0.5959	0.0917	1.1245
50	16.40	1.99	12	18	0.120	0.0	1.0	0.6682	0.0917	1.3284
