generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.84	3.78	3	17	0.390	0.0	1.0	1.0244	0.1475	1.7747
1	12.52	4.51	3	18	0.350	0.0	1.0	0.8591	0.0470	1.7677
2	13.78	4.41	1	18	0.170	0.0	1.0	0.8453	0.1475	1.7258
3	14.18	4.52	3	19	0.130	0.0	1.0	0.8334	0.0337	1.7503
4	15.10	3.30	3	19	0.130	0.0	0.5	0.9480	0.1313	1.7608
5	16.28	2.46	8	19	0.140	0.0	1.0	0.7303	0.0366	1.7554
6	16.22	3.18	7	19	0.150	0.0	0.5	0.6170	0.0671	1.7747
7	15.44	3.31	6	19	0.170	0.0	1.5	0.7625	0.0452	1.7747
8	16.06	3.37	2	19	0.220	0.0	1.5	0.6483	0.0404	1.7684
9	16.16	3.19	4	19	0.190	0.0	1.5	0.5282	0.0404	1.6781
10	16.30	3.85	2	19	0.200	0.0	1.5	0.5726	0.0347	1.6781
11	15.90	3.88	2	19	0.160	0.0	1.0	0.7101	0.0404	1.7743
12	15.30	4.88	1	19	0.250	0.0	1.5	0.6579	0.0311	1.7511
13	16.18	3.91	2	19	0.170	0.0	0.5	0.6359	0.0485	1.6819
14	17.20	2.59	2	19	0.160	0.0	1.0	0.5164	0.0485	1.6362
15	17.02	3.13	4	20	0.140	0.0	1.0	0.5321	0.0505	1.6781
16	16.00	4.22	4	20	0.120	0.0	0.5	0.6525	0.0485	1.6781
17	16.20	3.88	2	20	0.150	0.0	0.5	0.6001	0.0505	1.7511
18	17.12	3.52	4	20	0.130	0.0	1.0	0.4936	0.0558	1.6355
19	16.92	2.97	9	20	0.100	0.0	0.5	0.5619	0.0502	1.6382
20	16.52	4.13	2	20	0.170	0.0	0.5	0.4953	0.0485	1.6781
21	16.72	3.53	7	20	0.120	0.0	0.5	0.5944	0.1059	1.7029
22	17.38	3.17	6	20	0.200	0.0	1.0	0.4790	0.0365	1.5971
23	16.90	4.22	2	20	0.160	0.0	1.0	0.4116	0.0553	1.6382
24	17.38	3.42	2	20	0.210	0.0	1.0	0.4050	0.0774	1.5701
25	16.70	3.79	4	20	0.140	0.0	1.5	0.5328	0.0774	1.6055
26	17.14	3.49	2	20	0.170	0.0	1.5	0.4702	0.0554	1.5966
27	17.34	3.38	5	20	0.120	0.0	1.5	0.4232	0.0183	1.6079
28	16.94	3.82	4	20	0.110	0.0	1.0	0.5394	0.1306	1.6759
29	17.40	3.09	7	20	0.180	0.0	1.0	0.4529	0.0645	1.7743
30	17.50	2.66	11	20	0.170	0.0	1.0	0.4726	0.0514	1.7748
31	17.00	3.56	2	20	0.100	0.0	1.0	0.5178	0.0492	1.6016
32	17.94	2.34	11	20	0.070	0.0	0.5	0.4055	0.0645	1.5901
33	17.26	3.23	2	20	0.160	0.0	1.0	0.4640	0.0599	1.5917
34	17.68	3.06	4	20	0.170	0.0	1.5	0.4468	0.0118	1.5692
35	16.78	3.96	2	20	0.210	0.0	1.0	0.4619	0.0234	1.6900
36	17.06	3.71	2	20	0.110	0.0	0.5	0.5458	0.0891	1.6382
37	18.12	2.06	11	20	0.110	0.0	0.5	0.4636	0.1165	1.5617
38	17.28	3.26	5	20	0.170	0.0	1.0	0.5318	0.0165	1.6079
39	17.60	2.83	9	20	0.110	0.0	1.0	0.4914	0.0165	1.6919
40	16.92	3.25	8	20	0.200	0.0	1.0	0.5927	0.0592	1.6919
41	17.78	2.10	11	20	0.100	0.0	1.0	0.4674	0.0515	1.6919
42	16.72	4.15	2	20	0.160	0.0	1.5	0.4699	0.0218	1.6382
43	16.92	3.40	8	20	0.190	0.0	1.0	0.5117	0.0225	1.5659
44	17.72	2.77	9	20	0.110	0.0	0.5	0.5745	0.1322	1.6110
45	18.00	2.25	11	20	0.160	0.0	1.0	0.4693	0.0165	1.6967
46	17.86	2.83	9	20	0.070	0.0	0.5	0.5051	0.0645	1.6382
47	16.14	4.08	2	20	0.160	0.0	0.5	0.6343	0.0852	1.7029
48	16.82	3.92	2	20	0.170	0.0	1.5	0.5180	0.0593	1.7029
49	17.00	3.75	2	20	0.180	0.0	1.0	0.4568	0.0593	1.5617
50	17.08	3.46	6	20	0.170	0.0	1.0	0.4955	0.0435	1.6596
