combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
4_3_4_1_3_4_4_0_4_1	0.06	0.72	1	1.0	-0.0	0.4	1.0	27	3	2.7	0.45825756949558405	0.7000000000000002	125	G7 | ~G2 | ~G8	50	G9 | (G3 & G7)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	33	G4 & (G2 | G9)	58	G5 & G6 & G9	97	G8 | (G2 & G7)	31	G4 & (G10 | G9)	1	G1 & G7	0.72
3_0_4_1_3_0_4_2_4_1	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	124	~G2 | (G4 & ~G1)	53	G1 & G9 & ~G2	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	29	G4 & (G10 | G9)	58	G5 & G6 & G9	99	G4 & (G10 | G6)	31	G4 & (G10 | G9)	1	G1 & G7	0.72
3_3_4_1_3_0_0_1_3_1	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	124	~G2 | (G4 & ~G1)	50	G9 | (G3 & G7)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	29	G4 & (G10 | G9)	225	G9 & (G5 | G8)	98	G8 & (G2 | ~G7)	30	G4 & (G2 | G9)	1	G1 & G7	0.72
2_3_4_1_3_4_0_4_2_3	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	123	~G2 | (G10 & ~G1)	50	G9 | (G3 & G7)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	33	G4 & (G2 | G9)	225	G9 & (G5 | G8)	101	G10 | (G1 & G3)	29	G9 | (G10 & G5)	3	G7 & ~G9	0.72
1_3_4_1_3_2_3_4_1_1	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	122	~G2 | (G10 & ~G4)	50	G9 | (G3 & G7)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	31	G10 | (G4 & G9)	57	G7 & G8 & ~G10	101	G10 | (G1 & G3)	28	G2 | (G4 & G9)	1	G1 & G7	0.72
1_4_4_1_3_2_0_2_3_3	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	122	~G2 | (G10 & ~G4)	49	G9 & (G1 | G5)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	31	G10 | (G4 & G9)	225	G9 & (G5 | G8)	99	G4 & (G10 | G6)	30	G4 & (G2 | G9)	3	G7 & ~G9	0.72
3_1_4_1_3_4_0_3_2_3	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	124	~G2 | (G4 & ~G1)	52	G9 & (G1 | G4)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	33	G4 & (G2 | G9)	225	G9 & (G5 | G8)	100	G8 & (G2 | G3)	29	G9 | (G10 & G5)	3	G7 & ~G9	0.72
2_4_4_1_3_2_0_4_4_3	0.06571428571428571	0.72	1	1.0	-0.0	0.4	1.0	27	4	2.7	0.45825756949558405	0.7000000000000002	123	~G2 | (G10 & ~G1)	49	G9 & (G1 | G5)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	31	G10 | (G4 & G9)	225	G9 & (G5 | G8)	101	G10 | (G1 & G3)	31	G4 & (G10 | G9)	3	G7 & ~G9	0.72
3_4_4_1_3_1_2_2_3_1	0.07142857142857142	0.72	1	1.0	-0.0	0.4	1.0	27	5	2.7	0.45825756949558405	0.7000000000000002	124	~G2 | (G4 & ~G1)	49	G9 & (G1 | G5)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	30	G10 | G9 | ~G1	227	G3 & G5 & ~G7	99	G4 & (G10 | G6)	30	G4 & (G2 | G9)	1	G1 & G7	0.72
4_1_4_1_3_2_3_3_1_2	0.07142857142857142	0.72	1	1.0	-0.0	0.4	1.0	27	5	2.7	0.45825756949558405	0.7000000000000002	125	G7 | ~G2 | ~G8	52	G9 & (G1 | G4)	5	G10 | G9	234	G3 & G5 & G6	24	G10 | ~G8	31	G10 | (G4 & G9)	57	G7 & G8 & ~G10	100	G8 & (G2 | G3)	28	G2 | (G4 & G9)	2	G7 & ~G10	0.72
