combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_3_0_4_1_4_3_4_3_3	0.054285714285714284	0.64	1	1.0	-0.0	0.8	1.0	24	10	2.4	0.48989794855663565	0.3999999999999999	8	G5 | ~G8	39	G3 & ~G8	67	G1 & ~G3	85	G1 & (G7 | G8)	1	G3 & G6	107	~G9 & (~G4 | ~G7)	203	~G10 | ~G7	20	G5 & (G10 | G7)	124	G9 & (G2 | G3)	212	~G1 & ~G4	0.64
3_3_3_0_1_0_3_3_4_3	0.0642857142857143	0.66	1	1.0	-0.0	0.7	1.0	24	10	2.4	0.48989794855663565	0.3999999999999999	22	~G6 | ~G8	39	G3 & ~G8	80	G6 & ~G3	81	G9 | (G6 & G8)	1	G3 & G6	113	G6 | (~G8 & ~G9)	203	~G10 | ~G7	73	G10 & (G3 | G6)	113	G2 | (G1 & G9)	212	~G1 & ~G4	0.66
3_1_0_4_1_4_3_4_0_3	0.06571428571428571	0.64	1	1.0	-0.0	0.8	1.0	24	12	2.4	0.48989794855663565	0.3999999999999999	22	~G6 | ~G8	37	~G10 & ~G8	67	G1 & ~G3	85	G1 & (G7 | G8)	1	G3 & G6	107	~G9 & (~G4 | ~G7)	203	~G10 | ~G7	20	G5 & (G10 | G7)	121	G9 & (G2 | G8)	212	~G1 & ~G4	0.64
0_3_0_4_3_2_3_1_1_3	0.07142857142857142	0.64	1	1.0	-0.0	0.8	1.0	24	13	2.4	0.48989794855663565	0.3999999999999999	8	G5 | ~G8	39	G3 & ~G8	67	G1 & ~G3	85	G1 & (G7 | G8)	3	~G10 & ~G9	105	~G9 | (~G4 & ~G8)	203	~G10 | ~G7	75	G10 | (G8 & ~G3)	122	G9 & (G2 | G7)	212	~G1 & ~G4	0.64
3_1_0_4_2_1_3_3_1_3	0.07142857142857142	0.64	1	1.0	-0.0	0.8	1.0	24	13	2.4	0.48989794855663565	0.3999999999999999	22	~G6 | ~G8	37	~G10 & ~G8	67	G1 & ~G3	85	G1 & (G7 | G8)	2	G3 & ~G9	114	~G3 | ~G5 | ~G9	203	~G10 | ~G7	73	G10 & (G3 | G6)	122	G9 & (G2 | G7)	212	~G1 & ~G4	0.64
3_1_0_0_2_3_3_0_4_3	0.07571428571428572	0.66	1	1.0	-0.0	0.7	1.0	24	12	2.4	0.48989794855663565	0.3999999999999999	22	~G6 | ~G8	37	~G10 & ~G8	67	G1 & ~G3	81	G9 | (G6 & G8)	2	G3 & ~G9	106	G4 | G6 | ~G9	203	~G10 | ~G7	76	G10 & (G8 | ~G7)	113	G2 | (G1 & G9)	212	~G1 & ~G4	0.66
3_3_3_0_1_0_0_4_3_3	0.09190476190476193	0.62	1	1.0	-0.0	0.9	1.0	25	9	2.5	0.5	0.5	22	~G6 | ~G8	39	G3 & ~G8	80	G6 & ~G3	81	G9 | (G6 & G8)	1	G3 & G6	113	G6 | (~G8 & ~G9)	209	~G7 | (G1 & G5)	20	G5 & (G10 | G7)	124	G9 & (G2 | G3)	212	~G1 & ~G4	0.62
3_3_3_4_1_3_4_1_0_3	0.09190476190476193	0.62	1	1.0	-0.0	0.9	1.0	25	9	2.5	0.5	0.5	22	~G6 | ~G8	39	G3 & ~G8	80	G6 & ~G3	85	G1 & (G7 | G8)	1	G3 & G6	106	G4 | G6 | ~G9	204	G1 | G10 | ~G8	75	G10 | (G8 & ~G3)	121	G9 & (G2 | G8)	212	~G1 & ~G4	0.62
3_3_2_0_1_0_1_3_0_3	0.09619047619047622	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	22	~G6 | ~G8	39	G3 & ~G8	65	G10 | ~G3	81	G9 | (G6 & G8)	1	G3 & G6	113	G6 | (~G8 & ~G9)	201	G1 | G2 | G3	73	G10 & (G3 | G6)	121	G9 & (G2 | G8)	212	~G1 & ~G4	0.64
3_3_0_0_2_3_4_0_0_3	0.09761904761904763	0.62	1	1.0	-0.0	0.9	1.0	25	10	2.5	0.5	0.5	22	~G6 | ~G8	39	G3 & ~G8	67	G1 & ~G3	81	G9 | (G6 & G8)	2	G3 & ~G9	106	G4 | G6 | ~G9	204	G1 | G10 | ~G8	76	G10 & (G8 | ~G7)	121	G9 & (G2 | G8)	212	~G1 & ~G4	0.62
0_3_3_4_2_1_0_3_1_3	0.09761904761904763	0.62	1	1.0	-0.0	0.9	1.0	25	10	2.5	0.5	0.5	8	G5 | ~G8	39	G3 & ~G8	80	G6 & ~G3	85	G1 & (G7 | G8)	2	G3 & ~G9	114	~G3 | ~G5 | ~G9	209	~G7 | (G1 & G5)	73	G10 & (G3 | G6)	122	G9 & (G2 | G7)	212	~G1 & ~G4	0.62
0_1_0_4_1_3_3_1_1_1	0.10190476190476194	0.64	1	1.0	-0.0	0.8	1.0	25	9	2.5	0.5	0.5	8	G5 | ~G8	37	~G10 & ~G8	67	G1 & ~G3	85	G1 & (G7 | G8)	1	G3 & G6	106	G4 | G6 | ~G9	203	~G10 | ~G7	75	G10 | (G8 & ~G3)	122	G9 & (G2 | G7)	210	G10 & G8 & ~G3	0.64
0_1_2_4_1_3_0_2_0_3	0.10190476190476194	0.64	1	1.0	-0.0	0.8	1.0	25	9	2.5	0.5	0.5	8	G5 | ~G8	37	~G10 & ~G8	65	G10 | ~G3	85	G1 & (G7 | G8)	1	G3 & G6	106	G4 | G6 | ~G9	209	~G7 | (G1 & G5)	74	G10 & (G8 | ~G9)	121	G9 & (G2 | G8)	212	~G1 & ~G4	0.64
